"Year","Source","Fuel","ModelYr","NH3","Nox","Total_PM10","Total_PM25","Brake_PM10","Tire_PM10","Brake_PM25","Tire_PM25","SO2","VOC"
2025,31,5,1995,835.723680931818,29941.9726077309,171.965102862371,152.106550006989,155.39714561385,57.0789670574444,19.4205368012235,8.55773865810893,25.7498687838044,3768.60252676328
2022,21,1,1996,489.479480553178,9994.53177673908,149.06389721981,131.864750694608,132.575971565243,51.1810895917224,16.5719962354621,7.67712665493652,13.8937178223114,2681.9761701101
2023,21,1,1996,477.404444120489,9760.31928885918,145.403354728439,128.626619734776,129.305390127466,49.9184912035981,16.1631769705101,7.48773630235549,13.551173049195,2620.55398663177
2024,21,1,1996,467.158534635598,9552.94694347331,142.375492717786,125.94810041801,126.530259989183,48.8471534679619,15.8162795281588,7.32703080798144,13.2614800890301,2566.42904009572
2025,21,1,1996,459.57102040073,9400.46004926082,140.180930943605,124.006772855449,124.475186266638,48.0537847452769,15.559393706954,7.20802972787307,13.0475431118603,2527.43435495039
2026,21,1,1996,458.78277881633,9383.4225318321,139.900045658976,123.758255936693,124.261717296661,47.9713811681146,15.5327134992512,7.19567536014905,13.0246758613692,2522.17535925115
2022,31,1,1996,581.571194701265,20416.3324477469,165.965534920291,146.816266828436,158.893090551171,59.1108802707287,19.861643441391,8.86658287883238,20.6587910533617,4656.98330459297
2023,31,1,1996,579.941148257523,20382.1289327393,165.438959822735,146.350483150776,158.447706629107,58.9451882291173,19.8059702372405,8.84173401931396,20.6001023076927,4650.18236868486
2024,31,1,1996,576.824497152121,20274.9039868083,164.616734907279,145.623103754902,157.596270231159,58.6284210602167,19.6995350395366,8.79421637121604,20.490256341413,4627.06964582446
2025,31,1,1996,573.022491231448,20146.1858843536,163.674266418678,144.78940197728,156.557507847324,58.2419892594788,19.5696842557516,8.73625448477481,20.3570091740318,4600.57668130886
2026,31,1,1996,572.037253299097,20110.5837870476,163.364962289785,144.515797396253,156.288393637373,58.1418438901649,19.5360385332522,8.72123135237122,20.3216656832892,4591.88310369521
