Plant state abbreviation,Plant name,DOE/EIA ORIS plant or facility code,Plant FIPS state code,Plant FIPS county code,Plant county name,Plant annual net generation (MWh)
NY,Calabro Airport North Solar Project,63497,36,103,Suffolk,2235.00
NY,Calabro Airport South Solar Project,63498,36,103,Suffolk,2065.00
OK,Choctaw Nation Solar Farm,63499,40,13,Bryan,9459.00
OK,Chickasaw Nation Solar Farm,63500,40,99,Murray,10962.00
NJ,Montclair State University Cogen,63501,34,31,Passaic,2192.00
NM,Oso Grande Wind Farm,63502,35,25,Lea,300224.00
NJ,Lakehurst Solar,63503,34,29,Ocean,15314.00
NV,"Copper Mountain Solar 5, LLC",63504,32,3,Clark,369260.00
SC,Cherry Blossom Solar LLC,63505,45,89,Williamsburg,20522.00
CA,Walnut Unified School District Walnut HS Hybrid,63510,6,37,Los Angeles,2017.00
NY,Mohonasen Central School District,63511,36,93,Schenectady,1940.00
MD,Wor-Wic Community College - Offsite,63512,24,45,Wicomico,3677.00
CA,Moonlight Packing - Phase 2,63514,6,19,Fresno,2775.00
CA,California City,63516,6,29,Kern,5414.00
FL,Santa Fe Solar Power Plant,63517,12,1,Alachua,137592.00
FL,Twin Rivers Solar Power Plant,63518,12,47,Hamilton,84952.00
TX,CED Crane Solar,63519,48,103,Crane,382047.00
PA,PA Solar Park II,63520,42,25,Carbon,12333.00
IA,CED Mason City Wind,63521,19,33,Cerro Gordo,29018.00
MD,Spruce - WCMD - Rubble II,63523,24,43,Washington,2609.00
MD,Spruce - WCMD - Rubble I,63524,24,43,Washington,1812.00
MD,Spruce - WCMD - Creek,63525,24,43,Washington,2651.00
MD,Spruce - WCMD - Resh I,63526,24,43,Washington,2813.00
CA,Lafayette 2 - Internal Services Dept,63527,6,37,Los Angeles,2033.00
NJ,Jersey City DWP,63530,34,17,Hudson,1320.00
AZ,Pima Community College NW,63531,4,19,Pima,3057.00
MN,Winona Community Solar One LLC,63532,27,169,Winona,1706.00
MN,Goodhue Community Solar Two LLC,63533,27,49,Goodhue,1672.00
MN,Houston/Winona Community Solar One LLC,63534,27,55,Houston,1757.00
GA,Solar BESS Hybrid,63535,13,67,Cobb,2240.00
CO,Amazon DEN2 Solar Project,63536,8,1,Adams,214.00
CT,Amazon BDL3 Solar Project,63537,9,9,New Haven,4.00
MI,Assembly Solar II LLC,63538,26,155,Shiawassee,6135.00
NY,Montefiore Weiler (Einstein) Hospital,63539,36,5,Bronx,
NJ,Essex County Correctional Facility Cogen,63540,34,13,Essex,26057.00
MN,Enter Solar,63542,27,161,Waseca,0.00
MN,Lange Solar,63543,27,109,Olmsted,2061.00
NY,Fordham University,63544,36,5,Bronx,
CA,Chevron - Lost Hills Hybrid,63545,6,29,Kern,75024.00
NY,St. Luke's Cornwall Hospital,63546,36,71,Orange,
SC,Lily Solar,63548,45,5,Allendale,156617.00
VA,Water Strider Solar,63549,51,83,Halifax,117815.00
NY,Vassar Brothers Medical Center,63550,36,27,Dutchess,
NY,Richmond University Medical Center,63553,36,85,Richmond,
AZ,Mohave Electric Cooperative at Joy Lane,63554,4,15,Mohave,29147.00
MA,"St. Joseph's Solar, LLC CSG",63555,25,27,Worcester,1626.00
MA,"Boutillier Solar, LLC CSG",63556,25,27,Worcester,4589.00
MA,"Blair Wire Village Solar, LLC CSG",63557,25,27,Worcester,1636.00
MA,"Barton Acres Solar, LLC CSG",63558,25,27,Worcester,1637.00
MA,"Cherry Valley Solar, LLC CSG",63561,25,27,Worcester,1531.00
MA,"ISM Solar Dighton 2, LLC CSG",63562,25,5,Bristol,3721.00
MA,"Incom Solar, LLC CSG",63563,25,27,Worcester,3537.00
MA,"JH Solar, LLC CSG",63564,25,27,Worcester,1525.00
MA,"Woodchuck Solar, LLC CSG",63565,25,27,Worcester,1598.00
NC,HWY 158 PV,63566,37,91,Hertford,19581.00
MA,"Dudley River 3 Solar, LLC CSG",63569,25,27,Worcester,1672.00
MA,"Dudley River 2 Solar, LLC CSG",63570,25,27,Worcester,1626.00
MA,"Dudley River Solar, LLC CSG",63571,25,27,Worcester,1663.00
MA,"Ledeaux Solar, LLC CSG",63572,25,27,Worcester,1407.00
MA,"Cohasse Solar, LLC CSG",63573,25,27,Worcester,1515.00
MO,Atchison County Wind,63574,29,5,Atchison,651137.00
KS,Thunderbird Generator (Tbird),63575,20,111,Lyon,90.00
MN,FastSun 4 CSG,63576,27,163,Washington,827.00
MN,FastSun 21 CSG,63577,27,141,Sherburne,1112.00
NM,Sagamore Wind,63578,35,41,Roosevelt,2037569.00
NM,Britton Solar Energy Center,63579,35,57,Torrance,141452.00
NY,NYPH - Lawrence,63580,36,119,Westchester,
NY,Mount Sinai - Brooklyn,63581,36,47,Kings,
FL,Harmony Solar,63582,12,97,Osceola,184213.00
FL,Taylor Creek Solar,63583,12,95,Orange,183902.00
NY,NY3 Battery,63585,36,87,Rockland,
CO,SR Kersey II,63586,8,123,Weld,2033.00
CO,SR Skylark C,63587,8,123,Weld,2306.00
MA,"Palombo Solar, LLC CSG",63588,25,27,Worcester,3292.00
MA,"Palombo B Solar, LLC CSG",63589,25,27,Worcester,1613.00
OK,Ponderosa Wind Energy Center,63590,40,7,Beaver,892114.00
CT,Nutmeg Solar,63592,9,3,Hartford,35125.00
MN,"Brooten CSG1, LLC",63593,27,121,Pope,977.00
MN,"Buffalo Lake CSG1, LLC",63594,27,129,Renville,998.00
MN,"Lowry CSG2, LLC",63595,27,121,Pope,2166.00
MN,"Paynesville CSG1, LLC",63596,27,145,Stearns,2315.00
MN,"Plato CSG1, LLC",63597,27,85,McLeod,2097.00
MN,"Sacred Heart CSG1, LLC",63598,27,129,Renville,874.00
MN,"Stewart CSG1, LLC",63599,27,85,McLeod,970.00
MI,Isabella Wind Park,63601,26,73,Isabella,367169.00
NY,Montefiore-New Rochelle,63602,36,119,Westchester,
CA,Illumina Way SD,63603,6,73,San Diego,29439.00
CA,Extreme San Ignacio,63604,6,85,Santa Clara,7595.00
CA,ATT North Watney,63605,6,95,Solano,8686.00
CA,ATT Ventura Blvd,63606,6,37,Los Angeles,6253.00
CA,Extreme Via Del Oro,63607,6,85,Santa Clara,9689.00
CA,Allergan,63609,6,59,Orange,
CA,Baker,63610,6,59,Orange,
CA,CSU Long Beach,63611,6,37,Los Angeles,
CA,DATS,63612,6,59,Orange,
CA,Downey,63613,6,37,Los Angeles,
CA,LAWRP,63614,6,59,Orange,
CA,Long Beach Convention Center,63615,6,37,Los Angeles,
CA,OCSD,63616,6,59,Orange,
CA,SOCCD,63617,6,59,Orange,
IL,USS Solar Brick,63618,17,117,Macoupin,2223.00
CA,Lafayette 2 - MLK Jr. Hospital (MLK),63623,6,37,Los Angeles,1605.00
TX,"La Chalupa, LLC",63624,48,61,Cameron,162613.00
NY,NYU Langone - Orthopedic,63625,36,47,Kings,
NJ,"IGS FE Trenton, LLC",63626,34,21,Mercer,1962.00
AR,"Scenic Hill Solar IV, LLC",63627,5,71,Johnson,4027.00
OK,Tinker,63628,40,109,Oklahoma,7501.00
MN,"Hydra Community Solar Garden, LLC (CSG)",63629,27,131,Rice,1738.00
CA,Pleasanton - Amador Valley High School,63630,6,1,Alameda,1576.00
TN,Tate & Lyle Loudon Plant,63632,47,105,Loudon,346156.00
SC,Crown,63635,45,57,Lancaster,6525.00
OR,Fort Rock I,63636,41,37,Lake,25449.00
MA,One Patriot,63637,25,21,Norfolk,16162.00
CA,Tracy 210,63638,6,77,San Joaquin,21386.00
IA,Contrail Wind Farm,63639,19,173,Taylor,278686.00
IA,Southern Hills Wind Farm,63640,19,175,Union,607522.00
IA,Diamond Trail Wind Farm,63641,19,95,Iowa,807936.00
OR,Dunn Road Solar,63642,41,5,Clackamas,3207.00
NY,North Central Bronx Hospital,63643,36,5,Bronx,
NY,Wyckoff Heights Medical Center,63644,36,47,Kings,
NJ,St.Joseph's Regional Medical Center,63645,34,31,Passaic,
NY,Jacobi Medical Center,63646,36,5,Bronx,
NY,SDM000 Clarkson Fuel Cell,63647,36,47,Kings,12646.00
NY,NHH003 Clarkson Fuel Cell,63648,36,47,Kings,8443.00
NY,NHH004 Winthrop Fuel Cell,63649,36,47,Kings,8005.00
MN,Flodquist Community Solar LLC CSG,63650,27,25,Chisago,757.00
CA,North Kern State Prison Phase II,63651,6,29,Kern,8065.00
MD,Sheriff Road,63654,24,33,Prince Georges,1955.00
TX,Coyote Wind LLC,63655,48,415,Scurry,618860.00
IL,CED Peoria Solar,63656,17,143,Peoria,2435.00
MN,Siems Solar Project CSG,63657,27,49,Goodhue,2007.00
MN,Schueler Community Solar,63658,27,171,Wright,1843.00
MA,Bowden Solar LLC,63659,25,13,Hampden,3312.00
MI,M72 West Solar,63660,26,89,Leelanau,1700.00
NY,SWM Fuel Cell,63661,36,103,Suffolk,380.00
NY,Montefiore Nyack Hospital,63662,36,87,Rockland,
OR,Mt Hope Solar,63663,41,5,Clackamas,4270.00
OR,Williams Acres Solar,63664,41,47,Marion,3721.00
IN,"Bitter Ridge Wind Farm, LLC",63666,18,75,Jay,376854.00
ME,Sanford Solar,63667,23,31,York,87572.00
RI,"University Solar, LLC",63668,44,3,Kent,33350.00
NY,St. Mary's Hospital For Children,63669,36,81,Queens,
NY,Harlem Hospital Center,63671,36,61,New York,
MA,Lakeville Solar,63672,25,23,Plymouth,4069.00
CT,Norwalk Hospital Plant,63673,9,1,Fairfield,14641.00
CA,Dedeaux,63674,6,37,Los Angeles,
NY,MSAP 13,63675,36,83,Rensselaer,2851.00
MN,Paulson Community (CSG),63678,27,79,Le Sueur,1720.00
MN,Laurel Village (CSG),63679,27,171,Wright,1314.00
MN,Hertzberg Community (CSG),63680,27,145,Stearns,2047.00
CO,Oak Leaf Solar XXXIII LLC (Lantz),63681,8,15,Chaffee,3959.00
MN,Brenda Luhman - CSG,63682,27,49,Goodhue,1660.00
MN,Carlson Community (CSG),63683,27,25,Chisago,1620.00
MN,Hammer Community (CSG),63684,27,141,Sherburne,2092.00
MI,Crescent Wind Park,63686,26,59,Hillsdale,317823.00
MI,Gratiot Farms Wind Project,63687,26,117,Montcalm,354234.00
TX,Topaz Generating,63688,48,167,Galveston,168638.00
MN,Red Lake Falls Community Hybrid,63689,27,125,Red Lake,17426.00
MA,Oak Street Solar,63690,25,13,Hampden,5493.00
PA,"Hunker Solar River, LLC",63691,42,129,Westmoreland,1500.00
NC,"PG Solar, LLC",63692,37,61,Duplin,3845.00
NC,"Freight Line Solar, LLC",63693,37,61,Duplin,4518.00
OR,"Butler Solar, LLC",63694,41,71,Yamhill,8284.00
NC,"Holly Swamp Solar, LLC",63695,37,155,Robeson,4346.00
VA,Westmoreland County Solar Project,63696,51,193,Westmoreland,11228.00
MA,Cranberry Solar,63697,25,23,Plymouth,1743.00
NJ,Galloway Landfill,63698,34,25,Monmouth,3991.00
CA,AGT000 Stevens Creek Fuel Cell,63699,6,85,Santa Clara,16898.00
DE,AGT001 Centerville Fuel Cell,63700,10,3,New Castle,10218.00
CA,CST001 McCarthy Fuel Cell,63701,6,85,Santa Clara,9568.00
NJ,EQX002 Secaucus Rd Fuel Cell,63702,34,17,Hudson,12502.00
NJ,EQX003 Secaucus Rd Fuel Cell,63703,34,17,Hudson,14794.00
CA,EQX010 Great Oaks Fuel Cell,63704,6,85,Santa Clara,20403.00
CA,EQX011 Duane Fuel Cell,63705,6,85,Santa Clara,33692.00
NJ,EQX012 Harz Fuel Cell,63706,34,17,Hudson,17711.00
CA,EQX015 Great Oaks Fuel Cell,63708,6,85,Santa Clara,28488.00
MI,Autumn Hills Generating Facility,63709,26,139,Ottawa,
CA,JSR000 N Mathilda Fuel Cell,63711,6,85,Santa Clara,8967.00
CA,KSR028 Merced Fuel Cell,63712,6,1,Alameda,15510.00
NJ,IIV000 Mt Bethel Fuel Cell,63713,34,35,Somerset,19019.00
CA,GEN005 Antibody Fuel Cell,63714,6,73,San Diego,21181.00
CA,SCU000 El Camino Real Fuel Cell,63715,6,85,Santa Clara,11493.00
CA,KSR053 Cantara Fuel Cell,63716,6,37,Los Angeles,10930.00
CA,TLR000 Hansen Fuel Cell,63717,6,53,Monterey,24289.00
RI,ISM Solar Cranston CSG,63718,44,7,Providence,4244.00
SC,Augusta Solar,63720,45,47,Greenwood,3592.00
GA,Cool Springs Solar (Hybrid),63721,13,87,Decatur,15312.00
CO,Rawhide Prairie Solar Hybrid,63722,8,69,Larimer,35943.00
MN,Hayfield Solar I LLC CSG,63724,27,39,Dodge,1766.00
MN,Hayfield Solar III LLC CSG,63725,27,39,Dodge,1717.00
MN,Pipestone City Solar LLC CSG,63726,27,117,Pipestone,490.00
CA,Slate Hybrid,63727,6,31,Kings,9697.00
NY,CES Marbletown Solar,63729,36,111,Ulster,3256.00
NC,"ESA Buies Creek, LLC",63732,37,85,Harnett,5817.00
NC,"Eros Solar, LLC",63733,37,61,Duplin,10292.00
NC,"Ventura Solar, LLC",63734,37,3,Alexander,10873.00
CA,Silverstrand Grid Energy Storage System,63735,6,111,Ventura,
TX,Chisholm Grid Energy Storage System,63737,48,439,Tarrant,-1169.00
TX,Las Majadas Wind Farm,63739,48,489,Willacy,772215.00
MN,USS Bluff Country Solar CSG,63741,27,169,Winona,2114.00
MN,USS Viceroy Solar LLC CSG,63742,27,121,Pope,2003.00
MN,USS Solar Way LLC CSG,63743,27,47,Freeborn,2202.00
MN,USS Hubers Solar LLC CSG,63744,27,131,Rice,1984.00
VA,"Greensville County Solar Project, LLC",63745,51,81,Greensville,154650.00
VA,"TWE Myrtle Solar Farm, LLC",63746,51,800,Suffolk City,32550.00
NY,Fogarty CSG,63747,36,71,Orange,1369.00
NY,Mount Hope West,63748,36,71,Orange,3766.00
NY,Mount Hope East,63749,36,71,Orange,3469.00
NY,Bluestone,63750,36,111,Ulster,2689.00
NY,Underhill,63751,36,27,Dutchess,3342.00
NY,Grabinski,63752,36,71,Orange,3450.00
CO,"Platteville Solar CSG, LLC",63753,8,123,Weld,2933.00
FL,Gulf Power Blue Indigo Energy,63754,12,63,Jackson,160811.00
ID,Milner Butte LFGE,63755,16,31,Cassia,18334.00
SC,Omtanke Solar,63756,45,15,Berkeley,10823.00
CA,Kroger La Habra,63758,6,59,Orange,2981.00
SC,Ballenger Road Solar A,63759,45,83,Spartanburg,3777.00
SC,White Horse Solar A,63760,45,45,Greenville,3978.00
CA,Soscol Ferry Solar,63761,6,55,Napa,5212.00
CA,Silveira Ranch Road Solar,63762,6,41,Marin,4589.00
MA,CES Agawam Tuckahoe Solar Hybrid,63763,25,13,Hampden,35.00
TX,Elm Branch Solar 1,63764,48,139,Ellis,37854.00
PA,Elk Hill Solar 2,63768,42,55,Franklin,27352.00
TX,Briar Creek Solar 1,63769,48,349,Navarro,11590.00
CO,Bighorn Solar 1,63770,8,101,Pueblo,64709.00
NY,Adirondack Solar,63772,36,19,Clinton,1644.00
NY,Mount Kisco Landfill Solar & Storage CSG,63774,36,119,Westchester,
GA,Tech Square Microgrid,63775,13,121,Fulton,1786.00
OR,"Suntex Solar, LLC",63778,41,25,Harney,25280.00
OR,"Rock Garden Solar, LLC",63779,41,37,Lake,25235.00
NY,NY- CSG- Johnstown 2,63780,36,35,Fulton,2334.00
NY,NY- CSG- Livingston 4,63781,36,51,Livingston,2436.00
NJ,Ben Moreell Solar Farm,63786,34,25,Monmouth,38577.00
IL,Illinois PV Fulton 1 CSG,63790,17,57,Fulton,3809.00
MN,Sobania Community Solar LLC,63791,27,141,Sherburne,2049.00
MN,Svihel Community Solar LLC CSG,63792,27,9,Benton,1604.00
MN,Studenski Community Solar LLC CSG,63793,27,9,Benton,1446.00
MN,Stevens Community Solar LLC,63794,27,9,Benton,2065.00
OR,"Alkali Solar, LLC",63795,41,37,Lake,25418.00
OR,"West Hines Solar I, LLC",63796,41,25,Harney,23561.00
NY,NY - CSG - Ellsworth II,63800,36,91,Saratoga,3461.00
IN,St. Joseph Solar,63801,18,141,St Joseph,21221.00
CO,"Bronco Plains Wind, LLC",63803,8,63,Kit Carson,1063354.00
MA,Partridgeville Hybrid CSG,63804,25,27,Worcester,5265.00
MA,Williamsville Hybrid CSG,63805,25,27,Worcester,1294.00
NC,"Sugar Solar, LLC",63807,37,197,Yadkin,0.00
SC,"Centerfield Cooper Solar, LLC",63810,45,25,Chesterfield,152851.00
GA,SR Odom,63814,13,71,Colquitt,47279.00
MN,"RJC CSG, LLC",63816,27,147,Steele,1056.00
MN,"Hinterland CSG, LLC",63817,27,141,Sherburne,2138.00
MN,"Betcher CSG 1, LLC",63819,27,49,Goodhue,1753.00
MN,"Huneke CSG 1, LLC",63820,27,49,Goodhue,1829.00
MN,"Huneke CSG 2, LLC",63821,27,49,Goodhue,1909.00
IL,CED Beecher Sun Solar,63823,17,197,Will,
IL,CED Hilltop Solar,63824,17,201,Winnebago,
IL,Lineage Logistics Solar,63825,17,197,Will,2581.00
IA,POET Biorefining - Jewell,63826,19,79,Hamilton,22089.00
OH,"POET Biorefining - Marion, LLC",63829,39,101,Marion,20195.00
IL,Conagra Foods at St. Elmo,63830,17,51,Fayette,3100.00
MI,"POET Biorefining Caro, LLC",63831,26,157,Tuscola,15250.00
IA,"POET Biorefining-Hanlontown, LLC",63832,19,195,Worth,14538.00
SC,Bluebird Solar SC LLC,63833,45,7,Anderson,6733.00
CA,Gateway Energy Storage System,63834,6,73,San Diego,-17061.00
NC,"Pilot Mountain Solar, LLC",63835,37,169,Stokes,9799.00
NC,"Benson Solar, LLC",63836,37,101,Johnston,8016.00
NC,"Lane II Solar, LLC",63837,37,191,Wayne,10208.00
SC,Midlands,63839,45,17,Calhoun,154564.00
NC,"Trent River Solar, LLC",63842,37,103,Jones,51050.00
CA,"Johanna Energy Center, LLC",63843,6,59,Orange,
NE,Fort Calhoun Community Solar,63844,31,177,Washington,9004.00
IN,"POET Biorefining - North Manchester, LLC",63852,18,169,Wabash,20439.00
SD,POET Biorefining - Chancellor,63853,46,125,Turner,32099.00
NY,Medusa NY 1,63854,36,1,Albany,2934.00
NY,Walden NY 1,63855,36,71,Orange,2828.00
NY,Westtown NY 2,63856,36,71,Orange,3167.00
NY,Middletown NY 1,63857,36,71,Orange,4590.00
NY,Westerlo NY 1,63858,36,1,Albany,3113.00
CA,"Golden Field Solar III, LLC",63859,6,29,Kern,577427.00
NM,Encino Solar Energy Center,63860,35,43,Sandoval,144432.00
IN,Logansport Solar,63861,18,17,Cass,670.00
CO,IBM Solar,63869,8,13,Boulder,15365.00
MA,East Brookfield Main Street Solar LLC CSG,63887,25,27,Worcester,1596.00
IL,"ESIL-PFCHICAGO 3, LLC",63888,17,31,Cook,2288.00
IL,"ESIL-PFCHICAGO 2, LLC",63889,17,31,Cook,1528.00
CA,Saticoy,63891,6,111,Ventura,-13060.00
TX,Lily Solar Hybrid,63892,48,257,Kaufman,194385.00
RI,"GD Hopkinton Main I, LLC",63893,44,9,Washington,15571.00
ME,Milo PV - BD Solar 1 LLC,63894,23,21,Piscataquis,14091.00
ME,Augusta PV - BD Solar Augusta LLC,63895,23,11,Kennebec,4025.00
ME,Fairfield PV - BD Solar Fairfield LLC,63896,23,25,Somerset,3860.00
ME,Oxford PV - BD Solar Oxford LLC,63897,23,17,Oxford,6718.00
MN,Cornillie 2 Community (CSG),63899,27,25,Chisago,1653.00
MD,Pinesburg Solar LLC,63903,24,43,Washington,7777.00
MD,Timonium Fairgrounds,63904,24,5,Baltimore,3074.00
TX,Azure Sky Solar,63905,48,207,Haskell,232270.00
NV,"Turquoise Nevada, LLC",63906,32,31,Washoe,103844.00
OR,SulusSolar17,63908,41,5,Clackamas,4033.00
WY,Cedar Springs I,63914,56,9,Converse,760259.00
WY,Cedar Springs II,63915,56,9,Converse,670071.00
WY,Cedar Springs III,63916,56,9,Converse,528032.00
DC,DC Water Solar,63917,11,1,District of Columbia,4165.00
SD,POET Biorefining - Hudson,63918,46,83,Lincoln,17658.00
IA,POET Biorefining LLC - Corning,63919,19,3,Adams,20711.00
OH,POET Biorefining - Fostoria,63920,39,147,Seneca,21931.00
IN,POET Biorefining - Shelbyville,63921,18,145,Shelby,
IN,POET Biorefining - Portland,63922,18,75,Jay,22754.00
IA,POET Biorefining - Gowrie,63923,19,187,Webster,21436.00
IN,"POET Biorefining- Alexandria, LLC",63924,18,95,Madison,16607.00
OR,Riley,63925,41,25,Harney,23732.00
OR,Fort Rock IV,63926,41,37,Lake,24710.00
OH,"POET Biorefining - Leipsic, LLC",63927,39,137,Putnam,11871.00
CA,Vacaville Hospital,63928,6,95,Solano,3213.00
IN,Troy Solar,63929,18,147,Spencer,85028.00
CA,Cal Flats BESS,63930,6,53,Monterey,3676.00
CA,Titan Solar 1 (CA),63932,6,25,Imperial,193557.00
MN,Severson Garden,63934,27,161,Waseca,1774.00
MN,Marion Garden,63935,27,131,Rice,1850.00
MN,Silver Lake Garden,63936,27,161,Waseca,1775.00
MN,Lyman Garden,63937,27,37,Dakota,1684.00
MN,Nicollet Garden,63938,27,103,Nicollet,1832.00
MN,Union Garden,63939,27,131,Rice,1517.00
CA,Central 40,63940,6,99,Stanislaus,94995.00
CA,Oasis Alta,63941,6,29,Kern,43372.00
MA,Sunpin Blandford,63942,25,13,Hampden,4549.00
RI,"Blackhorse Farm Solar, LLC CSG",63944,44,1,Bristol,5698.00
IL,Clinton Solar 4 LLC CSG,63945,17,27,Clinton,3689.00
IL,"Vermilion Solar 1, LLC CSG",63946,17,183,Vermilion,3808.00
CA,DGS Valley State Prison,63947,6,39,Madera,3795.00
IL,CED Spring Creek Solar,63948,17,91,Kankakee,
IL,Cortland,63949,17,37,Dekalb,2531.00
MA,Erving CSG,63950,25,11,Franklin,1502.00
IL,Lena,63951,17,177,Stephenson,2468.00
IL,Ridge Farm,63952,17,183,Vermilion,3906.00
MA,Easthampton CSG,63953,25,15,Hampshire,3526.00
IL,Mendota,63954,17,99,LaSalle,3020.00
OR,"Palmer Creek Solar, LLC",63956,41,71,Yamhill,4136.00
OR,"Day Hill Solar, LLC",63957,41,5,Clackamas,3900.00
OR,"SSD Marion 3, LLC",63958,41,47,Marion,3309.00
OR,"SSD Marion 5, LLC",63959,41,47,Marion,3701.00
OR,"SSD Marion 6, LLC",63960,41,47,Marion,4046.00
OR,"SSD Clackamas 1, LLC",63961,41,5,Clackamas,3337.00
OR,"SSD Clackamas 4, LLC",63962,41,5,Clackamas,3649.00
OR,"SSD Clackamas 7, LLC",63963,41,5,Clackamas,2934.00
OR,"SSD Marion 1, LLC",63964,41,47,Marion,3798.00
VA,"Danville Farm, LLC",63965,51,143,Pittsylvania,22550.00
MN,FastSun12 CSG,63966,27,131,Rice,1023.00
IL,Charter Durabar at Woodstock,63967,17,111,McHenry,3976.00
IL,The GSI Group LLC at Assumption,63968,17,21,Christian,1836.00
OR,SulusSolar35,63969,41,5,Clackamas,4652.00
DC,7185 13th Pl. NW,63970,11,1,District of Columbia,
NJ,CCUA Solar,63971,34,11,Cumberland,2396.00
SC,Cardinal Solar LLC,63973,45,67,Marion,16026.00
NC,"Hayes Solar, LLC",63974,37,171,Surry,6635.00
NC,"Harrison Solar, LLC",63975,37,163,Sampson,10350.00
NC,Bay Tree,63976,37,17,Bladen,1741.00
MI,Central Generating,63977,26,117,Montcalm,
FL,Duette Solar Power Plant,63978,12,81,Manatee,25638.00
NC,315 Vinson Road,63979,37,101,Johnston,4451.00
NM,Red Cloud Wind LLC,63981,35,27,Lincoln,99001.00
CA,Rialto - High School,63986,6,71,San Bernardino,
IL,Blooming Grove Wind Energy Center,63988,17,105,Livingston,910809.00
IL,Peterman II,63989,17,91,Kankakee,1912.00
IL,Kish CSG,63990,17,7,Boone,1231.00
IL,Nostrand,63991,17,91,Kankakee,1580.00
IL,Vulcan,63992,17,91,Kankakee,2152.00
CA,FTF-PackingShed,63993,6,107,Tulare,1118.00
CA,Firebaugh-CCS-PV-1,63994,6,19,Fresno,1239.00
FL,Trenton,63995,12,41,Gilchrist,
RI,Pine Hill,63997,44,7,Providence,7660.00
MA,Amaterasu LLC,64000,25,27,Worcester,2185.00
MN,"Camellia Solar, LLC",64001,27,121,Pope,2277.00
NC,"Buttercup Solar, LLC",64002,37,61,Duplin,10953.00
KS,Iron Star Wind Project,64003,20,57,Ford,33110.00
NY,Interfaith Medical Center,64004,36,47,Kings,
OR,SulusSolar33,64006,41,71,Yamhill,4724.00
OR,SulusSolar28,64007,41,71,Yamhill,4657.00
OR,MilfordSolar OR,64008,41,67,Washington,4608.00
OR,BristolSolar,64009,41,47,Marion,4330.00
VA,"Energix Hollyfield, LLC",64010,51,101,King William,9104.00
GA,Bainbridge Solar,64011,13,87,Decatur,2008.00
IL,Somonauk Road Solar 1,64013,17,37,DeKalb,3365.00
MA,28 Livermore Hill Road Solar,64014,25,27,Worcester,7377.00
VA,"Energix Buckingham, LLC",64015,51,29,Buckingham,14273.00
IL,Edwardsville Solar II,64016,17,119,Madison,1413.00
NY,Brick Church Solar,64017,36,83,Rensselaer,6043.00
IL,Route 76 Boone Solar 1,64018,17,7,Boone,4001.00
VA,Altavista Solar,64019,51,31,Campbell,136633.00
WI,West Riverside Energy Center,64020,55,105,Rock,1971841.00
CO,Alden Solar CSG LLC,64021,8,123,Weld,3496.00
OR,SulusSolar22,64022,41,47,Marion,3853.00
NJ,"10 Finderne Avenue Solar, LLC",64023,34,35,Somerset,3485.00
CO,"Monte Vista Solar 2 CSG, LLC",64024,8,105,Rio Grande,4334.00
NJ,"101 Carnegie Center Solar, LLC",64025,34,21,Mercer,1788.00
TX,"ANSON Solar Center, LLC",64026,48,253,Jones,366971.00
CA,SB Water Reclamation Fuel Cell,64027,6,71,San Bernardino,4527.00
CA,San Diego - EMDF at San Diego,64028,6,73,San Diego,1717.00
MN,Bauer Solar CSG,64029,27,145,Stearns,
NY,Kenmare - Sullivan Community College,64030,36,105,Sullivan,2489.00
CO,"Fremont CO 1, LLC",64031,8,43,Fremont,3932.00
OR,GreenparkSolar,64033,41,47,Marion,1980.00
OR,SulusSolar25,64034,41,47,Marion,3269.00
NC,Powatan Road Solar,64035,37,101,Johnston,4199.00
IL,Apple Canyon Lake Solar,64040,17,85,Jo Daviess,3350.00
NY,Wappinger 9D Solar,64041,36,27,Dutchess,2481.00
MA,Montague Road Solar,64042,25,15,Hampshire,4887.00
IL,Olney Solar II CSG,64043,17,159,Richland,1641.00
NY,Off Airport Road - West,64044,36,111,Ulster,6298.00
MA,Fitchburg Renewables,64045,25,27,Worcester,6111.00
NY,6140 Route 209 - North,64046,36,111,Ulster,6086.00
OR,SulusSolar29,64048,41,5,Clackamas,3495.00
CA,San Diego - NCRC at Vista,64049,6,73,San Diego,1923.00
OR,"Orchard Windfarm 2, LLC",64051,41,49,Morrow,14648.00
OR,"Orchard Windfarm 3, LLC",64052,41,49,Morrow,14345.00
OR,"Orchard Windfarm 4, LLC",64053,41,49,Morrow,14794.00
NM,Clines Corners Wind Farm LLC,64054,35,57,Torrance,116961.00
CA,Wonderful Orchards - New Columbia,64055,6,39,Madera,10439.00
MN,T Luhman CSG,64056,27,49,Goodhue,505.00
OR,Wheatridge 1,64057,41,49,Morrow,341609.00
IL,2662 Freeport Solar 1 CSG,64058,17,177,Stephenson,3811.00
IL,Whiteside Solar 1 CSG,64059,17,195,Whiteside,4152.00
MA,SELCO Community Solar,64060,25,27,Worcester,4814.00
SC,"Hecate Energy West Newberry, LLC",64061,45,71,Newberry,2085.00
NM,Duran Mesa LLC,64065,35,27,Lincoln,41740.00
NM,Tecolote Wind LLC,64066,35,27,Lincoln,91223.00
MN,Camp Ripley Solar,64072,27,97,Morrison,17200.00
KS,Cimarron Bend III,64074,20,25,Clark,807765.00
ME,Pittsfield Solar LLC,64078,23,25,Somerset,16672.00
TX,CatanSolar,64079,48,255,Karnes,23312.00
