State FIPS,County FIPS,County,State Abbr,State,ReEDS BA,Cambium GEA
12,11,Broward,FL,Florida,p102,FRCCc
28,55,Issaquena,MS,Mississippi,p87,SRMVc
31,51,Dixon,NE,Nebraska,p40,MROWc
28,103,Noxubee,MS,Mississippi,p88,SRTVc
41,51,Multnomah,OR,Oregon,p5,NWPPc
6,65,Riverside,CA,California,p10,CAMXc
51,69,Frederick,VA,Virginia,p100,SRVCc
5,99,Nevada,AR,Arkansas,p85,SRMVc
48,317,Martin,TX,Texas,p62,ERCTc
39,17,Butler,OH,Ohio,p114,RFCWc
49,19,Grand,UT,Utah,p25,NWPPc
30,71,Phillips,MT,Montana,p18,NWPPc
47,63,Hamblen,TN,Tennessee,p92,SRTVc
16,33,Clark,ID,Idaho,p16,NWPPc
55,117,Sheboygan,WI,Wisconsin,p79,RFCWc
54,51,Marshall,WV,West Virginia,p116,RFCWc
37,101,Johnston,NC,North Carolina,p98,SRVCc
22,27,Claiborne,LA,Louisiana,p86,SRMVc
17,7,Boone,IL,Illinois,p80,RFCWc
40,83,Logan,OK,Oklahoma,p50,SPSOc
47,39,Decatur,TN,Tennessee,p92,SRTVc
19,105,Jones,IA,Iowa,p70,MROWc
53,21,Franklin,WA,Washington,p3,NWPPc
46,83,Lincoln,SD,South Dakota,p38,MROWc
39,13,Belmont,OH,Ohio,p112,RFCWc
51,690,Martinsville,VA,Virginia,p118,RFCWc
27,77,Lake of the Woods,MN,Minnesota,p42,MROWc
22,67,Morehouse,LA,Louisiana,p86,SRMVc
28,119,Quitman,MS,Mississippi,p87,SRMVc
47,51,Franklin,TN,Tennessee,p92,SRTVc
31,63,Frontier,NE,Nebraska,p40,MROWc
48,163,Frio,TX,Texas,p65,ERCTc
21,171,Monroe,KY,Kentucky,p93,SRTVc
54,39,Kanawha,WV,West Virginia,p117,RFCWc
37,85,Harnett,NC,North Carolina,p98,SRVCc
41,63,Wallowa,OR,Oregon,p5,NWPPc
16,47,Gooding,ID,Idaho,p15,NWPPc
55,25,Dane,WI,Wisconsin,p78,MROEc
49,1,Beaver,UT,Utah,p25,NWPPc
37,91,Hertford,NC,North Carolina,p98,SRVCc
22,73,Ouachita,LA,Louisiana,p86,SRMVc
51,139,Page,VA,Virginia,p100,SRVCc
55,35,Eau Claire,WI,Wisconsin,p46,MROWc
41,39,Lane,OR,Oregon,p5,NWPPc
26,155,Shiawassee,MI,Michigan,p103,RFCMc
54,63,Monroe,WV,West Virginia,p116,RFCWc
21,163,Meade,KY,Kentucky,p109,SRTVc
31,39,Cuming,NE,Nebraska,p40,MROWc
48,171,Gillespie,TX,Texas,p64,ERCTc
39,159,Union,OH,Ohio,p112,RFCWc
12,69,Lake,FL,Florida,p101,FRCCc
19,93,Ida,IA,Iowa,p45,MROWc
17,193,White,IL,Illinois,p81,SRMWc
48,71,Chambers,TX,Texas,p66,SRMVc
48,217,Hill,TX,Texas,p63,ERCTc
51,11,Appomattox,VA,Virginia,p99,SRVCc
17,5,Bond,IL,Illinois,p81,SRMWc
54,95,Tyler,WV,West Virginia,p116,RFCWc
37,87,Haywood,NC,North Carolina,p97,SRVCc
20,135,Ness,KS,Kansas,p53,SPNOc
34,13,Essex,NJ,New Jersey,p126,RFCEc
36,109,Tompkins,NY,New York,p127,NYSTc
36,31,Essex,NY,New York,p127,NYSTc
21,71,Floyd,KY,Kentucky,p110,RFCWc
5,147,Woodruff,AR,Arkansas,p85,SRMVc
21,217,Taylor,KY,Kentucky,p109,SRTVc
18,77,Jefferson,IN,Indiana,p107,RFCWc
46,45,Edmunds,SD,South Dakota,p38,MROWc
50,19,Orleans,VT,Vermont,p129,NEWEc
31,95,Jefferson,NE,Nebraska,p40,MROWc
35,17,Grant,NM,New Mexico,p31,AZNMc
51,540,Charlottesville,VA,Virginia,p99,SRVCc
48,339,Montgomery,TX,Texas,p66,SRMVc
56,33,Sheridan,WY,Wyoming,p22,RMPAc
13,299,Ware,GA,Georgia,p94,SRSOc
50,1,Addison,VT,Vermont,p129,NEWEc
20,43,Doniphan,KS,Kansas,p53,SPNOc
20,57,Ford,KS,Kansas,p53,SPNOc
48,121,Denton,TX,Texas,p63,ERCTc
29,155,Pemiscot,MO,Missouri,p84,SRMWc
40,45,Ellis,OK,Oklahoma,p50,SPSOc
16,59,Lemhi,ID,Idaho,p15,NWPPc
48,343,Morris,TX,Texas,p57,SPSOc
11,1,District of Columbia,DC,District of Columbia,p123,RFCEc
37,113,Macon,NC,North Carolina,p97,SRVCc
35,13,Doña Ana,NM,New Mexico,p31,AZNMc
20,75,Hamilton,KS,Kansas,p52,SPNOc
13,237,Putnam,GA,Georgia,p94,SRSOc
6,99,Stanislaus,CA,California,p9,CAMXc
21,121,Knox,KY,Kentucky,p109,SRTVc
34,17,Hudson,NJ,New Jersey,p126,RFCEc
51,199,York,VA,Virginia,p99,SRVCc
47,95,Lake,TN,Tennessee,p92,SRTVc
13,285,Troup,GA,Georgia,p94,SRSOc
5,65,Izard,AR,Arkansas,p85,SRMVc
45,23,Chester,SC,South Carolina,p95,SRVCc
19,25,Calhoun,IA,Iowa,p45,MROWc
42,27,Centre,PA,Pennsylvania,p119,RFCEc
48,63,Camp,TX,Texas,p57,SPSOc
26,109,Menominee,MI,Michigan,p74,MROEc
29,165,Platte,MO,Missouri,p54,SPNOc
31,163,Sherman,NE,Nebraska,p40,MROWc
21,39,Carlisle,KY,Kentucky,p93,SRTVc
48,303,Lubbock,TX,Texas,p48,SPSOc
48,383,Reagan,TX,Texas,p62,ERCTc
26,31,Cheboygan,MI,Michigan,p103,RFCMc
48,367,Parker,TX,Texas,p63,ERCTc
51,57,Essex,VA,Virginia,p99,SRVCc
51,43,Clarke,VA,Virginia,p100,SRVCc
19,35,Cherokee,IA,Iowa,p45,MROWc
17,173,Shelby,IL,Illinois,p83,SRMWc
28,149,Warren,MS,Mississippi,p87,SRMVc
29,215,Texas,MO,Missouri,p84,SRMWc
17,195,Whiteside,IL,Illinois,p80,RFCWc
53,59,Skamania,WA,Washington,p2,NWPPc
48,357,Ochiltree,TX,Texas,p48,SPSOc
8,49,Grand,CO,Colorado,p33,RMPAc
21,63,Elliott,KY,Kentucky,p109,SRTVc
31,171,Thomas,NE,Nebraska,p40,MROWc
5,13,Calhoun,AR,Arkansas,p85,SRMVc
18,183,Whitley,IN,Indiana,p105,RFCWc
48,39,Brazoria,TX,Texas,p67,ERCTc
4,15,Mohave,AZ,Arizona,p27,AZNMc
20,199,Wallace,KS,Kansas,p52,SPNOc
56,21,Laramie,WY,Wyoming,p24,RMPAc
51,75,Goochland,VA,Virginia,p99,SRVCc
46,123,Tripp,SD,South Dakota,p38,MROWc
23,17,Oxford,ME,Maine,p134,NEWEc
1,53,Escambia,AL,Alabama,p90,SRSOc
51,135,Nottoway,VA,Virginia,p99,SRVCc
8,23,Costilla,CO,Colorado,p34,RMPAc
47,163,Sullivan,TN,Tennessee,p92,SRTVc
8,111,San Juan,CO,Colorado,p34,RMPAc
20,11,Bourbon,KS,Kansas,p53,SPNOc
42,73,Lawrence,PA,Pennsylvania,p122,RFCEc
24,27,Howard,MD,Maryland,p123,RFCEc
48,51,Burleson,TX,Texas,p64,ERCTc
28,153,Wayne,MS,Mississippi,p87,SRMVc
45,49,Hampton,SC,South Carolina,p96,SRVCc
33,15,Rockingham,NH,New Hampshire,p130,NEWEc
40,123,Pontotoc,OK,Oklahoma,p50,SPSOc
55,105,Rock,WI,Wisconsin,p78,MROEc
25,5,Bristol,MA,Massachusetts,p131,NEWEc
23,13,Knox,ME,Maine,p134,NEWEc
39,99,Mahoning,OH,Ohio,p111,RFCWc
42,67,Juniata,PA,Pennsylvania,p122,RFCEc
47,171,Unicoi,TN,Tennessee,p92,SRTVc
19,179,Wapello,IA,Iowa,p70,MROWc
30,95,Stillwater,MT,Montana,p18,NWPPc
5,17,Chicot,AR,Arkansas,p85,SRMVc
13,231,Pike,GA,Georgia,p94,SRSOc
21,51,Clay,KY,Kentucky,p109,SRTVc
19,117,Lucas,IA,Iowa,p70,MROWc
39,175,Wyandot,OH,Ohio,p112,RFCWc
18,127,Porter,IN,Indiana,p105,RFCWc
1,3,Baldwin,AL,Alabama,p90,SRSOc
29,221,Washington,MO,Missouri,p73,SRMWc
17,41,Douglas,IL,Illinois,p83,SRMWc
38,45,LaMoure,ND,North Dakota,p37,MROWc
48,289,Leon,TX,Texas,p63,ERCTc
12,43,Glades,FL,Florida,p101,FRCCc
12,57,Hillsborough,FL,Florida,p101,FRCCc
48,351,Newton,TX,Texas,p66,SRMVc
37,133,Onslow,NC,North Carolina,p98,SRVCc
38,83,Sheridan,ND,North Dakota,p37,MROWc
6,17,El Dorado,CA,California,p9,CAMXc
27,127,Redwood,MN,Minnesota,p44,MROWc
31,121,Merrick,NE,Nebraska,p40,MROWc
13,273,Terrell,GA,Georgia,p94,SRSOc
37,19,Brunswick,NC,North Carolina,p98,SRVCc
28,131,Stone,MS,Mississippi,p87,SRMVc
17,81,Jefferson,IL,Illinois,p81,SRMWc
39,65,Hardin,OH,Ohio,p112,RFCWc
47,71,Hardin,TN,Tennessee,p92,SRTVc
28,157,Wilkinson,MS,Mississippi,p87,SRMVc
30,63,Missoula,MT,Montana,p17,NWPPc
26,165,Wexford,MI,Michigan,p103,RFCMc
29,109,Lawrence,MO,Missouri,p55,SPNOc
53,47,Okanogan,WA,Washington,p3,NWPPc
48,477,Washington,TX,Texas,p64,ERCTc
20,139,Osage,KS,Kansas,p53,SPNOc
29,31,Cape Girardeau,MO,Missouri,p72,SRMWc
32,13,Humboldt,NV,Nevada,p12,NWPPc
8,9,Baca,CO,Colorado,p34,RMPAc
8,61,Kiowa,CO,Colorado,p34,RMPAc
12,75,Levy,FL,Florida,p101,FRCCc
30,39,Granite,MT,Montana,p17,NWPPc
47,121,Meigs,TN,Tennessee,p92,SRTVc
30,51,Liberty,MT,Montana,p18,NWPPc
8,125,Yuma,CO,Colorado,p33,RMPAc
39,147,Seneca,OH,Ohio,p112,RFCWc
48,261,Kenedy,TX,Texas,p65,ERCTc
37,177,Tyrrell,NC,North Carolina,p98,SRVCc
21,95,Harlan,KY,Kentucky,p109,SRTVc
31,71,Garfield,NE,Nebraska,p40,MROWc
20,69,Gray,KS,Kansas,p53,SPNOc
41,71,Yamhill,OR,Oregon,p5,NWPPc
6,13,Contra Costa,CA,California,p9,CAMXc
53,33,King,WA,Washington,p1,NWPPc
55,93,Pierce,WI,Wisconsin,p46,MROWc
25,7,Dukes,MA,Massachusetts,p131,NEWEc
48,95,Concho,TX,Texas,p61,ERCTc
37,1,Alamance,NC,North Carolina,p98,SRVCc
54,71,Pendleton,WV,West Virginia,p116,RFCWc
45,9,Bamberg,SC,South Carolina,p96,SRVCc
32,17,Lincoln,NV,Nevada,p12,NWPPc
16,21,Boundary,ID,Idaho,p14,NWPPc
45,61,Lee,SC,South Carolina,p96,SRVCc
17,129,Menard,IL,Illinois,p81,SRMWc
22,99,St. Martin,LA,Louisiana,p58,SRMVc
33,7,Coos,NH,New Hampshire,p130,NEWEc
42,13,Blair,PA,Pennsylvania,p122,RFCEc
24,17,Charles,MD,Maryland,p123,RFCEc
37,45,Cleveland,NC,North Carolina,p97,SRVCc
17,97,Lake,IL,Illinois,p80,RFCWc
26,153,Schoolcraft,MI,Michigan,p103,RFCMc
9,11,New London,CT,Connecticut,p132,NEWEc
45,77,Pickens,SC,South Carolina,p95,SRVCc
1,71,Jackson,AL,Alabama,p89,SRSOc
40,113,Osage,OK,Oklahoma,p51,SPSOc
31,137,Phelps,NE,Nebraska,p40,MROWc
19,47,Crawford,IA,Iowa,p45,MROWc
5,27,Columbia,AR,Arkansas,p85,SRMVc
46,87,McCook,SD,South Dakota,p38,MROWc
46,113,Shannon,SD,South Dakota,p38,MROWc
17,107,Logan,IL,Illinois,p82,SRMWc
28,109,Pearl River,MS,Mississippi,p87,SRMVc
5,67,Jackson,AR,Arkansas,p85,SRMVc
28,31,Covington,MS,Mississippi,p87,SRMVc
17,161,Rock Island,IL,Illinois,p81,SRMWc
48,143,Erath,TX,Texas,p63,ERCTc
19,33,Cerro Gordo,IA,Iowa,p45,MROWc
26,149,St. Joseph,MI,Michigan,p104,RFCMc
17,79,Jasper,IL,Illinois,p83,SRMWc
8,77,Mesa,CO,Colorado,p33,RMPAc
42,17,Bucks,PA,Pennsylvania,p122,RFCEc
40,87,McClain,OK,Oklahoma,p50,SPSOc
24,13,Carroll,MD,Maryland,p123,RFCEc
47,137,Pickett,TN,Tennessee,p92,SRTVc
51,595,Emporia,VA,Virginia,p99,SRVCc
21,143,Lyon,KY,Kentucky,p93,SRTVc
23,27,Waldo,ME,Maine,p134,NEWEc
4,7,Gila,AZ,Arizona,p28,AZNMc
51,830,Williamsburg,VA,Virginia,p99,SRVCc
29,131,Miller,MO,Missouri,p72,SRMWc
29,157,Perry,MO,Missouri,p72,SRMWc
5,73,Lafayette,AR,Arkansas,p85,SRMVc
1,121,Talladega,AL,Alabama,p90,SRSOc
6,73,San Diego,CA,California,p11,CAMXc
46,101,Moody,SD,South Dakota,p38,MROWc
31,3,Antelope,NE,Nebraska,p40,MROWc
38,1,Adams,ND,North Dakota,p36,MROWc
47,53,Gibson,TN,Tennessee,p92,SRTVc
53,25,Grant,WA,Washington,p4,NWPPc
41,3,Benton,OR,Oregon,p5,NWPPc
48,259,Kendall,TX,Texas,p64,ERCTc
19,197,Wright,IA,Iowa,p45,MROWc
19,59,Dickinson,IA,Iowa,p45,MROWc
48,427,Starr,TX,Texas,p65,ERCTc
21,167,Mercer,KY,Kentucky,p109,SRTVc
53,35,Kitsap,WA,Washington,p1,NWPPc
40,85,Love,OK,Oklahoma,p50,SPSOc
32,27,Pershing,NV,Nevada,p12,NWPPc
36,119,Westchester,NY,New York,p127,NYSTc
54,3,Berkeley,WV,West Virginia,p116,RFCWc
40,91,McIntosh,OK,Oklahoma,p50,SPSOc
25,15,Hampshire,MA,Massachusetts,p131,NEWEc
33,5,Cheshire,NH,New Hampshire,p130,NEWEc
48,167,Galveston,TX,Texas,p67,ERCTc
48,449,Titus,TX,Texas,p57,SPSOc
48,365,Panola,TX,Texas,p57,SPSOc
13,135,Gwinnett,GA,Georgia,p94,SRSOc
29,153,Ozark,MO,Missouri,p55,SPNOc
6,67,Sacramento,CA,California,p9,CAMXc
41,53,Polk,OR,Oregon,p5,NWPPc
13,75,Cook,GA,Georgia,p94,SRSOc
4,5,Coconino,AZ,Arizona,p28,AZNMc
31,53,Dodge,NE,Nebraska,p41,MROWc
47,3,Bedford,TN,Tennessee,p92,SRTVc
55,21,Columbia,WI,Wisconsin,p76,MROEc
26,131,Ontonagon,MI,Michigan,p74,MROEc
48,493,Wilson,TX,Texas,p65,ERCTc
6,27,Inyo,CA,California,p10,CAMXc
46,91,Marshall,SD,South Dakota,p38,MROWc
26,157,Tuscola,MI,Michigan,p103,RFCMc
36,103,Suffolk,NY,New York,p128,NYSTc
40,101,Muskogee,OK,Oklahoma,p51,SPSOc
36,55,Monroe,NY,New York,p127,NYSTc
54,53,Mason,WV,West Virginia,p117,RFCWc
37,83,Halifax,NC,North Carolina,p98,SRVCc
55,89,Ozaukee,WI,Wisconsin,p79,RFCWc
38,19,Cavalier,ND,North Dakota,p37,MROWc
22,65,Madison,LA,Louisiana,p86,SRMVc
46,85,Lyman,SD,South Dakota,p38,MROWc
13,57,Cherokee,GA,Georgia,p94,SRSOc
29,149,Oregon,MO,Missouri,p84,SRMWc
13,43,Candler,GA,Georgia,p94,SRSOc
30,53,Lincoln,MT,Montana,p17,NWPPc
27,49,Goodhue,MN,Minnesota,p43,MROWc
13,199,Meriwether,GA,Georgia,p94,SRSOc
29,169,Pulaski,MO,Missouri,p73,SRMWc
19,189,Winnebago,IA,Iowa,p45,MROWc
26,119,Montmorency,MI,Michigan,p103,RFCMc
31,143,Polk,NE,Nebraska,p40,MROWc
38,91,Steele,ND,North Dakota,p37,MROWc
39,73,Hocking,OH,Ohio,p112,RFCWc
27,151,Swift,MN,Minnesota,p43,MROWc
39,67,Harrison,OH,Ohio,p112,RFCWc
51,610,Falls Church,VA,Virginia,p99,SRVCc
18,125,Pike,IN,Indiana,p107,RFCWc
42,99,Perry,PA,Pennsylvania,p122,RFCEc
22,13,Bienville,LA,Louisiana,p58,SRMVc
18,141,St. Joseph,IN,Indiana,p105,RFCWc
40,1,Adair,OK,Oklahoma,p51,SPSOc
55,33,Dunn,WI,Wisconsin,p46,MROWc
17,115,Macon,IL,Illinois,p83,SRMWc
28,155,Webster,MS,Mississippi,p88,SRTVc
29,209,Stone,MO,Missouri,p55,SPNOc
38,85,Sioux,ND,North Dakota,p36,MROWc
46,19,Butte,SD,South Dakota,p32,RMPAc
26,55,Grand Traverse,MI,Michigan,p103,RFCMc
38,101,Ward,ND,North Dakota,p37,MROWc
26,103,Marquette,MI,Michigan,p74,MROEc
1,95,Marshall,AL,Alabama,p89,SRSOc
40,133,Seminole,OK,Oklahoma,p50,SPSOc
48,481,Wharton,TX,Texas,p65,ERCTc
55,47,Green Lake,WI,Wisconsin,p76,MROEc
39,27,Clinton,OH,Ohio,p113,RFCWc
30,3,Big Horn,MT,Montana,p18,NWPPc
16,25,Camas,ID,Idaho,p15,NWPPc
18,61,Harrison,IN,Indiana,p107,RFCWc
13,267,Tattnall,GA,Georgia,p94,SRSOc
27,111,Otter Tail,MN,Minnesota,p43,MROWc
40,19,Carter,OK,Oklahoma,p50,SPSOc
21,137,Lincoln,KY,Kentucky,p109,SRTVc
47,143,Rhea,TN,Tennessee,p92,SRTVc
17,29,Coles,IL,Illinois,p83,SRMWc
18,9,Blackford,IN,Indiana,p105,RFCWc
27,23,Chippewa,MN,Minnesota,p44,MROWc
16,35,Clearwater,ID,Idaho,p15,NWPPc
17,37,DeKalb,IL,Illinois,p80,RFCWc
48,279,Lamb,TX,Texas,p48,SPSOc
48,137,Edwards,TX,Texas,p64,ERCTc
19,145,Page,IA,Iowa,p45,MROWc
13,11,Banks,GA,Georgia,p94,SRSOc
22,17,Caddo,LA,Louisiana,p58,SRMVc
17,15,Carroll,IL,Illinois,p80,RFCWc
48,355,Nueces,TX,Texas,p65,ERCTc
13,139,Hall,GA,Georgia,p94,SRSOc
19,89,Howard,IA,Iowa,p69,MROWc
1,39,Covington,AL,Alabama,p90,SRSOc
56,35,Sublette,WY,Wyoming,p21,NWPPc
48,437,Swisher,TX,Texas,p48,SPSOc
48,53,Burnet,TX,Texas,p64,ERCTc
56,25,Natrona,WY,Wyoming,p24,RMPAc
49,45,Tooele,UT,Utah,p25,NWPPc
37,123,Montgomery,NC,North Carolina,p98,SRVCc
47,167,Tipton,TN,Tennessee,p92,SRTVc
27,61,Itasca,MN,Minnesota,p43,MROWc
18,111,Newton,IN,Indiana,p105,RFCWc
51,750,Radford,VA,Virginia,p118,RFCWc
1,63,Greene,AL,Alabama,p89,SRSOc
27,9,Benton,MN,Minnesota,p43,MROWc
29,119,McDonald,MO,Missouri,p55,SPNOc
18,23,Clinton,IN,Indiana,p105,RFCWc
34,27,Morris,NJ,New Jersey,p126,RFCEc
19,21,Buena Vista,IA,Iowa,p45,MROWc
20,203,Wichita,KS,Kansas,p52,SPNOc
21,53,Clinton,KY,Kentucky,p93,SRTVc
48,455,Trinity,TX,Texas,p66,SRMVc
48,3,Andrews,TX,Texas,p62,ERCTc
42,65,Jefferson,PA,Pennsylvania,p122,RFCEc
27,125,Red Lake,MN,Minnesota,p42,MROWc
27,141,Sherburne,MN,Minnesota,p43,MROWc
35,27,Lincoln,NM,New Mexico,p31,AZNMc
29,55,Crawford,MO,Missouri,p73,SRMWc
29,103,Knox,MO,Missouri,p71,SRMWc
18,151,Steuben,IN,Indiana,p105,RFCWc
31,167,Stanton,NE,Nebraska,p40,MROWc
48,407,San Jacinto,TX,Texas,p66,SRMVc
21,3,Allen,KY,Kentucky,p93,SRTVc
1,51,Elmore,AL,Alabama,p90,SRSOc
18,49,Fulton,IN,Indiana,p105,RFCWc
55,59,Kenosha,WI,Wisconsin,p79,RFCWc
38,87,Slope,ND,North Dakota,p36,MROWc
13,69,Coffee,GA,Georgia,p94,SRSOc
26,67,Ionia,MI,Michigan,p103,RFCMc
48,243,Jeff Davis,TX,Texas,p61,ERCTc
45,7,Anderson,SC,South Carolina,p95,SRVCc
25,9,Essex,MA,Massachusetts,p131,NEWEc
1,33,Colbert,AL,Alabama,p89,SRSOc
48,409,San Patricio,TX,Texas,p65,ERCTc
29,187,St. Francois,MO,Missouri,p72,SRMWc
37,75,Graham,NC,North Carolina,p97,SRVCc
5,149,Yell,AR,Arkansas,p85,SRMVc
20,113,McPherson,KS,Kansas,p53,SPNOc
12,133,Washington,FL,Florida,p91,SRSOc
49,11,Davis,UT,Utah,p25,NWPPc
28,13,Calhoun,MS,Mississippi,p88,SRTVc
37,57,Davidson,NC,North Carolina,p97,SRVCc
37,43,Clay,NC,North Carolina,p97,SRVCc
27,79,Le Sueur,MN,Minnesota,p43,MROWc
39,119,Muskingum,OH,Ohio,p112,RFCWc
48,305,Lynn,TX,Texas,p48,SPSOc
12,19,Clay,FL,Florida,p101,FRCCc
24,31,Montgomery,MD,Maryland,p123,RFCEc
27,107,Norman,MN,Minnesota,p42,MROWc
13,83,Dade,GA,Georgia,p94,SRSOc
26,73,Isabella,MI,Michigan,p103,RFCMc
27,161,Waseca,MN,Minnesota,p68,MROWc
19,121,Madison,IA,Iowa,p70,MROWc
12,1,Alachua,FL,Florida,p101,FRCCc
8,7,Archuleta,CO,Colorado,p34,RMPAc
21,93,Hardin,KY,Kentucky,p109,SRTVc
30,105,Valley,MT,Montana,p19,NWPPc
55,95,Polk,WI,Wisconsin,p46,MROWc
19,71,Fremont,IA,Iowa,p45,MROWc
39,55,Geauga,OH,Ohio,p111,RFCWc
42,31,Clarion,PA,Pennsylvania,p122,RFCEc
39,103,Medina,OH,Ohio,p111,RFCWc
42,109,Snyder,PA,Pennsylvania,p122,RFCEc
26,27,Cass,MI,Michigan,p104,RFCMc
27,97,Morrison,MN,Minnesota,p43,MROWc
37,135,Orange,NC,North Carolina,p98,SRVCc
20,87,Jefferson,KS,Kansas,p53,SPNOc
48,93,Comanche,TX,Texas,p63,ERCTc
1,47,Dallas,AL,Alabama,p90,SRSOc
27,129,Renville,MN,Minnesota,p44,MROWc
28,17,Chickasaw,MS,Mississippi,p88,SRTVc
29,181,Ripley,MO,Missouri,p84,SRMWc
54,35,Jackson,WV,West Virginia,p116,RFCWc
18,129,Posey,IN,Indiana,p107,RFCWc
50,11,Franklin,VT,Vermont,p129,NEWEc
20,91,Johnson,KS,Kansas,p53,SPNOc
47,117,Marshall,TN,Tennessee,p92,SRTVc
48,205,Hartley,TX,Texas,p48,SPSOc
39,169,Wayne,OH,Ohio,p112,RFCWc
47,179,Washington,TN,Tennessee,p92,SRTVc
55,63,La Crosse,WI,Wisconsin,p46,MROWc
5,131,Sebastian,AR,Arkansas,p56,SPSOc
54,25,Greenbrier,WV,West Virginia,p116,RFCWc
19,171,Tama,IA,Iowa,p70,MROWc
29,73,Gasconade,MO,Missouri,p72,SRMWc
18,97,Marion,IN,Indiana,p106,RFCWc
29,67,Douglas,MO,Missouri,p55,SPNOc
31,35,Clay,NE,Nebraska,p40,MROWc
51,700,Newport News,VA,Virginia,p99,SRVCc
41,35,Klamath,OR,Oregon,p6,NWPPc
20,85,Jackson,KS,Kansas,p53,SPNOc
21,205,Rowan,KY,Kentucky,p109,SRTVc
55,39,Fond du Lac,WI,Wisconsin,p76,MROEc
51,133,Northumberland,VA,Virginia,p99,SRVCc
31,25,Cass,NE,Nebraska,p41,MROWc
53,3,Asotin,WA,Washington,p2,NWPPc
19,163,Scott,IA,Iowa,p70,MROWc
41,25,Harney,OR,Oregon,p7,NWPPc
48,465,Val Verde,TX,Texas,p61,ERCTc
45,5,Allendale,SC,South Carolina,p96,SRVCc
51,19,Bedford,VA,Virginia,p118,RFCWc
31,179,Wayne,NE,Nebraska,p40,MROWc
13,45,Carroll,GA,Georgia,p94,SRSOc
18,107,Montgomery,IN,Indiana,p105,RFCWc
51,1,Accomack,VA,Virginia,p124,RFCEc
35,55,Taos,NM,New Mexico,p31,AZNMc
18,161,Union,IN,Indiana,p107,RFCWc
29,27,Callaway,MO,Missouri,p72,SRMWc
31,117,McPherson,NE,Nebraska,p40,MROWc
1,59,Franklin,AL,Alabama,p89,SRSOc
48,105,Crockett,TX,Texas,p61,ERCTc
55,51,Iron,WI,Wisconsin,p46,MROWc
20,101,Lane,KS,Kansas,p52,SPNOc
18,79,Jennings,IN,Indiana,p107,RFCWc
28,159,Winston,MS,Mississippi,p88,SRTVc
51,177,Spotsylvania,VA,Virginia,p99,SRVCc
25,23,Plymouth,MA,Massachusetts,p131,NEWEc
48,295,Lipscomb,TX,Texas,p48,SPSOc
47,35,Cumberland,TN,Tennessee,p92,SRTVc
30,93,Silver Bow,MT,Montana,p17,NWPPc
21,105,Hickman,KY,Kentucky,p93,SRTVc
8,5,Arapahoe,CO,Colorado,p33,RMPAc
47,25,Claiborne,TN,Tennessee,p92,SRTVc
53,53,Pierce,WA,Washington,p1,NWPPc
5,103,Ouachita,AR,Arkansas,p85,SRMVc
55,71,Manitowoc,WI,Wisconsin,p75,MROEc
5,55,Greene,AR,Arkansas,p85,SRMVc
19,95,Iowa,IA,Iowa,p70,MROWc
51,101,King William,VA,Virginia,p99,SRVCc
28,99,Neshoba,MS,Mississippi,p88,SRTVc
27,15,Brown,MN,Minnesota,p68,MROWc
27,37,Dakota,MN,Minnesota,p43,MROWc
8,41,El Paso,CO,Colorado,p34,RMPAc
54,93,Tucker,WV,West Virginia,p116,RFCWc
20,1,Allen,KS,Kansas,p53,SPNOc
17,111,McHenry,IL,Illinois,p80,RFCWc
37,69,Franklin,NC,North Carolina,p98,SRVCc
27,29,Clearwater,MN,Minnesota,p42,MROWc
17,23,Clark,IL,Illinois,p83,SRMWc
48,405,San Augustine,TX,Texas,p66,SRMVc
31,93,Howard,NE,Nebraska,p40,MROWc
39,153,Summit,OH,Ohio,p111,RFCWc
20,177,Shawnee,KS,Kansas,p53,SPNOc
16,53,Jerome,ID,Idaho,p15,NWPPc
12,87,Monroe,FL,Florida,p101,FRCCc
13,321,Worth,GA,Georgia,p94,SRSOc
13,123,Gilmer,GA,Georgia,p94,SRSOc
48,253,Jones,TX,Texas,p60,ERCTc
27,115,Pine,MN,Minnesota,p43,MROWc
22,31,De Soto,LA,Louisiana,p58,SRMVc
22,109,Terrebonne,LA,Louisiana,p58,SRMVc
5,119,Pulaski,AR,Arkansas,p85,SRMVc
12,113,Santa Rosa,FL,Florida,p91,SRSOc
48,353,Nolan,TX,Texas,p60,ERCTc
45,41,Florence,SC,South Carolina,p96,SRVCc
51,91,Highland,VA,Virginia,p99,SRVCc
55,121,Trempealeau,WI,Wisconsin,p46,MROWc
37,139,Pasquotank,NC,North Carolina,p98,SRVCc
20,19,Chautauqua,KS,Kansas,p53,SPNOc
30,35,Glacier,MT,Montana,p18,NWPPc
17,191,Wayne,IL,Illinois,p81,SRMWc
17,151,Pope,IL,Illinois,p81,SRMWc
20,133,Neosho,KS,Kansas,p53,SPNOc
17,49,Effingham,IL,Illinois,p83,SRMWc
51,85,Hanover,VA,Virginia,p99,SRVCc
30,25,Fallon,MT,Montana,p35,MROWc
16,3,Adams,ID,Idaho,p15,NWPPc
47,93,Knox,TN,Tennessee,p92,SRTVc
39,149,Shelby,OH,Ohio,p112,RFCWc
12,101,Pasco,FL,Florida,p101,FRCCc
31,105,Kimball,NE,Nebraska,p39,RMPAc
48,207,Haskell,TX,Texas,p60,ERCTc
48,117,Deaf Smith,TX,Texas,p48,SPSOc
48,179,Gray,TX,Texas,p48,SPSOc
