State FIPS,County FIPS,County,State Abbr,State,ReEDS BA,Cambium GEA
45,55,Kershaw,SC,South Carolina,p96,SRVCc
40,121,Pittsburg,OK,Oklahoma,p50,SPSOc
48,83,Coleman,TX,Texas,p61,ERCTc
36,77,Otsego,NY,New York,p127,NYSTc
13,305,Wayne,GA,Georgia,p94,SRSOc
12,21,Collier,FL,Florida,p101,FRCCc
18,109,Morgan,IN,Indiana,p107,RFCWc
18,31,Decatur,IN,Indiana,p107,RFCWc
50,3,Bennington,VT,Vermont,p129,NEWEc
1,85,Lowndes,AL,Alabama,p90,SRSOc
21,83,Graves,KY,Kentucky,p93,SRTVc
39,5,Ashland,OH,Ohio,p112,RFCWc
12,89,Nassau,FL,Florida,p101,FRCCc
31,123,Morrill,NE,Nebraska,p39,RMPAc
53,11,Clark,WA,Washington,p2,NWPPc
1,91,Marengo,AL,Alabama,p89,SRSOc
17,159,Richland,IL,Illinois,p83,SRMWc
13,243,Randolph,GA,Georgia,p94,SRSOc
35,7,Colfax,NM,New Mexico,p31,AZNMc
27,165,Watonwan,MN,Minnesota,p68,MROWc
5,81,Little River,AR,Arkansas,p85,SRMVc
6,41,Marin,CA,California,p9,CAMXc
16,75,Payette,ID,Idaho,p15,NWPPc
51,145,Powhatan,VA,Virginia,p99,SRVCc
13,93,Dooly,GA,Georgia,p94,SRSOc
51,640,Galax,VA,Virginia,p118,RFCWc
37,167,Stanly,NC,North Carolina,p97,SRVCc
38,95,Towner,ND,North Dakota,p37,MROWc
47,123,Monroe,TN,Tennessee,p92,SRTVc
48,333,Mills,TX,Texas,p63,ERCTc
1,101,Montgomery,AL,Alabama,p90,SRSOc
20,59,Franklin,KS,Kansas,p53,SPNOc
20,197,Wabaunsee,KS,Kansas,p53,SPNOc
16,43,Fremont,ID,Idaho,p16,NWPPc
16,57,Latah,ID,Idaho,p14,NWPPc
26,127,Oceana,MI,Michigan,p103,RFCMc
30,45,Judith Basin,MT,Montana,p20,NWPPc
34,7,Camden,NJ,New Jersey,p126,RFCEc
48,457,Tyler,TX,Texas,p66,SRMVc
22,79,Rapides,LA,Louisiana,p58,SRMVc
42,15,Bradford,PA,Pennsylvania,p122,RFCEc
12,47,Hamilton,FL,Florida,p101,FRCCc
20,201,Washington,KS,Kansas,p53,SPNOc
54,45,Logan,WV,West Virginia,p117,RFCWc
20,145,Pawnee,KS,Kansas,p53,SPNOc
53,75,Whitman,WA,Washington,p3,NWPPc
22,107,Tensas,LA,Louisiana,p86,SRMVc
42,37,Columbia,PA,Pennsylvania,p122,RFCEc
27,155,Traverse,MN,Minnesota,p43,MROWc
37,137,Pamlico,NC,North Carolina,p98,SRVCc
39,173,Wood,OH,Ohio,p111,RFCWc
28,49,Hinds,MS,Mississippi,p87,SRMVc
42,29,Chester,PA,Pennsylvania,p122,RFCEc
13,117,Forsyth,GA,Georgia,p94,SRSOc
26,77,Kalamazoo,MI,Michigan,p104,RFCMc
31,45,Dawes,NE,Nebraska,p39,RMPAc
4,27,Yuma,AZ,Arizona,p28,AZNMc
53,57,Skagit,WA,Washington,p1,NWPPc
1,1,Autauga,AL,Alabama,p90,SRSOc
46,95,Mellette,SD,South Dakota,p38,MROWc
13,179,Liberty,GA,Georgia,p94,SRSOc
41,45,Malheur,OR,Oregon,p7,NWPPc
53,43,Lincoln,WA,Washington,p3,NWPPc
23,7,Franklin,ME,Maine,p134,NEWEc
51,59,Fairfax,VA,Virginia,p99,SRVCc
51,197,Wythe,VA,Virginia,p118,RFCWc
13,207,Monroe,GA,Georgia,p94,SRSOc
6,5,Amador,CA,California,p9,CAMXc
28,151,Washington,MS,Mississippi,p87,SRMVc
22,97,St. Landry,LA,Louisiana,p58,SRMVc
1,133,Winston,AL,Alabama,p89,SRSOc
40,95,Marshall,OK,Oklahoma,p50,SPSOc
17,175,Stark,IL,Illinois,p81,SRMWc
39,41,Delaware,OH,Ohio,p112,RFCWc
32,5,Douglas,NV,Nevada,p12,NWPPc
24,37,St. Mary's,MD,Maryland,p123,RFCEc
42,115,Susquehanna,PA,Pennsylvania,p122,RFCEc
13,35,Butts,GA,Georgia,p94,SRSOc
24,15,Cecil,MD,Maryland,p123,RFCEc
48,251,Johnson,TX,Texas,p63,ERCTc
1,19,Cherokee,AL,Alabama,p90,SRSOc
17,99,LaSalle,IL,Illinois,p80,RFCWc
13,25,Brantley,GA,Georgia,p94,SRSOc
29,185,St. Clair,MO,Missouri,p55,SPNOc
47,45,Dyer,TN,Tennessee,p92,SRTVc
16,11,Bingham,ID,Idaho,p16,NWPPc
13,225,Peach,GA,Georgia,p94,SRSOc
5,7,Benton,AR,Arkansas,p56,SPSOc
12,33,Escambia,FL,Florida,p91,SRSOc
28,111,Perry,MS,Mississippi,p87,SRMVc
24,29,Kent,MD,Maryland,p123,RFCEc
28,23,Clarke,MS,Mississippi,p87,SRMVc
20,189,Stevens,KS,Kansas,p52,SPNOc
29,77,Greene,MO,Missouri,p55,SPNOc
38,71,Ramsey,ND,North Dakota,p37,MROWc
28,61,Jasper,MS,Mississippi,p87,SRMVc
23,5,Cumberland,ME,Maine,p134,NEWEc
51,47,Culpeper,VA,Virginia,p99,SRVCc
6,7,Butte,CA,California,p9,CAMXc
28,9,Benton,MS,Mississippi,p88,SRTVc
40,39,Custer,OK,Oklahoma,p50,SPSOc
47,83,Houston,TN,Tennessee,p92,SRTVc
46,51,Grant,SD,South Dakota,p38,MROWc
17,65,Hamilton,IL,Illinois,p81,SRMWc
34,41,Warren,NJ,New Jersey,p126,RFCEc
39,81,Jefferson,OH,Ohio,p112,RFCWc
40,63,Hughes,OK,Oklahoma,p50,SPSOc
12,59,Holmes,FL,Florida,p91,SRSOc
56,11,Crook,WY,Wyoming,p23,RMPAc
37,3,Alexander,NC,North Carolina,p97,SRVCc
25,13,Hampden,MA,Massachusetts,p131,NEWEc
46,63,Harding,SD,South Dakota,p38,MROWc
5,5,Baxter,AR,Arkansas,p85,SRMVc
20,21,Cherokee,KS,Kansas,p53,SPNOc
48,469,Victoria,TX,Texas,p65,ERCTc
21,123,Larue,KY,Kentucky,p109,SRTVc
31,83,Harlan,NE,Nebraska,p40,MROWc
35,41,Roosevelt,NM,New Mexico,p47,SPSOc
46,39,Deuel,SD,South Dakota,p38,MROWc
16,69,Nez Perce,ID,Idaho,p14,NWPPc
18,155,Switzerland,IN,Indiana,p107,RFCWc
25,17,Middlesex,MA,Massachusetts,p131,NEWEc
40,51,Grady,OK,Oklahoma,p50,SPSOc
48,321,Matagorda,TX,Texas,p65,ERCTc
28,125,Sharkey,MS,Mississippi,p87,SRMVc
37,53,Currituck,NC,North Carolina,p98,SRVCc
13,253,Seminole,GA,Georgia,p94,SRSOc
48,123,DeWitt,TX,Texas,p64,ERCTc
17,147,Piatt,IL,Illinois,p83,SRMWc
32,7,Elko,NV,Nevada,p12,NWPPc
54,83,Randolph,WV,West Virginia,p116,RFCWc
28,141,Tishomingo,MS,Mississippi,p88,SRTVc
20,89,Jewell,KS,Kansas,p53,SPNOc
51,33,Caroline,VA,Virginia,p99,SRVCc
48,423,Smith,TX,Texas,p63,ERCTc
33,17,Strafford,NH,New Hampshire,p130,NEWEc
51,680,Lynchburg,VA,Virginia,p118,RFCWc
13,245,Richmond,GA,Georgia,p94,SRSOc
13,33,Burke,GA,Georgia,p94,SRSOc
5,29,Conway,AR,Arkansas,p85,SRMVc
44,7,Providence,RI,Rhode Island,p133,NEWEc
20,205,Wilson,KS,Kansas,p53,SPNOc
21,85,Grayson,KY,Kentucky,p108,SRTVc
29,125,Maries,MO,Missouri,p72,SRMWc
37,171,Surry,NC,North Carolina,p97,SRVCc
48,91,Comal,TX,Texas,p64,ERCTc
29,141,Morgan,MO,Missouri,p72,SRMWc
13,211,Morgan,GA,Georgia,p94,SRSOc
27,55,Houston,MN,Minnesota,p68,MROWc
27,103,Nicollet,MN,Minnesota,p68,MROWc
22,41,Franklin,LA,Louisiana,p86,SRMVc
4,13,Maricopa,AZ,Arizona,p28,AZNMc
5,15,Carroll,AR,Arkansas,p56,SPSOc
39,97,Madison,OH,Ohio,p113,RFCWc
1,83,Limestone,AL,Alabama,p89,SRSOc
26,111,Midland,MI,Michigan,p103,RFCMc
39,129,Pickaway,OH,Ohio,p112,RFCWc
12,35,Flagler,FL,Florida,p101,FRCCc
37,163,Sampson,NC,North Carolina,p98,SRVCc
5,37,Cross,AR,Arkansas,p85,SRMVc
48,85,Collin,TX,Texas,p63,ERCTc
45,31,Darlington,SC,South Carolina,p96,SRVCc
21,91,Hancock,KY,Kentucky,p108,SRTVc
26,23,Branch,MI,Michigan,p103,RFCMc
18,169,Wabash,IN,Indiana,p105,RFCWc
55,11,Buffalo,WI,Wisconsin,p46,MROWc
48,233,Hutchinson,TX,Texas,p48,SPSOc
48,101,Cottle,TX,Texas,p60,ERCTc
20,105,Lincoln,KS,Kansas,p53,SPNOc
23,29,Washington,ME,Maine,p134,NEWEc
33,13,Merrimack,NH,New Hampshire,p130,NEWEc
12,117,Seminole,FL,Florida,p101,FRCCc
42,7,Beaver,PA,Pennsylvania,p115,RFCWc
5,115,Pope,AR,Arkansas,p85,SRMVc
26,49,Genesee,MI,Michigan,p103,RFCMc
21,233,Webster,KY,Kentucky,p108,SRTVc
28,77,Lawrence,MS,Mississippi,p87,SRMVc
29,61,Daviess,MO,Missouri,p54,SPNOc
21,101,Henderson,KY,Kentucky,p108,SRTVc
23,15,Lincoln,ME,Maine,p134,NEWEc
39,79,Jackson,OH,Ohio,p112,RFCWc
27,119,Polk,MN,Minnesota,p42,MROWc
29,9,Barry,MO,Missouri,p55,SPNOc
30,87,Rosebud,MT,Montana,p20,NWPPc
39,107,Mercer,OH,Ohio,p112,RFCWc
8,31,Denver,CO,Colorado,p33,RMPAc
13,47,Catoosa,GA,Georgia,p94,SRSOc
4,17,Navajo,AZ,Arizona,p28,AZNMc
39,161,Van Wert,OH,Ohio,p112,RFCWc
8,109,Saguache,CO,Colorado,p34,RMPAc
26,151,Sanilac,MI,Michigan,p103,RFCMc
48,113,Dallas,TX,Texas,p63,ERCTc
30,91,Sheridan,MT,Montana,p35,MROWc
32,29,Storey,NV,Nevada,p12,NWPPc
54,19,Fayette,WV,West Virginia,p117,RFCWc
47,1,Anderson,TN,Tennessee,p92,SRTVc
29,111,Lewis,MO,Missouri,p71,SRMWc
38,53,McKenzie,ND,North Dakota,p36,MROWc
18,119,Owen,IN,Indiana,p107,RFCWc
29,23,Butler,MO,Missouri,p84,SRMWc
6,115,Yuba,CA,California,p9,CAMXc
19,75,Grundy,IA,Iowa,p69,MROWc
41,19,Douglas,OR,Oregon,p6,NWPPc
21,113,Jessamine,KY,Kentucky,p109,SRTVc
32,15,Lander,NV,Nevada,p12,NWPPc
44,5,Newport,RI,Rhode Island,p133,NEWEc
19,43,Clayton,IA,Iowa,p69,MROWc
19,57,Des Moines,IA,Iowa,p70,MROWc
31,19,Buffalo,NE,Nebraska,p40,MROWc
51,25,Brunswick,VA,Virginia,p99,SRVCc
30,85,Roosevelt,MT,Montana,p35,MROWc
47,177,Warren,TN,Tennessee,p92,SRTVc
26,125,Oakland,MI,Michigan,p103,RFCMc
31,133,Pawnee,NE,Nebraska,p41,MROWc
25,27,Worcester,MA,Massachusetts,p131,NEWEc
49,51,Wasatch,UT,Utah,p26,NWPPc
26,141,Presque Isle,MI,Michigan,p103,RFCMc
51,35,Carroll,VA,Virginia,p118,RFCWc
37,121,Mitchell,NC,North Carolina,p97,SRVCc
55,139,Winnebago,WI,Wisconsin,p76,MROEc
24,5,Baltimore,MD,Maryland,p123,RFCEc
29,49,Clinton,MO,Missouri,p54,SPNOc
22,81,Red River,LA,Louisiana,p58,SRMVc
26,61,Houghton,MI,Michigan,p74,MROEc
55,69,Lincoln,WI,Wisconsin,p75,MROEc
49,39,Sanpete,UT,Utah,p25,NWPPc
27,169,Winona,MN,Minnesota,p43,MROWc
26,9,Antrim,MI,Michigan,p103,RFCMc
13,197,Marion,GA,Georgia,p94,SRSOc
13,59,Clarke,GA,Georgia,p94,SRSOc
6,37,Los Angeles,CA,California,p10,CAMXc
18,103,Miami,IN,Indiana,p105,RFCWc
51,117,Mecklenburg,VA,Virginia,p99,SRVCc
6,15,Del Norte,CA,California,p9,CAMXc
21,87,Green,KY,Kentucky,p109,SRTVc
30,101,Toole,MT,Montana,p18,NWPPc
18,55,Greene,IN,Indiana,p107,RFCWc
1,45,Dale,AL,Alabama,p90,SRSOc
41,1,Baker,OR,Oregon,p7,NWPPc
48,341,Moore,TX,Texas,p48,SPSOc
51,179,Stafford,VA,Virginia,p99,SRVCc
29,151,Osage,MO,Missouri,p72,SRMWc
48,311,McMullen,TX,Texas,p65,ERCTc
31,1,Adams,NE,Nebraska,p40,MROWc
38,3,Barnes,ND,North Dakota,p37,MROWc
29,223,Wayne,MO,Missouri,p84,SRMWc
37,71,Gaston,NC,North Carolina,p97,SRVCc
40,143,Tulsa,OK,Oklahoma,p51,SPSOc
19,135,Monroe,IA,Iowa,p70,MROWc
47,19,Carter,TN,Tennessee,p92,SRTVc
42,5,Armstrong,PA,Pennsylvania,p115,RFCWc
48,87,Collingsworth,TX,Texas,p48,SPSOc
20,93,Kearny,KS,Kansas,p52,SPNOc
6,29,Kern,CA,California,p10,CAMXc
47,133,Overton,TN,Tennessee,p92,SRTVc
31,177,Washington,NE,Nebraska,p41,MROWc
54,1,Barbour,WV,West Virginia,p116,RFCWc
20,179,Sheridan,KS,Kansas,p52,SPNOc
42,41,Cumberland,PA,Pennsylvania,p122,RFCEc
39,115,Morgan,OH,Ohio,p112,RFCWc
13,249,Schley,GA,Georgia,p94,SRSOc
48,413,Schleicher,TX,Texas,p61,ERCTc
5,79,Lincoln,AR,Arkansas,p85,SRMVc
20,117,Marshall,KS,Kansas,p53,SPNOc
47,91,Johnson,TN,Tennessee,p92,SRTVc
46,3,Aurora,SD,South Dakota,p38,MROWc
17,67,Hancock,IL,Illinois,p81,SRMWc
31,101,Keith,NE,Nebraska,p39,RMPAc
5,107,Phillips,AR,Arkansas,p85,SRMVc
20,207,Woodson,KS,Kansas,p53,SPNOc
30,1,Beaverhead,MT,Montana,p17,NWPPc
12,105,Polk,FL,Florida,p101,FRCCc
13,201,Miller,GA,Georgia,p94,SRSOc
47,85,Humphreys,TN,Tennessee,p92,SRTVc
19,11,Benton,IA,Iowa,p70,MROWc
13,145,Harris,GA,Georgia,p94,SRSOc
17,73,Henry,IL,Illinois,p81,SRMWc
51,93,Isle of Wight,VA,Virginia,p99,SRVCc
37,51,Cumberland,NC,North Carolina,p98,SRVCc
54,101,Webster,WV,West Virginia,p116,RFCWc
40,53,Grant,OK,Oklahoma,p50,SPSOc
27,149,Stevens,MN,Minnesota,p43,MROWc
51,685,Manassas Park,VA,Virginia,p99,SRVCc
18,131,Pulaski,IN,Indiana,p105,RFCWc
31,91,Hooker,NE,Nebraska,p40,MROWc
18,157,Tippecanoe,IN,Indiana,p105,RFCWc
37,39,Cherokee,NC,North Carolina,p97,SRVCc
39,15,Brown,OH,Ohio,p114,RFCWc
54,85,Ritchie,WV,West Virginia,p116,RFCWc
5,97,Montgomery,AR,Arkansas,p56,SPSOc
24,41,Talbot,MD,Maryland,p123,RFCEc
39,37,Darke,OH,Ohio,p112,RFCWc
5,129,Searcy,AR,Arkansas,p56,SPSOc
13,189,McDuffie,GA,Georgia,p94,SRSOc
13,319,Wilkinson,GA,Georgia,p94,SRSOc
48,463,Uvalde,TX,Texas,p65,ERCTc
46,53,Gregory,SD,South Dakota,p38,MROWc
1,123,Tallapoosa,AL,Alabama,p90,SRSOc
47,101,Lewis,TN,Tennessee,p92,SRTVc
30,19,Daniels,MT,Montana,p35,MROWc
54,91,Taylor,WV,West Virginia,p116,RFCWc
36,61,New York,NY,New York,p127,NYSTc
51,630,Fredericksburg,VA,Virginia,p99,SRVCc
20,35,Cowley,KS,Kansas,p53,SPNOc
36,9,Cattaraugus,NY,New York,p127,NYSTc
37,63,Durham,NC,North Carolina,p98,SRVCc
39,29,Columbiana,OH,Ohio,p111,RFCWc
31,85,Hayes,NE,Nebraska,p40,MROWc
20,25,Clark,KS,Kansas,p53,SPNOc
40,3,Alfalfa,OK,Oklahoma,p50,SPSOc
17,27,Clinton,IL,Illinois,p81,SRMWc
27,153,Todd,MN,Minnesota,p43,MROWc
22,7,Assumption,LA,Louisiana,p58,SRMVc
21,177,Muhlenberg,KY,Kentucky,p108,SRTVc
37,95,Hyde,NC,North Carolina,p98,SRVCc
48,1,Anderson,TX,Texas,p63,ERCTc
54,87,Roane,WV,West Virginia,p116,RFCWc
18,153,Sullivan,IN,Indiana,p107,RFCWc
55,135,Waupaca,WI,Wisconsin,p76,MROEc
34,29,Ocean,NJ,New Jersey,p126,RFCEc
51,105,Lee,VA,Virginia,p118,RFCWc
47,113,Madison,TN,Tennessee,p92,SRTVc
36,111,Ulster,NY,New York,p127,NYSTc
36,23,Cortland,NY,New York,p127,NYSTc
13,263,Talbot,GA,Georgia,p94,SRSOc
19,69,Franklin,IA,Iowa,p45,MROWc
12,93,Okeechobee,FL,Florida,p101,FRCCc
17,187,Warren,IL,Illinois,p81,SRMWc
48,177,Gonzales,TX,Texas,p64,ERCTc
21,1,Adair,KY,Kentucky,p109,SRTVc
31,87,Hitchcock,NE,Nebraska,p40,MROWc
34,15,Gloucester,NJ,New Jersey,p126,RFCEc
28,127,Simpson,MS,Mississippi,p87,SRMVc
48,445,Terry,TX,Texas,p48,SPSOc
27,131,Rice,MN,Minnesota,p43,MROWc
6,97,Sonoma,CA,California,p9,CAMXc
46,137,Ziebach,SD,South Dakota,p38,MROWc
34,37,Sussex,NJ,New Jersey,p126,RFCEc
27,157,Wabasha,MN,Minnesota,p43,MROWc
55,57,Juneau,WI,Wisconsin,p76,MROEc
35,29,Luna,NM,New Mexico,p31,AZNMc
55,43,Grant,WI,Wisconsin,p77,MROWc
36,49,Lewis,NY,New York,p127,NYSTc
17,181,Union,IL,Illinois,p81,SRMWc
29,510,St. Louis,MO,Missouri,p72,SRMWc
22,5,Ascension,LA,Louisiana,p58,SRMVc
18,149,Starke,IN,Indiana,p105,RFCWc
21,133,Letcher,KY,Kentucky,p110,RFCWc
13,89,DeKalb,GA,Georgia,p94,SRSOc
19,139,Muscatine,IA,Iowa,p70,MROWc
31,113,Logan,NE,Nebraska,p40,MROWc
21,19,Boyd,KY,Kentucky,p110,RFCWc
40,137,Stephens,OK,Oklahoma,p50,SPSOc
42,81,Lycoming,PA,Pennsylvania,p122,RFCEc
35,15,Eddy,NM,New Mexico,p47,SPSOc
47,87,Jackson,TN,Tennessee,p92,SRTVc
29,227,Worth,MO,Missouri,p54,SPNOc
6,107,Tulare,CA,California,p10,CAMXc
13,21,Bibb,GA,Georgia,p94,SRSOc
48,133,Eastland,TX,Texas,p63,ERCTc
6,79,San Luis Obispo,CA,California,p9,CAMXc
35,37,Quay,NM,New Mexico,p47,SPSOc
55,75,Marinette,WI,Wisconsin,p75,MROEc
48,19,Bandera,TX,Texas,p64,ERCTc
32,9,Esmeralda,NV,Nevada,p12,NWPPc
45,17,Calhoun,SC,South Carolina,p96,SRVCc
37,59,Davie,NC,North Carolina,p97,SRVCc
37,197,Yadkin,NC,North Carolina,p97,SRVCc
46,105,Perkins,SD,South Dakota,p38,MROWc
50,21,Rutland,VT,Vermont,p129,NEWEc
17,119,Madison,IL,Illinois,p81,SRMWc
12,3,Baker,FL,Florida,p101,FRCCc
8,13,Boulder,CO,Colorado,p33,RMPAc
5,49,Fulton,AR,Arkansas,p85,SRMVc
26,115,Monroe,MI,Michigan,p103,RFCMc
20,167,Russell,KS,Kansas,p53,SPNOc
51,137,Orange,VA,Virginia,p99,SRVCc
13,217,Newton,GA,Georgia,p94,SRSOc
23,23,Sagadahoc,ME,Maine,p134,NEWEc
13,71,Colquitt,GA,Georgia,p94,SRSOc
26,29,Charlevoix,MI,Michigan,p103,RFCMc
8,17,Cheyenne,CO,Colorado,p34,RMPAc
42,77,Lehigh,PA,Pennsylvania,p122,RFCEc
48,285,Lavaca,TX,Texas,p64,ERCTc
17,55,Franklin,IL,Illinois,p81,SRMWc
12,53,Hernando,FL,Florida,p101,FRCCc
16,87,Washington,ID,Idaho,p15,NWPPc
17,103,Lee,IL,Illinois,p80,RFCWc
48,237,Jack,TX,Texas,p63,ERCTc
45,13,Beaufort,SC,South Carolina,p96,SRVCc
13,121,Fulton,GA,Georgia,p94,SRSOc
19,83,Hardin,IA,Iowa,p70,MROWc
26,15,Barry,MI,Michigan,p103,RFCMc
26,37,Clinton,MI,Michigan,p103,RFCMc
6,9,Calaveras,CA,California,p9,CAMXc
28,7,Attala,MS,Mississippi,p87,SRMVc
5,111,Poinsett,AR,Arkansas,p85,SRMVc
21,237,Wolfe,KY,Kentucky,p109,SRTVc
48,299,Llano,TX,Texas,p64,ERCTc
6,61,Placer,CA,California,p9,CAMXc
40,105,Nowata,OK,Oklahoma,p51,SPSOc
55,123,Vernon,WI,Wisconsin,p77,MROWc
5,23,Cleburne,AR,Arkansas,p56,SPSOc
5,61,Howard,AR,Arkansas,p56,SPSOc
6,23,Humboldt,CA,California,p9,CAMXc
29,115,Linn,MO,Missouri,p54,SPNOc
5,9,Boone,AR,Arkansas,p56,SPSOc
48,377,Presidio,TX,Texas,p61,ERCTc
6,111,Ventura,CA,California,p10,CAMXc
51,3,Albemarle,VA,Virginia,p99,SRVCc
16,85,Valley,ID,Idaho,p15,NWPPc
48,447,Throckmorton,TX,Texas,p63,ERCTc
19,45,Clinton,IA,Iowa,p70,MROWc
53,19,Ferry,WA,Washington,p3,NWPPc
22,127,Winn,LA,Louisiana,p58,SRMVc
13,317,Wilkes,GA,Georgia,p94,SRSOc
46,93,Meade,SD,South Dakota,p38,MROWc
36,97,Schuyler,NY,New York,p127,NYSTc
37,47,Columbus,NC,North Carolina,p98,SRVCc
49,21,Iron,UT,Utah,p25,NWPPc
17,169,Schuyler,IL,Illinois,p81,SRMWc
28,5,Amite,MS,Mississippi,p87,SRMVc
40,93,Major,OK,Oklahoma,p50,SPSOc
13,171,Lamar,GA,Georgia,p94,SRSOc
23,9,Hancock,ME,Maine,p134,NEWEc
51,590,Danville,VA,Virginia,p99,SRVCc
29,15,Benton,MO,Missouri,p55,SPNOc
20,143,Ottawa,KS,Kansas,p53,SPNOc
29,37,Cass,MO,Missouri,p54,SPNOc
37,33,Caswell,NC,North Carolina,p98,SRVCc
48,395,Robertson,TX,Texas,p63,ERCTc
51,53,Dinwiddie,VA,Virginia,p99,SRVCc
29,219,Warren,MO,Missouri,p72,SRMWc
1,75,Lamar,AL,Alabama,p89,SRSOc
6,49,Modoc,CA,California,p8,NWPPc
1,43,Cullman,AL,Alabama,p89,SRSOc
53,1,Adams,WA,Washington,p3,NWPPc
1,57,Fayette,AL,Alabama,p89,SRSOc
38,25,Dunn,ND,North Dakota,p36,MROWc
13,163,Jefferson,GA,Georgia,p94,SRSOc
29,29,Camden,MO,Missouri,p84,SRMWc
48,387,Red River,TX,Texas,p63,ERCTc
36,79,Putnam,NY,New York,p127,NYSTc
5,125,Saline,AR,Arkansas,p85,SRMVc
38,35,Grand Forks,ND,North Dakota,p37,MROWc
32,23,Nye,NV,Nevada,p12,NWPPc
36,107,Tioga,NY,New York,p127,NYSTc
5,141,Van Buren,AR,Arkansas,p56,SPSOc
20,53,Ellsworth,KS,Kansas,p53,SPNOc
21,203,Rockcastle,KY,Kentucky,p109,SRTVc
27,27,Clay,MN,Minnesota,p42,MROWc
34,9,Cape May,NJ,New Jersey,p126,RFCEc
37,89,Henderson,NC,North Carolina,p97,SRVCc
17,153,Pulaski,IL,Illinois,p81,SRMWc
26,97,Mackinac,MI,Michigan,p103,RFCMc
55,83,Oconto,WI,Wisconsin,p75,MROEc
51,143,Pittsylvania,VA,Virginia,p99,SRVCc
39,111,Monroe,OH,Ohio,p112,RFCWc
26,129,Ogemaw,MI,Michigan,p103,RFCMc
39,23,Clark,OH,Ohio,p113,RFCWc
19,123,Mahaska,IA,Iowa,p70,MROWc
16,1,Ada,ID,Idaho,p15,NWPPc
48,273,Kleberg,TX,Texas,p65,ERCTc
48,203,Harrison,TX,Texas,p57,SPSOc
49,47,Uintah,UT,Utah,p26,NWPPc
51,820,Waynesboro,VA,Virginia,p99,SRVCc
46,25,Clark,SD,South Dakota,p38,MROWc
28,41,Greene,MS,Mississippi,p87,SRMVc
37,21,Buncombe,NC,North Carolina,p97,SRVCc
51,730,Petersburg,VA,Virginia,p99,SRVCc
13,289,Twiggs,GA,Georgia,p94,SRSOc
8,99,Prowers,CO,Colorado,p34,RMPAc
40,117,Pawnee,OK,Oklahoma,p50,SPSOc
46,35,Davison,SD,South Dakota,p38,MROWc
18,181,White,IN,Indiana,p105,RFCWc
40,25,Cimarron,OK,Oklahoma,p49,SPSOc
39,49,Franklin,OH,Ohio,p112,RFCWc
35,9,Curry,NM,New Mexico,p47,SPSOc
26,79,Kalkaska,MI,Michigan,p103,RFCMc
17,149,Pike,IL,Illinois,p81,SRMWc
35,61,Valencia,NM,New Mexico,p31,AZNMc
20,3,Anderson,KS,Kansas,p53,SPNOc
46,117,Stanley,SD,South Dakota,p38,MROWc
49,33,Rich,UT,Utah,p26,NWPPc
51,580,Covington,VA,Virginia,p99,SRVCc
26,107,Mecosta,MI,Michigan,p103,RFCMc
40,35,Craig,OK,Oklahoma,p51,SPSOc
27,73,Lac qui Parle,MN,Minnesota,p44,MROWc
13,95,Dougherty,GA,Georgia,p94,SRSOc
16,19,Bonneville,ID,Idaho,p16,NWPPc
51,810,Virginia Beach,VA,Virginia,p99,SRVCc
39,151,Stark,OH,Ohio,p111,RFCWc
26,161,Washtenaw,MI,Michigan,p103,RFCMc
38,93,Stutsman,ND,North Dakota,p37,MROWc
27,67,Kandiyohi,MN,Minnesota,p43,MROWc
48,479,Webb,TX,Texas,p65,ERCTc
1,11,Bullock,AL,Alabama,p90,SRSOc
22,77,Pointe Coupee,LA,Louisiana,p58,SRMVc
13,261,Sumter,GA,Georgia,p94,SRSOc
36,115,Washington,NY,New York,p127,NYSTc
45,65,McCormick,SC,South Carolina,p96,SRVCc
42,127,Wayne,PA,Pennsylvania,p122,RFCEc
37,189,Watauga,NC,North Carolina,p97,SRVCc
56,19,Johnson,WY,Wyoming,p22,RMPAc
48,433,Stonewall,TX,Texas,p60,ERCTc
13,39,Camden,GA,Georgia,p94,SRSOc
39,125,Paulding,OH,Ohio,p112,RFCWc
18,67,Howard,IN,Indiana,p105,RFCWc
39,141,Ross,OH,Ohio,p112,RFCWc
29,97,Jasper,MO,Missouri,p55,SPNOc
32,510,Carson City,NV,Nevada,p12,NWPPc
18,73,Jasper,IN,Indiana,p105,RFCWc
29,129,Mercer,MO,Missouri,p54,SPNOc
35,23,Hidalgo,NM,New Mexico,p31,AZNMc
13,63,Clayton,GA,Georgia,p94,SRSOc
13,303,Washington,GA,Georgia,p94,SRSOc
48,231,Hunt,TX,Texas,p63,ERCTc
8,65,Lake,CO,Colorado,p33,RMPAc
17,131,Mercer,IL,Illinois,p81,SRMWc
36,15,Chemung,NY,New York,p127,NYSTc
28,81,Lee,MS,Mississippi,p88,SRTVc
17,157,Randolph,IL,Illinois,p81,SRMWc
36,37,Genesee,NY,New York,p127,NYSTc
38,105,Williams,ND,North Dakota,p36,MROWc
21,231,Wayne,KY,Kentucky,p93,SRTVc
1,69,Houston,AL,Alabama,p90,SRSOc
39,61,Hamilton,OH,Ohio,p114,RFCWc
20,137,Norton,KS,Kansas,p52,SPNOc
35,49,Santa Fe,NM,New Mexico,p31,AZNMc
29,79,Grundy,MO,Missouri,p54,SPNOc
36,29,Erie,NY,New York,p127,NYSTc
13,51,Chatham,GA,Georgia,p94,SRSOc
