Year,Source,Fuel,ModelYr,TotalEnergy
2025,21,1,2025,3.20579E+17
2025,21,2,1995,9.34797E+13
2025,21,2,1996,2.58345E+13
2025,21,2,1997,2.53296E+13
2025,21,2,1998,4.08912E+13
2025,21,2,1999,6.8462E+13
2025,21,2,2000,1.19394E+14
2025,21,2,2001,9.06491E+13
2025,21,2,2002,2.19637E+14
2025,21,2,2003,2.38934E+14
2025,21,2,2004,1.98846E+14
2025,21,2,2005,3.03217E+14
2025,21,2,2006,4.74968E+14
2025,21,2,2007,9.47361E+13
2025,21,2,2008,9.66433E+13
2025,21,2,2009,2.56394E+15
2025,21,2,2010,1.97102E+15
2025,21,2,2011,1.3676E+15
2025,21,2,2012,2.54943E+15
2025,21,2,2013,2.73513E+15
2025,21,2,2014,5.02586E+15
2025,21,2,2015,4.24961E+15
2025,21,2,2016,2.81842E+14
2025,21,2,2017,5.91617E+13
2025,21,2,2018,2.43284E+14
2025,21,2,2019,6.4748E+13
2025,21,2,2020,3.62278E+12
2025,21,2,2021,4.7007E+12
2025,21,2,2022,4.56271E+12
2025,21,2,2023,4.44148E+12
2025,21,2,2024,4.47598E+12
2025,21,2,2025,4.57392E+12
2025,21,5,1995,1.28644E+11
2025,21,5,1996,1.56551E+11
