Region,State,Plant,ORSPL,Unit,Full Name,County,ORSPL|Unit|Region,Generation,Heat Input,PM2.5,VOCs,NH3
Central,OK,McClain Energy Facility,55457,CT1,McClain Energy Facility CT1,McClain County,55457|CT1|Central,723623.79,7871701.336,0.006393446,0.002029999,0.00636
Central,OK,McClain Energy Facility,55457,CT2,McClain Energy Facility CT2,McClain County,55457|CT2|Central,717826.15,7693694.172,0.006393446,0.00203,0.00636
Central,OK,Redbud Power Plant,55463,CT-01,Redbud Power Plant CT-01,Oklahoma County,55463|CT-01|Central,1115663.05,8275405.185,0.002623047,0.000861735,0.000104883
Central,OK,Redbud Power Plant,55463,CT-02,Redbud Power Plant CT-02,Oklahoma County,55463|CT-02|Central,1049656.94,7779940.272,0.004010666,0.000900107,6.54E-05
Central,OK,Redbud Power Plant,55463,CT-03,Redbud Power Plant CT-03,Oklahoma County,55463|CT-03|Central,1059346.37,7907365.404,0.002218016,0.001079212,0.000125246
Central,OK,Redbud Power Plant,55463,CT-04,Redbud Power Plant CT-04,Oklahoma County,55463|CT-04|Central,1210694.3,9021042.65,0.003331822,0.00080916,0.000100068
Central,OK,Spring Creek Power Plant,55651,CT-01,Spring Creek Power Plant CT-01,Logan County,55651|CT-01|Central,14187.39,190900.763,0.00028135,0.002998507,0.006576566
Central,OK,Spring Creek Power Plant,55651,CT-02,Spring Creek Power Plant CT-02,Logan County,55651|CT-02|Central,13873.54,187435.237,0.000179707,0.002998507,0.006576566
Central,OK,Spring Creek Power Plant,55651,CT-03,Spring Creek Power Plant CT-03,Logan County,55651|CT-03|Central,15088.85,199639.04,0.000279911,0.002998507,0.006576566
Central,OK,Spring Creek Power Plant,55651,CT-04,Spring Creek Power Plant CT-04,Logan County,55651|CT-04|Central,16138.57,217702.876,6.87E-05,0.002998507,0.006576566
Central,OK,Charles D Lamb Energy Center,58325,1,Charles D Lamb Energy Center 1,Kay County,58325|1|Central,118544.36,1479696.819,0.007622007,0.002998507,0.006576566
Central,OK,Tinker,63628,5A-1,Tinker 5A-1,Oklahoma County,63628|5A-1|Central,234.44,4695.2,0.006393446,0.001721797,0.003800189
Central,OK,Tinker,63628,5A-2,Tinker 5A-2,Oklahoma County,63628|5A-2|Central,237.17,4898,0.006393446,0.001721797,0.003800189
Central,OK,Tinker,63628,5B-1,Tinker 5B-1,Oklahoma County,63628|5B-1|Central,264.39,4980.3,0.006393446,0.001721797,0.003800189
Central,OK,Tinker,63628,5B-2,Tinker 5B-2,Oklahoma County,63628|5B-2|Central,268.1,5297.8,0.006393446,0.001721797,0.003800189
Central,SD,Aberdeen Generating Station,3338,2A,Aberdeen Generating Station 2A,Brown County,3338|2A|Central,24247.7,280996.8,0.007622007,0.002998507,0.006576566
Central,SD,Aberdeen Generating Station,3338,2B,Aberdeen Generating Station 2B,Brown County,3338|2B|Central,27354.34,315672.3,0.007622007,0.002998507,0.006576566
Central,SD,Huron,3344,**2A,Huron **2A,Beadle County,3344|**2A|Central,0,0,0.007622007,0.002998507,0.006576566
Central,SD,Huron,3344,**2B,Huron **2B,Beadle County,3344|**2B|Central,0,0,0.007622007,0.002998507,0.006576566
Central,SD,Groton Generating Station,56238,CT001,Groton Generating Station CT001,Brown County,56238|CT001|Central,105554.68,1078520.53,0.005015763,0.000876882,0.006576566
Central,SD,Groton Generating Station,56238,CT002,Groton Generating Station CT002,Brown County,56238|CT002|Central,87177.05,722619.078,0.006516854,0.001930531,0.006576566
Central,SD,Deer Creek Station,56610,1,Deer Creek Station 01,Brown County,56610|01|Central,603306.08,4849460.633,0.001042057,0.001408495,0.003800189
Central,TX,Oklaunion Power Station,127,1,Oklaunion Power Station 1,Wilbarger County,127|1|Central,0,0,0.003588103,0.00040514,0.001283431
Central,TX,Knox Lee Power Plant,3476,2,Knox Lee Power Plant 2,Gregg County,3476|2|Central,0,0,0.006735141,0.006735141,0.003129957
Central,TX,Knox Lee Power Plant,3476,3,Knox Lee Power Plant 3,Gregg County,3476|3|Central,0,0,0.009103116,0.004551558,0.003130027
Central,TX,Knox Lee Power Plant,3476,4,Knox Lee Power Plant 4,Gregg County,3476|4|Central,0,0,0,0,0
Central,TX,Knox Lee Power Plant,3476,5,Knox Lee Power Plant 5,Gregg County,3476|5|Central,197759.33,2116371.699,0.007419907,0.005436368,0.00313
Central,TX,Lone Star Power Plant,3477,1,Lone Star Power Plant 1,Morris County,3477|1|Central,0,0,0.007425306,0.005355958,0.00308022
Central,TX,Wilkes Power Plant,3478,1,Wilkes Power Plant 1,Marion County,3478|1|Central,223519.37,2567873.264,0.007452274,0.005395998,0.00313
Central,TX,Wilkes Power Plant,3478,2,Wilkes Power Plant 2,Marion County,3478|2|Central,335097.28,3766609.696,0.007454761,0.005397072,0.00313
Central,TX,Wilkes Power Plant,3478,3,Wilkes Power Plant 3,Marion County,3478|3|Central,392508.68,3989933.169,0.007454044,0.00538999,0.00313
Central,TX,Jones Station,3482,151B,Jones Station 151B,Lubbock County,3482|151B|Central,242110.58,2553840.71,0.007504655,0.005430955,0.00313
Central,TX,Jones Station,3482,152B,Jones Station 152B,Lubbock County,3482|152B|Central,450766.88,4873632.924,0.007504618,0.00543095,0.00313
Central,TX,Jones Station,3482,153T,Jones Station 153T,Lubbock County,3482|153T|Central,315137.14,3338107.43,0.002599981,0.00019999,0.006576566
Central,TX,Jones Station,3482,154T,Jones Station 154T,Lubbock County,3482|154T|Central,233481.55,2472307.408,0.001000001,0.000499947,0.006576566
Central,TX,Nichols Station,3484,141B,Nichols Station 141B,Potter County,3484|141B|Central,194309.84,2062105.703,0.007456809,0.005396383,0.003129999
Central,TX,Nichols Station,3484,142B,Nichols Station 142B,Potter County,3484|142B|Central,121223.79,1448958.361,0.007456845,0.005475358,0.00313
Central,TX,Nichols Station,3484,143B,Nichols Station 143B,Potter County,3484|143B|Central,335692.45,3835809.197,0.007456824,0.005475364,0.003129999
Central,TX,Plant X,3485,111B,Plant X 111B,Lamb County,3485|111B|Central,9001.63,126400.942,0.007410309,0.005362749,0.00313
Central,TX,Plant X,3485,112B,Plant X 112B,Lamb County,3485|112B|Central,55617.52,625002.506,0.007410378,0.005362594,0.003130001
Central,TX,Plant X,3485,113B,Plant X 113B,Lamb County,3485|113B|Central,0,0,0.00741033,0.005362726,0.00313
Central,TX,Plant X,3485,114B,Plant X 114B,Lamb County,3485|114B|Central,306153.45,3253754.267,0.007409789,0.005362308,0.00313
Central,TX,J Robert Massengale Generating Station,3604,GT1,J Robert Massengale Generating Station GT1,Lubbock County,3604|GT1|Central,64470.81,560154.164,0.006599974,0.00210005,0.00079836
Central,TX,Welsh Power Plant,6139,1,Welsh Power Plant 1,Titus County,6139|1|Central,2736324.28,29578623.77,0.001894184,0.001218932,0.001283431
Central,TX,Welsh Power Plant,6139,3,Welsh Power Plant 3,Titus County,6139|3|Central,1898315.1,20178817.15,0.000771175,0.000566901,0.001283431
Central,TX,Harrington Station,6193,061B,Harrington Station 061B,Potter County,6193|061B|Central,1813071.57,17995470.78,0.006771531,0.003775818,0.000144756
Central,TX,Harrington Station,6193,062B,Harrington Station 062B,Potter County,6193|062B|Central,1878196.18,18080921,0.002330792,0.00336559,0.000144756
Central,TX,Harrington Station,6193,063B,Harrington Station 063B,Potter County,6193|063B|Central,1606921.59,16592143.48,0.002538834,0.003334337,0.000144756
Central,TX,Tolk Station,6194,171B,Tolk Station 171B,Lamb County,6194|171B|Central,1289303.28,13015409.5,0.002728473,0.003555376,0.000144756
Central,TX,Tolk Station,6194,172B,Tolk Station 172B,Lamb County,6194|172B|Central,1384901.69,15120620.16,0.002403515,0.003170157,0.000144756
Central,TX,H W Pirkey Power Plant,7902,1,H W Pirkey Power Plant 1,Harrison County,7902|1|Central,2904776.83,30822883.37,0.003761893,0.002655793,0.000237103
Central,TX,Blackhawk Station,55064,1,Blackhawk Station 001,Hutchinson County,55064|001|Central,948084.47,8842921.011,0.006715984,0.003292821,0.000883682
Central,TX,Blackhawk Station,55064,2,Blackhawk Station 002,Hutchinson County,55064|002|Central,885985.18,8798767.227,0.006693012,0.003174204,0.000890953
Central,TX,Mustang Station,55065,1,Mustang Station 1,Yoakum County,55065|1|Central,298296.17,3094745.762,0.006600861,0.002103319,0.006409999
Central,TX,Mustang Station,55065,2,Mustang Station 2,Yoakum County,55065|2|Central,298385.32,3132222.06,0.006601035,0.002104025,0.00641
Central,TX,Eastman Cogeneration Facility,55176,1,Eastman Cogeneration Facility 1,Harrison County,55176|1|Central,1033156.68,10173147.71,0.005215277,6.85E-06,0.006410001
Central,TX,Eastman Cogeneration Facility,55176,2,Eastman Cogeneration Facility 2,Harrison County,55176|2|Central,1197997.25,11738266.33,0.003313756,4.09E-05,0.006410001
Central,TX,Harrison County Power Project,55664,GT-1,Harrison County Power Project GT-1,Harrison County,55664|GT-1|Central,1468998.99,10380543.9,0.008900029,0.002144044,0.009199991
Central,TX,Harrison County Power Project,55664,GT-2,Harrison County Power Project GT-2,Harrison County,55664|GT-2|Central,1498672.3,10500506.52,0.008900015,0.002108267,0.00919999
Central,TX,Mustang Station (56326),56326,GEN1,Mustang Station (56326) GEN1,Yoakum County,56326|GEN1|Central,144778.75,1522930.93,0.006599998,0.002100011,0.006576566
Central,TX,Mustang Station (56326),56326,GEN2,Mustang Station (56326) GEN2,Yoakum County,56326|GEN2|Central,129583.84,1376933.773,0.006600008,0.0021,0.006576566
Central,TX,Mustang Station (56326),56326,GEN3,Mustang Station (56326) GEN3,Yoakum County,56326|GEN3|Central,138337.96,1576565.541,0.006599998,0.002099941,0.006576566
Central,TX,Antelope Elk Energy Center,57865,1,Antelope Elk Energy Center 1,Hale County,57865|1|Central,146401.97,1443944.381,0.006600004,0.002100019,0.006576566
Central,TX,Antelope Elk Energy Center,57865,2,Antelope Elk Energy Center 2,Hale County,57865|2|Central,99385.27,980731.036,0.006600008,0.002099982,0.006576566
Central,TX,Antelope Elk Energy Center,57865,3,Antelope Elk Energy Center 3,Hale County,57865|3|Central,78396.63,785832.314,0.006600029,0.002100053,0.006576566
Florida,FL,Seminole (136),136,1,Seminole (136) 1,Putnam County,136|1|Florida,3501334.32,33165970.4,0.024654919,0.000902529,0.000140637
Florida,FL,Seminole (136),136,2,Seminole (136) 2,Putnam County,136|2|Florida,3529181.98,32430565.66,0.025097819,0.000868129,0.000145618
Florida,FL,St. Johns River Power,207,1,St. Johns River Power 1,Duval County,207|1|Florida,0,0,0,0,0
Florida,FL,St. Johns River Power,207,2,St. Johns River Power 2,Duval County,207|2|Florida,0,0,0,0,0
Florida,FL,Curtis H. Stanton Energy Center,564,1,Curtis H. Stanton Energy Center 1,Orange County,564|1|Florida,2247417.09,21803972.69,0.022888293,0.003166258,2.51E-05
Florida,FL,Curtis H. Stanton Energy Center,564,2,Curtis H. Stanton Energy Center 2,Orange County,564|2|Florida,2737721.39,27174805.1,0.021323154,0.003012862,0.000185348
Florida,FL,Curtis H. Stanton Energy Center,564,CCB,Curtis H. Stanton Energy Center CCB,Orange County,564|CCB|Florida,1296551.28,11200749.64,0.007072123,0.001443018,0.000458328
Florida,FL,Cape Canaveral,609,CCCT3A,Cape Canaveral CCCT3A,Brevard County,609|CCCT3A|Florida,2093153.79,13437561.73,0.006646991,3.94E-05,0.001360358
Florida,FL,Cape Canaveral,609,CCCT3B,Cape Canaveral CCCT3B,Brevard County,609|CCCT3B|Florida,1976680.98,12750301.41,0.00668545,0.000168907,0.001959184
Florida,FL,Cape Canaveral,609,CCCT3C,Cape Canaveral CCCT3C,Brevard County,609|CCCT3C|Florida,2002389.14,12868363.1,0.006708603,0.000984212,0.000998145
Florida,FL,Fort Myers,612,FMCT2A,Fort Myers FMCT2A,Lee County,612|FMCT2A|Florida,1682386.06,11651262.3,0.006642406,2.13E-06,0.006379999
Florida,FL,Fort Myers,612,FMCT2B,Fort Myers FMCT2B,Lee County,612|FMCT2B|Florida,1553772.5,10539453.34,0.006654601,2.14E-06,0.00638
Florida,FL,Fort Myers,612,FMCT2C,Fort Myers FMCT2C,Lee County,612|FMCT2C|Florida,1610207.59,10764967.96,0.006626721,2.13E-06,0.006379999
Florida,FL,Fort Myers,612,FMCT2D,Fort Myers FMCT2D,Lee County,612|FMCT2D|Florida,1623569.92,11136036.91,0.006618562,2.13E-06,0.00638
Florida,FL,Fort Myers,612,FMCT2E,Fort Myers FMCT2E,Lee County,612|FMCT2E|Florida,1615407.56,10997395.89,0.006651033,2.14E-06,0.00638
Florida,FL,Fort Myers,612,FMCT2F,Fort Myers FMCT2F,Lee County,612|FMCT2F|Florida,1705362.79,11501022.52,0.00663474,2.13E-06,0.00638
Florida,FL,Fort Myers,612,PFM3A,Fort Myers PFM3A,Lee County,612|PFM3A|Florida,44531.77,478655.28,0.008672886,0.000790799,0.006380003
Florida,FL,Fort Myers,612,PFM3B,Fort Myers PFM3B,Lee County,612|PFM3B|Florida,40513.35,424726.18,0.008961642,0.000340981,0.006379997
Florida,FL,Fort Myers,612,PFM3C,Fort Myers PFM3C,Lee County,612|PFM3C|Florida,81291.79,878657.498,0.003830732,0.000114511,0.006576566
Florida,FL,Fort Myers,612,PFM3D,Fort Myers PFM3D,Lee County,612|PFM3D|Florida,86655.78,950097.474,0.003801884,0.00010118,0.006576566
Florida,FL,Lauderdale,613,4GT1,Lauderdale 4GT1,Broward County,613|4GT1|Florida,0,0,0,0,0
Florida,FL,Lauderdale,613,4GT2,Lauderdale 4GT2,Broward County,613|4GT2|Florida,0,0,0,0,0
Florida,FL,Lauderdale,613,5GT1,Lauderdale 5GT1,Broward County,613|5GT1|Florida,0,0,0,0,0
Florida,FL,Lauderdale,613,5GT2,Lauderdale 5GT2,Broward County,613|5GT2|Florida,0,0,0,0,0
Florida,FL,Lauderdale,613,PFL6A,Lauderdale PFL6A,Broward County,613|PFL6A|Florida,38327.35,400228.688,0.003983753,0.00022914,0.006576566
Florida,FL,Lauderdale,613,PFL6B,Lauderdale PFL6B,Broward County,613|PFL6B|Florida,45689.54,476284.621,0.003940955,0.000111653,0.006576566
Florida,FL,Lauderdale,613,PFL6C,Lauderdale PFL6C,Broward County,613|PFL6C|Florida,88294.88,916498.466,0.003904771,0.000112464,0.006576566
Florida,FL,Lauderdale,613,PFL6D,Lauderdale PFL6D,Broward County,613|PFL6D|Florida,106782.06,1115980.858,0.003865935,0.000110479,0.006576566
Florida,FL,Lauderdale,613,PFL6E,Lauderdale PFL6E,Broward County,613|PFL6E|Florida,84718.47,851149.104,0.003854138,0.000109489,0.006576566
Florida,FL,Port Everglades,617,PECT5A,Port Everglades PECT5A,Broward County,617|PECT5A|Florida,2393606.04,14921686.33,0.006643235,8.45E-05,0.003800189
Florida,FL,Port Everglades,617,PECT5B,Port Everglades PECT5B,Broward County,617|PECT5B|Florida,2431647.72,15028093.61,0.006644744,1.96E-05,0.003800189
Florida,FL,Port Everglades,617,PECT5C,Port Everglades PECT5C,Broward County,617|PECT5C|Florida,2284325.36,14339098.53,0.006677331,8.49E-05,0.003800189
Florida,FL,Riviera Beach Energy Center,619,RBCT5A,Riviera Beach Energy Center RBCT5A,Palm Beach County,619|RBCT5A|Florida,2110813.76,13204163.36,0.006694347,8.71E-05,0.001764447
Florida,FL,Riviera Beach Energy Center,619,RBCT5B,Riviera Beach Energy Center RBCT5B,Palm Beach County,619|RBCT5B|Florida,2048712.83,12655302.94,0.006728494,8.81E-05,0.001792822
Florida,FL,Riviera Beach Energy Center,619,RBCT5C,Riviera Beach Energy Center RBCT5C,Palm Beach County,619|RBCT5C|Florida,1608106.34,10012790.55,0.006675183,8.65E-05,0.001070928
Florida,FL,Sanford,620,SNCT4A,Sanford SNCT4A,Volusia County,620|SNCT4A|Florida,1027110.37,7057997.416,0.00667717,4.01E-06,0.006380001
Florida,FL,Sanford,620,SNCT4B,Sanford SNCT4B,Volusia County,620|SNCT4B|Florida,1135362.93,7807878.62,0.006646887,4.66E-06,0.00638
Florida,FL,Sanford,620,SNCT4C,Sanford SNCT4C,Volusia County,620|SNCT4C|Florida,1068458.11,7335571.036,0.006622993,2.66E-06,0.006379999
Florida,FL,Sanford,620,SNCT4D,Sanford SNCT4D,Volusia County,620|SNCT4D|Florida,1204652.72,8252432.027,0.006655105,3.99E-06,0.00638
Florida,FL,Sanford,620,SNCT5A,Sanford SNCT5A,Volusia County,620|SNCT5A|Florida,1189092.59,8101345.236,0.006689506,2.61E-06,0.006380001
Florida,FL,Sanford,620,SNCT5B,Sanford SNCT5B,Volusia County,620|SNCT5B|Florida,1157519.14,7802606.301,0.006634559,3.27E-06,0.00638
Florida,FL,Sanford,620,SNCT5C,Sanford SNCT5C,Volusia County,620|SNCT5C|Florida,1099765.39,7495898.214,0.006662533,2.58E-06,0.006379999
Florida,FL,Sanford,620,SNCT5D,Sanford SNCT5D,Volusia County,620|SNCT5D|Florida,1303465.78,8829119.18,0.006649444,2.59E-06,0.006380001
Florida,FL,Turkey Point,621,TPCT5A,Turkey Point TPCT5A,Miami-Dade County,621|TPCT5A|Florida,1301536.55,8800110.393,0.006608344,0.000228934,0.000421959
Florida,FL,Turkey Point,621,TPCT5B,Turkey Point TPCT5B,Miami-Dade County,621|TPCT5B|Florida,1480404.55,9772105.274,0.00662249,0.000590718,0.000357161
Florida,FL,Turkey Point,621,TPCT5C,Turkey Point TPCT5C,Miami-Dade County,621|TPCT5C|Florida,1357765.74,8934419.956,0.006599782,0.000845958,0.000451713
Florida,FL,Turkey Point,621,TPCT5D,Turkey Point TPCT5D,Miami-Dade County,621|TPCT5D|Florida,1468848.8,9726977.179,0.006602253,0.000298312,0.001657627
Florida,FL,Crystal River,628,1,Crystal River 1,Citrus County,628|1|Florida,0,0,0,0,0
Florida,FL,Crystal River,628,2,Crystal River 2,Citrus County,628|2|Florida,0,0,0,0,0
Florida,FL,Crystal River,628,4,Crystal River 4,Citrus County,628|4|Florida,2439717.49,25284340.79,0.019988029,0.000202782,2.59E-05
Florida,FL,Crystal River,628,5,Crystal River 5,Citrus County,628|5|Florida,3157908.77,29210625.96,0.020177916,0.000225815,4.00E-05
Florida,FL,Crystal River,628,1GTA,Crystal River 1GTA,Citrus County,628|1GTA|Florida,2744672.02,18258791.97,0.003704475,0.00224968,0.003800189
Florida,FL,Crystal River,628,1GTB,Crystal River 1GTB,Citrus County,628|1GTB|Florida,2898925.6,19276378.08,0.003717018,0.002257298,0.003800189
Florida,FL,Crystal River,628,2GTA,Crystal River 2GTA,Citrus County,628|2GTA|Florida,2942803.72,19591765.83,0.003636406,0.002208345,0.003800189
Florida,FL,Crystal River,628,2GTB,Crystal River 2GTB,Citrus County,628|2GTB|Florida,2789220.66,18451130.6,0.003634638,0.002207271,0.003800189
Florida,FL,P L Bartow,634,4A,P L Bartow 4A,Pinellas County,634|4A|Florida,1454145.84,10671934.01,0.006600516,0.000781838,1.79E-07
Florida,FL,P L Bartow,634,4B,P L Bartow 4B,Pinellas County,634|4B|Florida,1723702.98,12906493.98,0.006599993,0.000703692,1.61E-07
Florida,FL,P L Bartow,634,4C,P L Bartow 4C,Pinellas County,634|4C|Florida,809486.21,5933058.709,0.006600745,0.0004091,1.12E-07
Florida,FL,P L Bartow,634,4D,P L Bartow 4D,Pinellas County,634|4D|Florida,1359923.88,10062044.53,0.006600725,0.000408781,1.30E-07
Florida,FL,Big Bend,645,BB01,Big Bend BB01,Hillsborough County,645|BB01|Florida,0,0,0.001445519,0.001853874,0.001511569
Florida,FL,Big Bend,645,BB02,Big Bend BB02,Hillsborough County,645|BB02|Florida,439686.71,5127895.329,0.001208117,0.001858536,0.001525893
Florida,FL,Big Bend,645,BB03,Big Bend BB03,Hillsborough County,645|BB03|Florida,1129538.45,15190459.53,0.005410158,0.001556095,0.001352643
Florida,FL,Big Bend,645,BB04,Big Bend BB04,Hillsborough County,645|BB04|Florida,1772109.9,18361268.45,0.006297177,0.000320152,0.002894754
Florida,FL,Big Bend,645,BB05,Big Bend BB05,Hillsborough County,645|BB05|Florida,98505.44,929256.036,0.006393446,0.001721797,0.003800189
Florida,FL,Big Bend,645,BB06,Big Bend BB06,Hillsborough County,645|BB06|Florida,160143.17,1523065.774,0.006393446,0.001721797,0.003800189
Florida,FL,Big Bend,645,CT4A,Big Bend CT4A,Hillsborough County,645|CT4A|Florida,3219.94,35935.544,0.004351358,0.002642493,0.006576566
Florida,FL,Big Bend,645,CT4B,Big Bend CT4B,Hillsborough County,645|CT4B|Florida,3089.51,33807.959,0.004234637,0.002571602,0.006576566
Florida,FL,Deerhaven,663,B1,Deerhaven B1,Alachua County,663|B1|Florida,256536.97,2950748.935,0.008187028,0.005922426,0.00308022
Florida,FL,Deerhaven,663,B2,Deerhaven B2,Alachua County,663|B2|Florida,742409.35,7699415.426,0.03032175,0.003806829,0.000451592
