Region,State,Plant,ORSPL,Unit,Full Name,County,ORSPL|Unit|Region,Generation,Heat Input,PM2.5,VOCs,NH3
Southeast,GA,Walton County Power,55128,T1,Walton County Power T1,Walton County,55128|T1|Southeast,138879.66,1427027.91,0.0013117,0.000158994,0.006576566
Southeast,GA,Walton County Power,55128,T2,Walton County Power T2,Walton County,55128|T2|Southeast,154746.29,1577242.883,0.001307222,6.17E-05,0.006576566
Southeast,GA,Walton County Power,55128,T3,Walton County Power T3,Walton County,55128|T3|Southeast,141849.01,1437145.519,0.001271883,1.25E-05,0.006576566
Southeast,GA,Hawk Road Energy Facility,55141,CT1,Hawk Road Energy Facility CT1,Heard County,55141|CT1|Southeast,211481.91,2400870.554,0.010838412,0.002998507,0.006576566
Southeast,GA,Hawk Road Energy Facility,55141,CT2,Hawk Road Energy Facility CT2,Heard County,55141|CT2|Southeast,165396.24,1867331.892,0.007476812,0.002998507,0.006576566
Southeast,GA,Hawk Road Energy Facility,55141,CT3,Hawk Road Energy Facility CT3,Heard County,55141|CT3|Southeast,130609.52,1485204.443,0.007302191,0.002998507,0.006576566
Southeast,GA,Doyle Energy Facility,55244,CTG-1,Doyle Energy Facility CTG-1,Walton County,55244|CTG-1|Southeast,0,0,0,0,0
Southeast,GA,Doyle Energy Facility,55244,CTG-2,Doyle Energy Facility CTG-2,Walton County,55244|CTG-2|Southeast,8599.77,115583.519,0.007622007,0.002998507,0.006576566
Southeast,GA,Doyle Energy Facility,55244,CTG-3,Doyle Energy Facility CTG-3,Walton County,55244|CTG-3|Southeast,9275.57,123858.116,0.007622007,0.002998507,0.006576566
Southeast,GA,Doyle Energy Facility,55244,CTG-4,Doyle Energy Facility CTG-4,Walton County,55244|CTG-4|Southeast,20432.99,240327.659,0.007622007,0.002998507,0.006576566
Southeast,GA,Doyle Energy Facility,55244,CTG-5,Doyle Energy Facility CTG-5,Walton County,55244|CTG-5|Southeast,21585.14,254573.14,0.007622007,0.002998507,0.006576566
Southeast,GA,Edward L Addison Generating Plant,55267,1,Edward L Addison Generating Plant 1,Upson County,55267|1|Southeast,1823.97,19965.252,0.002740207,0.001459335,0.006576566
Southeast,GA,Edward L Addison Generating Plant,55267,2,Edward L Addison Generating Plant 2,Upson County,55267|2|Southeast,139213.44,1547987.675,0.000195219,0.000112342,0.006576566
Southeast,GA,Edward L Addison Generating Plant,55267,3,Edward L Addison Generating Plant 3,Upson County,55267|3|Southeast,857.36,9502.622,0.002125688,0.001250206,0.006576566
Southeast,GA,Edward L Addison Generating Plant,55267,4,Edward L Addison Generating Plant 4,Upson County,55267|4|Southeast,122676.84,1401772.821,0.000181664,0.000112449,0.006576566
Southeast,GA,Baconton Power,55304,CT1,Baconton Power CT1,Mitchell County,55304|CT1|Southeast,60372.36,591448.552,0,0,0.006576566
Southeast,GA,Baconton Power,55304,CT4,Baconton Power CT4,Mitchell County,55304|CT4|Southeast,69698.3,678523.193,0,0,0.006576566
Southeast,GA,Baconton Power,55304,CT5,Baconton Power CT5,Mitchell County,55304|CT5|Southeast,30050.94,288987.203,0,0,0.006576566
Southeast,GA,Baconton Power,55304,CT6,Baconton Power CT6,Mitchell County,55304|CT6|Southeast,40124.09,393524.508,0,0,0.006576566
Southeast,GA,Washington County Power,55332,T1,Washington County Power T1,Washington County,55332|T1|Southeast,31066.06,334421.803,0.001359831,0.00021471,0.006576566
Southeast,GA,Washington County Power,55332,T2,Washington County Power T2,Washington County,55332|T2|Southeast,52646.06,550541.336,0.00958731,0.001614025,0.006576566
Southeast,GA,Washington County Power,55332,T3,Washington County Power T3,Washington County,55332|T3|Southeast,55541.89,578359.947,0.008293572,0.001399327,0.006576566
Southeast,GA,Washington County Power,55332,T4,Washington County Power T4,Washington County,55332|T4|Southeast,21234.87,227344.455,0.001299833,0.000233303,0.006576566
Southeast,GA,Thomas A. Smith Energy Facility,55382,CCCT1,Thomas A. Smith Energy Facility CCCT1,Murray County,55382|CCCT1|Southeast,2068863.63,14819277.08,0.006303073,0.001479218,0.013608081
Southeast,GA,Thomas A. Smith Energy Facility,55382,CCCT2,Thomas A. Smith Energy Facility CCCT2,Murray County,55382|CCCT2|Southeast,2049999.53,14731955.01,0.006298852,0.001480324,0.013607016
Southeast,GA,Thomas A. Smith Energy Facility,55382,CCCT3,Thomas A. Smith Energy Facility CCCT3,Murray County,55382|CCCT3|Southeast,2092182.14,14856321.12,0.006299581,0.001480481,0.013614711
Southeast,GA,Thomas A. Smith Energy Facility,55382,CCCT4,Thomas A. Smith Energy Facility CCCT4,Murray County,55382|CCCT4|Southeast,2056312.09,14714706.07,0.006297474,0.001480714,0.013612233
Southeast,GA,"Effingham County Power, LLC",55406,1,"Effingham County Power, LLC 1",Effingham County,55406|1|Southeast,1014996.68,11113636.73,0.006393446,0.00203,0.006339999
Southeast,GA,"Effingham County Power, LLC",55406,2,"Effingham County Power, LLC 2",Effingham County,55406|2|Southeast,763716.12,8290596.104,0.006393446,0.00203,0.00634
Southeast,GA,AL Sandersville Energy Facility,55672,CT1,AL Sandersville Energy Facility CT1,Washington County,55672|CT1|Southeast,18537.21,241318.6,0.000408726,0,0.006576566
Southeast,GA,AL Sandersville Energy Facility,55672,CT2,AL Sandersville Energy Facility CT2,Washington County,55672|CT2|Southeast,18508.35,228779.5,0.000358484,0,0.006576566
Southeast,GA,AL Sandersville Energy Facility,55672,CT3,AL Sandersville Energy Facility CT3,Washington County,55672|CT3|Southeast,17353.52,214295.2,0,0,0.006576566
Southeast,GA,AL Sandersville Energy Facility,55672,CT4,AL Sandersville Energy Facility CT4,Washington County,55672|CT4|Southeast,17915.77,224652,0,0,0.006576566
Southeast,GA,AL Sandersville Energy Facility,55672,CT5,AL Sandersville Energy Facility CT5,Washington County,55672|CT5|Southeast,17887.94,219730.8,0,0,0.006576566
Southeast,GA,AL Sandersville Energy Facility,55672,CT6,AL Sandersville Energy Facility CT6,Washington County,55672|CT6|Southeast,17887.73,223869.6,0,0,0.006576566
Southeast,GA,AL Sandersville Energy Facility,55672,CT7,AL Sandersville Energy Facility CT7,Washington County,55672|CT7|Southeast,18182.95,227093.2,0,0,0.006576566
Southeast,GA,AL Sandersville Energy Facility,55672,CT8,AL Sandersville Energy Facility CT8,Washington County,55672|CT8|Southeast,17687.27,221472,0,0,0.006576566
Southeast,GA,Wansley CC (55965),55965,6A,Wansley CC (55965) 6A,Heard County,55965|6A|Southeast,1897471.13,12733064.38,0.007803293,0.002101138,0.002711979
Southeast,GA,Wansley CC (55965),55965,6B,Wansley CC (55965) 6B,Heard County,55965|6B|Southeast,1863389.86,12574666.89,0.007829633,0.0021014,0.002740956
Southeast,GA,Wansley CC (55965),55965,7A,Wansley CC (55965) 7A,Heard County,55965|7A|Southeast,2095010.49,14106325.37,0.007829132,0.00210124,0.002737699
Southeast,GA,Wansley CC (55965),55965,7B,Wansley CC (55965) 7B,Heard County,55965|7B|Southeast,2076996.22,14022479.95,0.007827922,0.002101369,0.002713559
Southeast,GA,Walton Bainbridge Power Facility,56015,P1A,Walton Bainbridge Power Facility P1A,Decatur County,56015|P1A|Southeast,176.79,3378.7,0,0,0
Southeast,GA,Walton Bainbridge Power Facility,56015,P1B,Walton Bainbridge Power Facility P1B,Decatur County,56015|P1B|Southeast,176.63,3381.4,0,0,0
Southeast,GA,Walton Bainbridge Power Facility,56015,P2A,Walton Bainbridge Power Facility P2A,Decatur County,56015|P2A|Southeast,174.37,3479.5,0,0,0
Southeast,GA,Walton Bainbridge Power Facility,56015,P2B,Walton Bainbridge Power Facility P2B,Decatur County,56015|P2B|Southeast,174.06,3251.6,0,0,0
Southeast,GA,McIntosh Combined Cycle Facility,56150,10A,McIntosh Combined Cycle Facility 10A,Effingham County,56150|10A|Southeast,2110488.56,14402421.21,0.006612815,0.002104077,0.002050301
Southeast,GA,McIntosh Combined Cycle Facility,56150,10B,McIntosh Combined Cycle Facility 10B,Effingham County,56150|10B|Southeast,2262617.18,15906448.21,0.006612815,0.002104077,0.002051303
Southeast,GA,McIntosh Combined Cycle Facility,56150,11A,McIntosh Combined Cycle Facility 11A,Effingham County,56150|11A|Southeast,2096157.61,14610241.84,0.006543991,0.002082179,0.002050923
Southeast,GA,McIntosh Combined Cycle Facility,56150,11B,McIntosh Combined Cycle Facility 11B,Effingham County,56150|11B|Southeast,2199846.89,15580065.67,0.006543989,0.002082179,0.002050574
Southeast,GA,Albany Green Energy LLC,60340,B0004,Albany Green Energy LLC B0004,Dougherty County,60340|B0004|Southeast,0,6798684.22,0,0,0
Southeast,GA,Hartwell Energy Facility,70454,MAG1,Hartwell Energy Facility MAG1,Hart County,70454|MAG1|Southeast,88218.82,1106032.895,0.007622007,0.002998507,0.006576566
Southeast,GA,Hartwell Energy Facility,70454,MAG2,Hartwell Energy Facility MAG2,Hart County,70454|MAG2|Southeast,85417.43,1065218.464,0.007622007,0.002998507,0.006576566
Southeast,MS,Chevron Cogenerating Station,2047,5,Chevron Cogenerating Station 5,Jackson County,2047|5|Southeast,593388.08,6881854.249,0.007622007,0.002049359,0.006417993
Southeast,MS,Sweatt Electric Generating Plant,2048,CTA,Sweatt Electric Generating Plant CTA,Lauderdale County,2048|CTA|Southeast,45,19703.9,0.003870759,0.001619564,0.006576566
Southeast,MS,Sweatt Electric Generating Plant,2048,CTB,Sweatt Electric Generating Plant CTB,Lauderdale County,2048|CTB|Southeast,14,26001.8,0.003996656,0.001672241,0.006576566
Southeast,MS,Watson Electric Generating Plant,2049,3,Watson Electric Generating Plant 3,Harrison County,2049|3|Southeast,0,0,0,0,0
Southeast,MS,Watson Electric Generating Plant,2049,4,Watson Electric Generating Plant 4,Harrison County,2049|4|Southeast,697820.35,6739876.39,0.008589263,0.00397215,0.00308022
Southeast,MS,Watson Electric Generating Plant,2049,5,Watson Electric Generating Plant 5,Harrison County,2049|5|Southeast,1599890.81,15724136.37,0.010589501,0.002129563,0.00308022
Southeast,MS,Watson Electric Generating Plant,2049,CTA,Watson Electric Generating Plant CTA,Harrison County,2049|CTA|Southeast,1634,20980.4,0.007622007,0.015348723,0.006576566
Southeast,MS,Watson Electric Generating Plant,2049,CTB,Watson Electric Generating Plant CTB,Harrison County,2049|CTB|Southeast,1568,20434.7,0.007622007,0.015826291,0.006576566
Southeast,MS,Daniel Electric Generating Plant,6073,1,Daniel Electric Generating Plant 1,Jackson County,6073|1|Southeast,2135706.23,22725173.17,0.001858455,0.003500143,0.000144756
Southeast,MS,Daniel Electric Generating Plant,6073,2,Daniel Electric Generating Plant 2,Jackson County,6073|2|Southeast,973753.28,10792796.01,0.00447939,0.00351341,0.000144756
Southeast,MS,Daniel Electric Generating Plant,6073,3A,Daniel Electric Generating Plant 3A,Jackson County,6073|3A|Southeast,2111550.38,14304857.36,0.003641036,1.38E-06,0.001159047
Southeast,MS,Daniel Electric Generating Plant,6073,3B,Daniel Electric Generating Plant 3B,Jackson County,6073|3B|Southeast,2095363.6,13938099.59,0.003639759,0.002050001,0.001128837
Southeast,MS,Daniel Electric Generating Plant,6073,4A,Daniel Electric Generating Plant 4A,Jackson County,6073|4A|Southeast,2243897.29,14189488.75,0.003641228,3.06E-05,0.001785042
Southeast,MS,Daniel Electric Generating Plant,6073,4B,Daniel Electric Generating Plant 4B,Jackson County,6073|4B|Southeast,2236510.78,13608860.37,0.005460502,0.000433265,0.002396019
Southeast,MS,David M Ratcliffe,57037,AB-001,David M Ratcliffe AB-001,Kemper County,57037|AB-001|Southeast,2045174.55,14098426.5,0.00471194,0.00235597,0.001304145
Southeast,MS,David M Ratcliffe,57037,AB-002,David M Ratcliffe AB-002,Kemper County,57037|AB-002|Southeast,2044928.75,13943276.93,0.004940067,0.002659943,0.001187296
Southwest,AZ,Cholla,113,1,Cholla 1,Navajo County,113|1|Southwest,754115.44,8777935.175,0.010449998,0.00010779,0.000144756
Southwest,AZ,Cholla,113,3,Cholla 3,Navajo County,113|3|Southwest,1342532.97,15644446.63,0.008050001,0.000108212,0.000144756
Southwest,AZ,Cholla,113,4,Cholla 4,Navajo County,113|4|Southwest,0,0,0.008350001,0.000107809,0.000144756
Southwest,AZ,Ocotillo Power Plant,116,1,Ocotillo Power Plant 1,Maricopa County,116|1|Southwest,0,0,3.071185629,2.22245509,0.003281659
Southwest,AZ,Ocotillo Power Plant,116,2,Ocotillo Power Plant 2,Maricopa County,116|2|Southwest,0,0,0.110766399,0.080163008,0.003281659
Southwest,AZ,Ocotillo Power Plant,116,GT3,Ocotillo Power Plant GT3,Maricopa County,116|GT3|Southwest,147433.04,1405691.8,0.007622007,0.002998507,0.006576566
Southwest,AZ,Ocotillo Power Plant,116,GT4,Ocotillo Power Plant GT4,Maricopa County,116|GT4|Southwest,134793.05,1309249.517,0.007622007,0.002998507,0.006576566
Southwest,AZ,Ocotillo Power Plant,116,GT5,Ocotillo Power Plant GT5,Maricopa County,116|GT5|Southwest,108664.84,1020884.878,0.007622007,0.002998507,0.006576566
Southwest,AZ,Ocotillo Power Plant,116,GT6,Ocotillo Power Plant GT6,Maricopa County,116|GT6|Southwest,161791.71,1524248.789,0.007622007,0.002998507,0.006576566
Southwest,AZ,Ocotillo Power Plant,116,GT7,Ocotillo Power Plant GT7,Maricopa County,116|GT7|Southwest,128346.9,1226795.982,0.007622007,0.002998507,0.006576566
Southwest,AZ,APS West Phoenix Power Plant,117,CC4,APS West Phoenix Power Plant CC4,Maricopa County,117|CC4|Southwest,341388.78,2772271.511,0.002519422,0.001383152,0.003800189
Southwest,AZ,APS West Phoenix Power Plant,117,CC5A,APS West Phoenix Power Plant CC5A,Maricopa County,117|CC5A|Southwest,709217.8,4816298.81,0.004231766,0.000650963,0.00647826
Southwest,AZ,APS West Phoenix Power Plant,117,CC5B,APS West Phoenix Power Plant CC5B,Maricopa County,117|CC5B|Southwest,1114737.18,7940098.315,0.003004308,0.000533903,0.004905791
Southwest,AZ,APS Saguaro Power Plant,118,CT3,APS Saguaro Power Plant CT3,Pinal County,118|CT3|Southwest,69391.47,909586.221,0.007622007,0.002998507,0.006576566
Southwest,AZ,Yucca Power Plant,120,1,Yucca Power Plant 1,Yuma County,120|1|Southwest,197761.98,2176477.019,0.007450981,0.005392156,0.003281659
Southwest,AZ,Yucca Power Plant,120,CT5,Yucca Power Plant CT5,Yuma County,120|CT5|Southwest,65742.06,692363.656,0.005000131,0.002099999,0.006576566
Southwest,AZ,Yucca Power Plant,120,CT6,Yucca Power Plant CT6,Yuma County,120|CT6|Southwest,66009.91,693415.995,0.003001136,0.002099998,0.006576566
Southwest,AZ,De Moss Petrie Generating Station,124,GT1,De Moss Petrie Generating Station GT1,Pima County,124|GT1|Southwest,1247.41,15864.82,0.007622007,0.002998507,0.006576566
Southwest,AZ,Irvington Generating Station,126,1,Irvington Generating Station 1,Pima County,126|1|Southwest,0,0,0.01059288,0.007665904,0.00311
Southwest,AZ,Irvington Generating Station,126,2,Irvington Generating Station 2,Pima County,126|2|Southwest,0,0,0.007362929,0.005328434,0.00311
Southwest,AZ,Irvington Generating Station,126,3,Irvington Generating Station 3,Pima County,126|3|Southwest,186020.94,2024421.478,0.004867179,0.005832129,0.00311
Southwest,AZ,Irvington Generating Station,126,4,Irvington Generating Station 4,Pima County,126|4|Southwest,298231.33,3099474.613,0.004544561,0.003288826,0.00308022
Southwest,AZ,Agua Fria Generating Station,141,1,Agua Fria Generating Station 1,Maricopa County,141|1|Southwest,39085.51,422184.804,0.007452579,0.005350001,0.003109999
Southwest,AZ,Agua Fria Generating Station,141,2,Agua Fria Generating Station 2,Maricopa County,141|2|Southwest,34311.54,371962.859,0.007452579,0.005349994,0.003109997
Southwest,AZ,Agua Fria Generating Station,141,3,Agua Fria Generating Station 3,Maricopa County,141|3|Southwest,54178.17,590224.608,0.006698137,0.00535,0.00311
Southwest,AZ,Kyrene Generating Station,147,K-7,Kyrene Generating Station K-7,Maricopa County,147|K-7|Southwest,1439342.62,9913236.106,0.004622787,6.32E-05,0.001470548
Southwest,AZ,Apache Station,160,1,Apache Station 1,Cochise County,160|1|Southwest,75901.85,856153.377,0.164561118,0.094896759,0.00308022
Southwest,AZ,Apache Station,160,2,Apache Station 2,Cochise County,160|2|Southwest,701515.76,7394344.608,0.016078556,0.009271952,0.001619092
Southwest,AZ,Apache Station,160,3,Apache Station 3,Cochise County,160|3|Southwest,1363579.92,14321514.62,0.02005842,0.011567003,0.001742033
Southwest,AZ,Apache Station,160,4,Apache Station 4,Cochise County,160|4|Southwest,54299.51,569608.352,0.014355714,0.005667481,0.006576566
Southwest,AZ,Navajo Generating Station,4941,1,Navajo Generating Station 1,Coconino County,4941|1|Southwest,0,0,0.012881743,0.00286,9.97E-05
Southwest,AZ,Navajo Generating Station,4941,2,Navajo Generating Station 2,Coconino County,4941|2|Southwest,0,0,0.012881743,0.00286,9.97E-05
Southwest,AZ,Navajo Generating Station,4941,3,Navajo Generating Station 3,Coconino County,4941|3|Southwest,0,0,0.012881743,0.00286,9.97E-05
Southwest,AZ,Coronado Generating Station,6177,U1B,Coronado Generating Station U1B,Apache County,6177|U1B|Southwest,1834445.83,18983456.56,0.023768286,0.002905387,0.012839681
Southwest,AZ,Coronado Generating Station,6177,U2B,Coronado Generating Station U2B,Apache County,6177|U2B|Southwest,2051336.65,22134336.76,0.025411556,0.002961148,0.012839681
Southwest,AZ,Santan,8068,5A,Santan 5A,Maricopa County,8068|5A|Southwest,1543061.17,11008701.25,0.003468355,0.000187347,0.001599999
Southwest,AZ,Santan,8068,5B,Santan 5B,Maricopa County,8068|5B|Southwest,1625007.87,11691212.62,0.002937996,9.38E-05,0.000799998
Southwest,AZ,Santan,8068,6A,Santan 6A,Maricopa County,8068|6A|Southwest,1403888.77,10255596.94,0.004791735,0,0.001399999
Southwest,AZ,Springerville Generating Station,8223,1,Springerville Generating Station 1,Apache County,8223|1|Southwest,1433859.19,13419817.34,0.003812984,0.003562545,0.000144756
Southwest,AZ,Springerville Generating Station,8223,2,Springerville Generating Station 2,Apache County,8223|2|Southwest,2773052.84,25174164.04,0.003571145,0.003859583,0.000144756
Southwest,AZ,Springerville Generating Station,8223,4,Springerville Generating Station 4,Apache County,8223|4|Southwest,2259221.25,22390201.02,0.012924696,0.003724373,0.003300756
Southwest,AZ,Springerville Generating Station,8223,TS3,Springerville Generating Station TS3,Apache County,8223|TS3|Southwest,2607687.13,27679412.39,0.023328557,0.003610165,0.002813979
Southwest,AZ,Yuma Cogeneration Associates,54694,4101,Yuma Cogeneration Associates 4101,Yuma County,54694|4101|Southwest,54583.34,500962.645,0.006599999,0.0021,0.003800189
Southwest,AZ,Griffith Energy Project,55124,P1,Griffith Energy Project P1,Mohave County,55124|P1|Southwest,1728169.71,12098188.53,0.006442473,1.70E-07,0.003800189
Southwest,AZ,Griffith Energy Project,55124,P2,Griffith Energy Project P2,Mohave County,55124|P2|Southwest,1820353.72,12739346.89,0.001587097,1.77E-07,0.003800189
Southwest,AZ,Desert Basin Generating Station,55129,DBG1,Desert Basin Generating Station DBG1,Pinal County,55129|DBG1|Southwest,972439.03,7472829.761,0.006393446,0.001721797,0.003800189
Southwest,AZ,Desert Basin Generating Station,55129,DBG2,Desert Basin Generating Station DBG2,Pinal County,55129|DBG2|Southwest,941455.6,7236527.361,0.006393446,0.001721797,0.003800189
Southwest,AZ,"South Point Energy Center, LLC",55177,A,"South Point Energy Center, LLC A",Mohave County,55177|A|Southwest,1491405.71,10828725.69,0.006393446,0.001721797,0.003800189
Southwest,AZ,"South Point Energy Center, LLC",55177,B,"South Point Energy Center, LLC B",Mohave County,55177|B|Southwest,1342575.77,9914971.984,0.006393446,0.001721797,0.003800189
Southwest,AZ,Arlington Valley Energy Facility,55282,CTG1,Arlington Valley Energy Facility CTG1,Maricopa County,55282|CTG1|Southwest,1176835.02,8283938.442,0.0010261,0,0.000959624
Southwest,AZ,Arlington Valley Energy Facility,55282,CTG2,Arlington Valley Energy Facility CTG2,Maricopa County,55282|CTG2|Southwest,1288952.95,9104107.605,0.00077086,0,0.000702195
Southwest,AZ,Gila River Power Station,55306,1CTGA,Gila River Power Station 1CTGA,Maricopa County,55306|1CTGA|Southwest,791820.27,5632991.58,0.001805972,0.000395521,0.001601517
Southwest,AZ,Gila River Power Station,55306,1CTGB,Gila River Power Station 1CTGB,Maricopa County,55306|1CTGB|Southwest,759677.66,5445598.9,0.001721023,0.001080942,0.002001937
Southwest,AZ,Gila River Power Station,55306,2CTGA,Gila River Power Station 2CTGA,Maricopa County,55306|2CTGA|Southwest,1594632.77,11436715.5,0.002750447,0.000359215,0.001474301
Southwest,AZ,Gila River Power Station,55306,2CTGB,Gila River Power Station 2CTGB,Maricopa County,55306|2CTGB|Southwest,1625236.62,11628314.07,0.002465164,0.000199995,0.004867421
Southwest,AZ,Gila River Power Station,55306,3CTGA,Gila River Power Station 3CTGA,Maricopa County,55306|3CTGA|Southwest,1552890.22,11129468.72,0.001895922,0.000764033,0.000960114
Southwest,AZ,Gila River Power Station,55306,3CTGB,Gila River Power Station 3CTGB,Maricopa County,55306|3CTGB|Southwest,1554414.79,11117379.35,0.001811902,0.000500002,0.001279853
Southwest,AZ,Gila River Power Station,55306,4CTGA,Gila River Power Station 4CTGA,Maricopa County,55306|4CTGA|Southwest,1330443.9,9666676.743,0.003092161,0.000359384,0.003605934
Southwest,AZ,Gila River Power Station,55306,4CTGB,Gila River Power Station 4CTGB,Maricopa County,55306|4CTGB|Southwest,1305130.49,9401835.117,0.004548726,0.000287049,0.00363687
Southwest,AZ,"New Harquahala Generating Company, LLC",55372,CTG1,"New Harquahala Generating Company, LLC CTG1",Maricopa County,55372|CTG1|Southwest,458910.34,4942577.54,0,0,0
Southwest,AZ,"New Harquahala Generating Company, LLC",55372,CTG2,"New Harquahala Generating Company, LLC CTG2",Maricopa County,55372|CTG2|Southwest,453518.79,4673714.629,0,0,0
Southwest,AZ,"New Harquahala Generating Company, LLC",55372,CTG3,"New Harquahala Generating Company, LLC CTG3",Maricopa County,55372|CTG3|Southwest,580908.53,6252876.345,0,0,0
Southwest,AZ,Redhawk Generating Facility,55455,CC1A,Redhawk Generating Facility CC1A,Maricopa County,55455|CC1A|Southwest,1441381.73,9863444.358,0.004999971,0.000700045,0.002399995
Southwest,AZ,Redhawk Generating Facility,55455,CC1B,Redhawk Generating Facility CC1B,Maricopa County,55455|CC1B|Southwest,1382950.8,9523072.749,0.003999955,0.000399949,0.002699946
Southwest,AZ,Redhawk Generating Facility,55455,CC2A,Redhawk Generating Facility CC2A,Maricopa County,55455|CC2A|Southwest,1393190.1,9410808.099,0.005000025,0.00069994,0.001199967
Southwest,AZ,Redhawk Generating Facility,55455,CC2B,Redhawk Generating Facility CC2B,Maricopa County,55455|CC2B|Southwest,1407924.48,9728838.165,0.003999974,0.002299985,0.000899994
Southwest,AZ,Mesquite Generating Station,55481,1,Mesquite Generating Station 1,Maricopa County,55481|1|Southwest,1505530.53,10586882.63,0.001999991,0.0004,0.003999999
Southwest,AZ,Mesquite Generating Station,55481,2,Mesquite Generating Station 2,Maricopa County,55481|2|Southwest,1373859.47,9770099.052,0.002167392,0.001032075,0.005
Southwest,AZ,Mesquite Generating Station,55481,5,Mesquite Generating Station 5,Maricopa County,55481|5|Southwest,1688276.39,12013356.07,0.003499989,0.001000011,0.003
Southwest,AZ,Mesquite Generating Station,55481,6,Mesquite Generating Station 6,Maricopa County,55481|6|Southwest,1825042.79,12890279.12,0.003495355,0.00099867,0.004000001
Southwest,AZ,Sundance Power Plant,55522,CT01,Sundance Power Plant CT01,Pinal County,55522|CT01|Southwest,37816.23,399481.405,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT02,Sundance Power Plant CT02,Pinal County,55522|CT02|Southwest,44296.01,449283.018,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT03,Sundance Power Plant CT03,Pinal County,55522|CT03|Southwest,39043.95,394657.961,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT04,Sundance Power Plant CT04,Pinal County,55522|CT04|Southwest,40337.46,408908.631,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT05,Sundance Power Plant CT05,Pinal County,55522|CT05|Southwest,34802.24,356336.054,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT06,Sundance Power Plant CT06,Pinal County,55522|CT06|Southwest,32541.56,333647.208,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT07,Sundance Power Plant CT07,Pinal County,55522|CT07|Southwest,37105.18,379000.292,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT08,Sundance Power Plant CT08,Pinal County,55522|CT08|Southwest,31216.94,315894.664,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT09,Sundance Power Plant CT09,Pinal County,55522|CT09|Southwest,38403.99,397001.937,0.007622007,0.002998507,0.006576566
Southwest,AZ,Sundance Power Plant,55522,CT10,Sundance Power Plant CT10,Pinal County,55522|CT10|Southwest,38768.91,398916.198,0.007622007,0.002998507,0.006576566
Southwest,AZ,Black Mountain Generating Station,56482,1,Black Mountain Generating Station 1,Mohave County,56482|1|Southwest,70750.59,706771.503,0.006602226,0.002100708,0.006576566
Southwest,AZ,Black Mountain Generating Station,56482,2,Black Mountain Generating Station 2,Mohave County,56482|2|Southwest,60125.35,614338.038,0.006615977,0.002105084,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT01,Coolidge Generating Station CT01,Pinal County,56948|CT01|Southwest,17110.12,174104.392,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT02,Coolidge Generating Station CT02,Pinal County,56948|CT02|Southwest,17321.42,177157.614,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT03,Coolidge Generating Station CT03,Pinal County,56948|CT03|Southwest,19012.24,191656.421,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT04,Coolidge Generating Station CT04,Pinal County,56948|CT04|Southwest,21928.46,226610.008,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT05,Coolidge Generating Station CT05,Pinal County,56948|CT05|Southwest,31032.1,307507.808,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT06,Coolidge Generating Station CT06,Pinal County,56948|CT06|Southwest,28254.3,286281.007,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT07,Coolidge Generating Station CT07,Pinal County,56948|CT07|Southwest,31593.09,318532.381,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT08,Coolidge Generating Station CT08,Pinal County,56948|CT08|Southwest,35711.38,344497.734,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT09,Coolidge Generating Station CT09,Pinal County,56948|CT09|Southwest,18574.32,182475.029,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT10,Coolidge Generating Station CT10,Pinal County,56948|CT10|Southwest,21816.71,217298.188,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT11,Coolidge Generating Station CT11,Pinal County,56948|CT11|Southwest,23362.29,235522.962,0.007622007,0.002998507,0.006576566
Southwest,AZ,Coolidge Generating Station,56948,CT12,Coolidge Generating Station CT12,Pinal County,56948|CT12|Southwest,24130.69,240467.439,0.007622007,0.002998507,0.006576566
Southwest,CA,Calpine Sutter Energy Center,55112,CT01,Calpine Sutter Energy Center CT01,Sutter County,55112|CT01|Southwest,1240000.01,8366458.8,0.006393446,0.001721797,0.003800189
