Fuel,st_id,cnt_id,Annual_generation,Nox_emissions,SO2_emissions,Latitude,Longitude
WIND,39,063,7083,,,41.08,-83.64
OIL,39,037,276,6.92,0.62,40.22,-84.48
COAL,39,081,4656053,2580.88,1843.03,40.53,-80.63
COAL,39,025,4575243,4017.94,8720.7,38.87,-84.23
OTHF,39,025,-497,,,38.99,-84.3
SOLAR,39,011,26,,,40.54,-84.19
GAS,39,167,4821284,176.65,10.34,39.58,-81.66
GAS,39,167,6191450,211.84,13.08,39.53,-81.72
OIL,39,093,56,0.95,0.09,41.16,-82.23
GAS,39,035,0,,,41.47,-81.71
OIL,39,093,318246,65.69,2.2,41.43,-82.26
WIND,39,037,10849,,,40.13,-84.61
WIND,39,101,8960,,,40.59,-83.18
WIND,39,137,3937,,,41,-84.03
OTHF,39,061,-1332,,,39.29,-84.68
GAS,39,017,52520,71.63,0.6,39.45,-84.46
BIOMASS,39,169,0,,,40.79,-81.95
SOLAR,39,175,13165,,,40.88,-83.32
GAS,39,113,14177,29.27,0.32,39.6,-84.2
WIND,39,063,10341,,,41.1,-83.64
WIND,39,063,10470,,,41.09,-83.64
GAS,40,015,433604,167.47,3.47,35.08,-98.23
WIND,40,099,361993,,,34.39,-97.14
WIND,40,047,953603,,,36.3,-97.57
WIND,40,007,1058701,,,36.52,-100.85
WIND,40,031,108140,,,34.85,-98.58
WIND,40,031,278944,,,34.87,-98.61
WIND,40,015,290315,,,34.82,-98.45
WIND,40,015,340799,,,34.91,-98.56
WIND,40,007,809582,,,36.55,-100.59
WIND,40,153,478019,,,36.55,-99.36
OIL,40,119,33,0.49,0.04,36.14,-97.07
WIND,40,047,402373,,,36.48,-97.69
HYDRO,40,089,194395,,,34.14,-94.68
WIND,40,059,22035,,,36.78,-99.64
OIL,40,017,681,10.48,0.95,35.53,-98.1
WIND,40,017,835264,,,35.63,-98.02
WIND,40,059,127214,,,36.64,-99.6
GAS,40,071,118531,28.5,0.44,36.81,-97.13
SOLAR,40,099,10962,,,34.48,-97.11
WIND,40,047,1006505,,,36.57,-97.67
SOLAR,40,013,9459,,,33.97,-96.43
GAS,40,097,4522255,255.61,9.68,36.22,-95.28
GAS,40,031,218525,33.5,0.62,34.54,-98.32
BIOMASS,40,143,3178,2.78,0.05,36.13,-96.02
SOLAR,40,047,20386,,,36.32,-97.59
WIND,40,043,805600,,,36.04,-98.72
OIL,40,119,1964,30.55,2.76,35.98,-96.78
SOLAR,40,015,8610,,,34.9,-98.23
WIND,40,129,291567,,,35.53,-99.81
WIND,40,069,973457,,,34.49,-96.78
WIND,40,051,434811,,,34.83,-97.96
WIND,40,129,633362,,,35.46,-99.9
HYDRO,40,061,316775,,,35.31,-95.36
HYDRO,40,021,268825,,,35.87,-95.23
GAS,40,109,380958,174.49,0.94,35.44,-97.63
WIND,40,071,527902,,,36.84,-97.18
WIND,40,071,538485,,,36.82,-97.03
GAS,40,101,386446.81,168.05,62.11,35.73,-95.29
WIND,40,099,56297,,,34.51,-96.92
WIND,40,139,873023,,,36.54,-101.57
COAL,40,097,3009932,1464.86,1349.12,36.19,-95.29
WIND,40,053,534777,,,36.97,-97.71
WIND,40,053,557004,,,36.93,-97.7
WIND,40,045,925038,,,36.17,-99.6
GAS,40,143,3332687,334.27,7.32,35.98,-95.93
SOLAR,40,015,3498,,,35.49,-98.39
GAS,40,109,766501,793.32,2.74,35.51,-97.18
COAL,40,023,834320,957.36,2427.04,34.02,-95.32
BIOMASS,40,089,430911,158.48,435.16,34,-95.11
HYDRO,40,071,88329,,,36.7,-96.93
WIND,40,071,956313,,,36.98,-97.13
WIND,40,153,529472,,,36.28,-99.49
HYDRO,40,143,201898,,,36.15,-96.25
WIND,40,047,808480,,,36.4,-97.48
GAS,40,073,97,1,0,35.86,-97.93
WIND,40,073,1063482,,,35.77,-97.8
WIND,40,139,11614,,,36.54,-101.39
WIND,40,139,11614,,,36.55,-101.5
OIL,40,059,277,3.9,0.33,36.71,-99.89
WIND,40,149,337441,,,35.19,-98.91
WIND,40,043,800974,,,35.98,-98.71
GAS,40,055,163,3.73,0,34.88,-99.5
SOLAR,40,085,4884,,,33.94,-97.11
HYDRO,40,097,287744,,,36.23,-95.18
WIND,40,093,192041,,,36.29,-98.16
GAS,40,087,2208570,222.56,4.67,35.3,-97.59
WIND,40,051,349618,,,35.28,-97.98
WIND,40,051,295089,,,35.33,-98.07
WIND,40,015,354769,,,35.37,-98.18
WIND,40,017,551926,,,35.38,-98.27
GAS,40,153,53198,57.77,0.22,36.44,-99.23
COAL,40,101,3350910,4940.46,6500.42,35.76,-95.29
GAS,40,017,1180781,452.54,3.46,35.47,-97.67
WIND,40,071,203534,,,36.85,-97.42
SOLAR,40,027,3823,,,35.23,-97.36
COAL,40,131,4809839,2365.72,4570.23,36.43,-95.7
WIND,40,153,135377,,,36.6,-99.34
GAS,40,145,3893485,526.83,8.85,36.01,-95.7
WIND,40,099,549946,,,34.45,-97.27
WIND,40,113,562380,,,36.71,-96.7
WIND,40,153,151313,,,36.33,-99.48
OIL,40,113,302,4.99,0.43,36.67,-96.35
HYDRO,40,097,516610,,,36.47,-95.04
WIND,40,153,820084,,,36.17,-99.35
SOLAR,40,015,3699,,,35.01,-98.44
GAS,40,071,21941,7.95,0.06,36.72,-97.09
WIND,40,007,892114,,,36.56,-100.67
WIND,40,073,1054669,,,36.1,-97.8
WIND,40,129,245536,,,35.54,-99.38
WIND,40,051,421207,,,35.29,-97.85
GAS,40,109,4308564,211.1,9.9,35.69,-97.23
COAL,40,079,1030739,1500.47,636.03,35.19,-94.65
GAS,40,143,280510,450.2,1.13,36,-95.96
HYDRO,40,135,483043,,,35.34,-94.78
WIND,40,071,549636,,,36.93,-97.43
WIND,40,049,43003,,,34.48,-97.36
WIND,40,075,590108,,,35.14,-99
OTHF,40,051,,,,34.7,-97.83
WIND,40,137,961817,,,34.68,-97.83
HYDRO,40,097,-86940,,,36.26,-95.1
WIND,40,043,790005,,,36.12,-98.99
WIND,40,043,384548,,,36.12,-98.99
GAS,40,133,1359814,936.17,4.62,34.97,-96.73
WIND,40,047,1023034,,,36.52,-98.03
WIND,40,059,90966,,,36.64,-99.5
COAL,40,103,3194686,2195.83,565.78,36.45,-97.05
GAS,40,015,633379,1063.95,2.52,35.1,-98.35
GAS,40,083,59539,10.36,0.24,35.74,-97.66
GAS,40,119,75897,966.29,1.14,36.16,-97.04
OIL,40,119,17,0.26,0.02,36.2,-97.07
WIND,40,151,408904,,,36.56,-98.75
WIND,40,043,216478,,,35.86,-98.97
GAS,40,121,4209584,556.22,10.35,34.68,-95.93
HYDRO,40,135,155696,,,35.6,-95.05
WIND,40,103,952950,,,36.55,-97.06
GAS,40,109,7501,23.06,0.03,35.41,-97.37
GAS,40,143,171446,315.35,0.73,36.12,-95.99
BIOMASS,40,113,18949,0,4.35,36.16,-96.19
SOLAR,40,051,6825,,,35.27,-97.85
GAS,40,027,0,0,0,35.21,-97.44
GAS,40,151,17885,236.45,0.28,36.65,-98.77
WIND,40,039,622588,,,35.51,-98.73
HYDRO,40,101,252860,,,35.55,-95.17
GAS,40,107,2592,18.02,0.01,35.32,-96.14
GAS,40,015,131701,242.64,2.57,35.08,-98.23
WIND,40,127,382472,,,34.59,-95.19
HYDRO,41,031,4188,,,44.53,-121.15
SOLAR,41,031,21906,,,44.68,-121.12
SOLAR,41,037,102254,,,42.17,-120.4
GAS,41,007,,,,46.16,-123.41
SOLAR,41,037,25418,,,43.32,-121
WIND,41,021,226513,,,45.72,-120.2
SOLAR,41,001,32377,,,44.7,-117.76
SOLAR,41,005,1911,,,45.27,-122.77
SOLAR,41,071,3792,,,45.08,-123.4
SOLAR,41,037,17876,,,42.18,-120.36
SOLAR,41,017,23196,,,44.06,-121.24
GAS,41,009,841643,568.68,6.21,46.17,-123.17
SOLAR,41,071,0,,,45.11,-123.23
HYDRO,41,017,636,,,44.06,-121.31
WIND,41,001,33258,,,44.37,-117.34
HYDRO,41,047,80093,,,44.75,-122.28
WIND,41,049,3968,,,45.66,-119.46
SOLAR,41,047,3191,,,44.97,-122.95
WIND,41,055,1116246,,,45.65,-120.6
BIOMASS,41,029,193300,386.59,44.11,42.44,-122.85
SOLAR,41,037,3232,,,42.18,-120.36
SOLAR,41,035,19655,,,42.39,-121.02
HYDRO,41,051,4010436,,,45.64,-121.94
SOLAR,41,005,3749,,,45.43,-122.29
SOLAR,41,005,0,,,45.38,-122.08
SOLAR,41,047,4330,,,45.15,-122.79
SOLAR,41,047,3356,,,44.98,-122.81
SOLAR,41,001,6462,,,44.47,-118.2
SOLAR,41,071,8284,,,45.1,-123.41
WIND,41,059,12806,,,45.7,-119.42
HYDRO,41,043,150461,,,44.29,-122.04
GAS,41,049,3027317,77.05,6.54,45.7,-119.81
SOLAR,41,047,3897,,,45.17,-122.91
HYDRO,41,035,0,,,42.17,-121.69
SOLAR,41,035,19346,,,42.61,-121.86
WIND,41,059,31704,,,45.88,-118.46
HYDRO,41,019,17986,,,43.25,-122.34
HYDRO,41,019,15352,,,43.27,-122.41
BIOMASS,41,003,42447,0,7.61,44.7,-123.22
BIOMASS,41,019,0,,,42.96,-123.36
BIOMASS,41,023,0,,,44.46,-118.72
SOLAR,41,005,3615,,,45.17,-122.47
WIND,41,059,103619,,,45.94,-118.59
WIND,41,021,97873,,,45.28,-120.28
HYDRO,41,027,14693,,,45.67,-121.52
HYDRO,41,039,80211,,,44.13,-122.24
BIOMASS,41,047,64989,278.75,4.49,45.05,-122.96
GAS,41,049,1728811,154.44,6.28,45.85,-119.67
GAS,41,049,1533635,1555.66,16.32,45.85,-119.67
HYDRO,41,065,42397,,,45.61,-121.14
SOLAR,41,005,3900,,,45.27,-122.33
SOLAR,41,071,3564,,,45.17,-123.14
HYDRO,41,047,192734,,,44.72,-122.25
HYDRO,41,039,56530,,,43.92,-122.81
BIOMASS,41,019,143094,168.58,12.12,43.09,-123.42
HYDRO,41,039,5463,,,43.79,-122.96
BIOMASS,41,019,19049.83,13.48,1.52,43.29,-123.36
SOLAR,41,047,3363,,,44.97,-122.8
BIOMASS,41,029,20724,0,4.44,42.38,-122.77
SOLAR,41,005,3207,,,45.43,-122.29
WIND,41,001,29246,,,44.35,-117.32
BIOMASS,41,067,11246,253.46,0.4,45.4,-122.77
SOLAR,41,005,19616,,,45.35,-122.35
HYDRO,41,029,13418,,,42.51,-122.76
SOLAR,41,029,15449,,,42.4,-122.83
HYDRO,41,035,0,,,42.22,-121.8
SOLAR,41,031,22281,,,44.62,-121.21
WIND,41,061,344536,,,45.09,-117.82
WIND,41,059,146035,,,45.94,-118.59
BIOMASS,41,043,54504,22.11,3.71,44.77,-122.61
HYDRO,41,043,14287,,,44.4,-122.35
HYDRO,41,005,-273,,,45.27,-122.32
BIOMASS,41,049,38951,0,6.8,45.69,-119.61
SOLAR,41,005,18746,,,45.35,-122.25
HYDRO,41,019,12240,,,43.27,-122.45
SOLAR,41,037,25449,,,43.32,-121
SOLAR,41,037,24710,,,43.39,-120.96
HYDRO,41,043,62790,,,44.41,-122.67
WIND,41,059,18171,,,45.73,-119.42
WIND,41,049,22096,,,45.64,-119.45
WIND,41,059,124422,,,46.01,-118.82
HYDRO,41,019,2517,,,42.85,-123.18
SOLAR,41,037,24940,,,42.16,-120.4
BIOMASS,41,041,0,0,0,44.61,-123.93
BIOMASS,41,007,151247,68.52,144.26,46.15,-123.41
SOLAR,41,053,3726,,,45.05,-123.61
HYDRO,41,043,200027,,,44.45,-122.55
HYDRO,41,029,22265,,,42.12,-122.55
SOLAR,41,047,1980,,,44.88,-122.94
SOLAR,41,045,13235,,,43.94,-117.38
WIND,41,055,223157,,,45.52,-120.57
HYDRO,41,063,1408617,,,45.24,-116.7
GAS,41,059,2823007,150.95,6.33,45.8,-119.37
GAS,41,059,4341072,242.82,9.52,45.79,-119.31
HYDRO,41,039,103336,,,43.71,-122.42
WIND,41,021,621213,,,45.59,-120.01
SOLAR,41,045,14780,,,44.15,-117
SOLAR,41,047,3685,,,45.13,-122.9
BIOMASS,41,039,95017,30.75,100.47,44.06,-122.96
WIND,41,001,30332,,,44.43,-117.27
HYDRO,41,035,154397,,,42.09,-122.07
HYDRO,41,055,7332619.01,,,45.72,-120.69
HYDRO,41,017,10930,,,44.14,-121.27
SOLAR,41,047,3907,,,45.08,-122.9
GAS,41,035,3055409.73,141.47,6.82,42.17,-121.81
SOLAR,41,035,6550,,,42.18,-121.76
GAS,41,035,52600,6.27,0.17,42.17,-121.81
WIND,41,055,50165,,,45.56,-120.55
WIND,41,055,265766,,,45.57,-120.59
WIND,41,055,853185,,,45.58,-120.5
SOLAR,41,047,3895,,,45.02,-122.92
HYDRO,41,043,4131,,,44.6,-122.69
HYDRO,41,039,,,,44.1,-122.69
WIND,41,021,293641,,,45.65,-120.21
WIND,41,021,443193,,,45.65,-120.26
HYDRO,41,019,83259,,,43.36,-122.25
HYDRO,41,019,101281,,,43.28,-122.4
WIND,41,001,6309,,,44.4,-117.27
HYDRO,41,039,197115,,,43.92,-122.75
HYDRO,41,029,193888,,,42.67,-122.68
HYDRO,41,059,4336640,,,45.94,-119.3
BIOMASS,41,029,,,,42.36,-122.9
HYDRO,41,045,3460,,,43.77,-117.16
HYDRO,41,027,21077,,,45.48,-121.6
SOLAR,41,067,4608,,,45.57,-123.05
SOLAR,41,071,3893,,,45.17,-123.14
SOLAR,41,013,113989,,,44.15,-120.53
SOLAR,41,005,3052,,,45.17,-122.62
WIND,41,021,528639,,,45.59,-120.09
SOLAR,41,045,7016,,,43.95,-117.07
SOLAR,41,005,4270,,,45.13,-122.61
GEOTHERMAL,41,045,182841,0,0,44.02,-117.47
HYDRO,41,005,167166,,,45.24,-122.28
WIND,41,021,569666,,,45.73,-120.08
SOLAR,41,017,22252,,,44.07,-121.23
SOLAR,41,035,9640,,,42.7,-121.61
SOLAR,41,059,11454,,,45.92,-119.34
HYDRO,41,005,-728,,,45.12,-122.07
SOLAR,41,035,10439,,,42.2,-121.05
SOLAR,41,067,3948,,,45.47,-123.13
SOLAR,41,045,7135,,,44.11,-117.03
HYDRO,41,031,20028,,,44.49,-121.3
SOLAR,41,045,22861,,,43.8,-117.07
SOLAR,41,029,19636,,,42.54,-122.78
SOLAR,41,035,24658,,,42.02,-121.42
SOLAR,41,035,19420,,,42.03,-121.61
SOLAR,41,037,24846,,,42.21,-120.37
SOLAR,41,035,26161,,,42.24,-121.59
WIND,41,049,15050,,,45.38,-119.33
WIND,41,049,14648,,,45.38,-119.33
WIND,41,049,14345,,,45.38,-119.33
WIND,41,049,14794,,,45.38,-119.33
SOLAR,41,051,1850,,,45.53,-122.66
GAS,41,003,42995,31.16,0.27,44.56,-123.29
WIND,41,059,26209,,,45.71,-119.4
SOLAR,41,035,2708,,,42.25,-121.79
SOLAR,41,003,1578,,,44.57,-123.32
SOLAR,41,017,22713,,,44.06,-121.23
SOLAR,41,037,10121,,,43.24,-120.49
HYDRO,41,045,10200,,,43.64,-117.24
HYDRO,41,001,685996,,,44.97,-116.84
WIND,41,049,19285,,,45.65,-119.49
GEOTHERMAL,41,037,0,,,42.7,-120.56
SOLAR,41,071,4136,,,45.18,-123.1
WIND,41,055,30203,,,45.61,-120.62
WIND,41,021,225159,,,45.71,-120.13
HYDRO,41,031,295218,,,44.69,-121.23
HYDRO,41,027,7191,,,45.67,-121.55
HYDRO,41,051,37893,,,45.48,-122.08
HYDRO,41,005,31687,,,45.45,-122.15
SOLAR,41,047,3666,,,45.09,-122.77
GAS,41,009,2918641,82.97,16.2,46.18,-123.17
GAS,41,009,825327,9043.12,11.43,46.18,-123.17
BIOMASS,41,057,0,,,45.41,-123.8
SOLAR,41,013,93632,,,44.16,-120.52
HYDRO,41,029,4727,,,42.73,-122.52
HYDRO,41,029,153144,,,42.73,-122.51
HYDRO,41,029,10632,,,42.73,-122.42
HYDRO,41,029,981,,,42.73,-122.52
WIND,41,001,30931,,,44.42,-117.26
SOLAR,41,047,3967,,,44.86,-123.01
SOLAR,41,045,10388,,,44,-117.1
SOLAR,41,071,472,,,45.09,-123.42
SOLAR,41,025,23732,,,43.56,-119.69
HYDRO,41,005,79567,,,45.3,-122.35
BIOMASS,41,071,28526,0,6,45.17,-123.25
SOLAR,41,037,25235,,,43.4,-120.93
BIOMASS,41,019,9496,0,1.52,43.19,-123.38
HYDRO,41,031,748182,,,44.61,-121.28
OTHF,41,047,-276,,,44.92,-123.02
WIND,41,049,24845,,,45.64,-119.48
BIOMASS,41,039,119942,80.85,15.55,44.12,-123.18
SOLAR,41,047,3845,,,44.83,-122.95
BIOMASS,41,039,,,,44.18,-123.2
BIOMASS,41,039,17685,0,4.56,43.96,-123
SOLAR,41,047,3587,,,45.01,-122.81
HYDRO,41,017,15033,,,44.03,-121.33
HYDRO,41,019,37049,,,43.29,-122.47
HYDRO,41,019,31580,,,43.31,-122.5
SOLAR,41,013,126033,,,44.18,-120.92
WIND,41,021,622783,,,45.71,-120.08
HYDRO,41,035,822,,,42.5,-120.99
SOLAR,41,005,3337,,,45.42,-122.33
SOLAR,41,005,3649,,,45.1,-122.66
SOLAR,41,005,2934,,,45.18,-122.59
SOLAR,41,047,3798,,,45.14,-122.9
SOLAR,41,047,3309,,,44.99,-122.94
SOLAR,41,047,3701,,,45.12,-122.79
SOLAR,41,047,4046,,,45.25,-122.81
SOLAR,41,047,4182,,,45.12,-122.94
WIND,41,055,236569,,,45.51,-120.48
SOLAR,41,025,23029,,,43.5,-119.15
SOLAR,41,053,4145,,,45.07,-123.47
HYDRO,41,005,37004,,,45.08,-121.89
HYDRO,41,005,108601.01,,,45.35,-122.62
SOLAR,41,005,4033,,,45.35,-122.43
SOLAR,41,047,3853,,,44.97,-122.78
SOLAR,41,047,3269,,,45.27,-122.82
SOLAR,41,071,4657,,,45.1,-123.52
SOLAR,41,005,3495,,,45.46,-122.29
SOLAR,41,071,4724,,,45.08,-123.4
SOLAR,41,005,4652,,,45.14,-122.65
SOLAR,41,025,25280,,,43.56,-119.69
HYDRO,41,065,5965530,,,45.61,-121.13
SOLAR,41,005,3962,,,45.13,-122.62
WIND,41,049,22869,,,45.68,-119.94
GAS,41,049,36313,267.73,0.31,45.71,-119.9
SOLAR,41,045,22539,,,43.93,-116.99
SOLAR,41,005,3121,,,45.38,-122.27
HYDRO,41,005,0,,,45.37,-121.76
HYDRO,41,019,144207,,,43.27,-122.45
SOLAR,41,017,19115,,,44.19,-121.23
HYDRO,41,045,6262,,,43.64,-117.23
GAS,41,039,585.03,2.87,0.22,44.05,-123.07
SOLAR,41,045,22641,,,43.97,-117.26
SOLAR,41,045,5919,,,44.16,-117.44
SOLAR,41,053,3818,,,45.03,-123.09
WIND,41,059,68658,,,45.94,-118.66
WIND,41,059,303659,,,45.9,-118.59
WIND,41,049,7640,,,45.65,-119.46
HYDRO,41,063,3080,,,45.27,-117.21
HYDRO,41,039,51100,,,44.07,-122.84
WIND,41,059,17059,,,45.7,-119.41
HYDRO,41,031,58220,,,44.72,-121.25
BIOMASS,41,021,93619,0,18.78,45.57,-120.3
SOLAR,41,025,23561,,,43.5,-119.15
WIND,41,021,219421,,,45.68,-120.32
WIND,41,049,341609,,,45.56,-119.63
WIND,41,049,713534,,,45.56,-119.63
SOLAR,41,047,3721,,,45.14,-122.8
WIND,41,049,177371,,,45.65,-119.99
WIND,41,001,33350,,,44.38,-117.27
BIOMASS,41,047,6732,127.99,0.2,45.01,-123.05
SOLAR,41,035,16995,,,42.24,-121.58
SOLAR,41,055,22800,,,45.58,-120.6
SOLAR,41,071,1006,,,45.11,-123.28
SOLAR,42,091,1303,,,40.14,-75.19
HYDRO,42,005,87485,,,40.9,-79.48
HYDRO,42,005,98183,,,40.96,-79.55
HYDRO,42,005,41604,,,40.72,-79.58
HYDRO,42,005,40778,,,40.68,-79.67
WIND,42,021,196306,,,40.38,-78.58
BIOMASS,42,081,23487,0,4.2,41.15,-76.92
GAS,42,015,36380,440.06,0.52,41.66,-76.81
SOLAR,42,029,1345,,,39.96,-75.66
WIND,42,117,236583,,,41.76,-76.86
GAS,42,005,1089577,171.61,3.49,40.64,-79.35
GAS,42,015,41568,440.98,0.53,41.61,-76.84
SOLAR,42,007,1319,,,40.69,-80.32
NUCLEAR,42,007,14381396,,,40.62,-80.43
HYDRO,42,007,5384,,,40.74,-80.32
GAS,42,095,3497080,76.15,8.45,40.62,-75.31
WIND,42,105,255122,,,41.87,-77.67
GAS,42,011,3465083,72.43,6.96,40.27,-75.8
GAS,42,117,543,1.83,0.02,41.71,-77.08
BIOMASS,42,055,41851,0,7.98,39.96,-77.56
BIOMASS,42,107,47152,0,14.99,40.67,-76.38
COAL,42,133,2518536,3296.76,3644.12,40.1,-76.7
GAS,42,003,23463,6.2,0.1,40.46,-80.04
GAS,42,119,38173,31.57,0.33,40.96,-76.88
WIND,42,021,124987,,,40.3,-78.69
SOLAR,42,041,1,,,40.21,-77.21
WIND,42,111,87926,,,39.85,-79.14
GAS,42,055,186798,73.76,0.59,39.87,-77.69
OIL,42,029,94,0.74,0.26,39.83,-75.38
GAS,42,045,178059,141.06,1.46,39.84,-75.36
WIND,42,013,88177,,,40.52,-78.48
COAL,42,003,1379392,1069.45,1727.91,40.54,-79.79
COAL,42,021,643626,615.29,2333.52,40.55,-78.8
COAL,42,063,7263164,5506.5,2887.83,40.38,-79.06
HYDRO,42,129,46861,,,40.46,-79.37
BIOMASS,42,045,589304,1151.31,71.88,39.83,-75.39
BIOMASS,42,091,204686,594.45,15.25,40.1,-75.31
GAS,42,021,7899201,142.78,6.98,40.41,-78.86
SOLAR,42,095,2505,,,40.76,-75.24
OIL,42,017,4895,19.92,6.82,40.08,-74.89
BIOMASS,42,041,47452,0,9.2,40.14,-77.51
BIOMASS,42,071,39086,0,6.19,40.09,-76.18
OIL,42,101,202,2.83,0.98,39.97,-75.13
SOLAR,42,041,4590,,,40.2,-77.22
BIOMASS,42,047,205504,175.45,211.71,41.49,-78.68
GAS,42,027,53208,42.07,0.43,40.81,-77.85
COAL,42,021,231799,140.38,1022.14,40.46,-78.75
GAS,42,003,29246,41.44,0.43,40.44,-79.99
GAS,42,045,16473,7.74,0.09,39.86,-75.32
SOLAR,42,071,2937,,,40.15,-76.58
SOLAR,42,055,27352,,,39.8,-77.81
GAS,42,017,7460496,191.23,15.62,40.15,-74.74
GAS,42,055,2101,27.49,0.03,39.94,-77.66
OIL,42,017,187,1.63,0.57,40.18,-74.79
GAS,42,051,4987665,126.3,10.61,39.86,-79.92
SOLAR,42,075,4872,,,40.43,-76.57
WIND,42,111,58746,,,40.09,-78.86
BIOMASS,42,071,18207,0,3.24,39.96,-76.44
GAS,42,051,165826,65.76,0.53,39.75,-79.84
OIL,42,085,3463,202.09,18.24,41.17,-80.11
BIOMASS,42,001,,,,39.95,-77.13
COAL,42,107,583476,268.58,553.3,40.79,-76.2
BIOMASS,42,111,10545,0,1.98,40.01,-79.04
BIOMASS,42,075,13164,0,2.39,40.37,-76.49
GAS,42,101,961186,92.09,1.54,39.94,-75.19
BIOMASS,42,095,35344,0,11.67,40.86,-75.26
OTHF,42,111,-3063,,,39.85,-79.07
SOLAR,42,133,2273,,,40.04,-76.74
OIL,42,001,172,2.31,0.8,39.91,-76.99
GAS,42,015,6077702,130.01,12.28,41.77,-76.39
GAS,42,081,5855248.3,118.77,11.63,41.18,-76.84
GAS,42,121,30643,183.53,0.23,41.29,-79.81
BIOMASS,42,043,112433,0.07,6.12,40.24,-76.85
OTHF,42,079,-12560,,,40.95,-76.05
GAS,42,079,39499,24.87,0.15,40.93,-76.04
GAS,42,075,4394625,220.48,9.76,40.35,-76.37
GAS,42,073,6372360.1,136.26,12.98,40.99,-80.43
WIND,42,021,172711,,,40.32,-78.68
GAS,42,059,1891898,23.28,3.69,39.89,-79.94
HYDRO,42,071,1112144,,,39.83,-76.33
COAL,42,063,4436636,3144.21,4735.68,40.51,-79.2
GAS,42,109,7540537,158.61,15.72,40.84,-76.83
SOLAR,42,129,1500,,,40.22,-79.65
GAS,42,079,303345,14.09,0.76,41.2,-76.07
GAS,42,079,34871,14.95,0.1,41.2,-76.07
GAS,42,001,30950,70.21,0.73,39.87,-77.16
GAS,42,001,5707527,93.96,12.14,39.87,-77.17
SOLAR,42,091,1012,,,40.1,-75.31
GAS,42,063,19923,159.16,0.18,40.61,-79.16
GAS,42,101,2958,37.49,0.04,40.07,-74.98
GAS,42,013,0,,,40.53,-78.38
COAL,42,005,7415689,5481.27,17012.78,40.66,-79.34
SOLAR,42,071,7501,,,39.86,-76.22
SOLAR,42,041,4130,,,40.03,-77.23
BIOMASS,42,071,21028,0,4.24,40.09,-76.15
GAS,42,069,10555322,193.01,20.8,41.47,-75.54
HYDRO,42,051,71190,,,39.72,-79.86
BIOMASS,42,049,32226,0,6.57,42.06,-80.02
BIOMASS,42,071,191866,549.61,3.3,40.07,-76.64
BIOMASS,42,071,17157,0,4.25,40.11,-75.95
WIND,42,081,157969,,,41.53,-77.03
GAS,42,045,4176256,158.1,9.14,39.86,-75.34
NUCLEAR,42,091,19309328,,,40.22,-75.59
SOLAR,42,101,2921,,,39.9,-75.17
WIND,42,107,55692,,,40.86,-76.13
WIND,42,107,190294,,,40.84,-76.15
SOLAR,42,029,1875,,,39.87,-75.67
WIND,42,111,99499,,,39.88,-78.92
GAS,42,095,4264758,130.44,9.14,40.8,-75.11
BIOMASS,42,081,13699,0,2.78,41.15,-76.92
HYDRO,42,005,11380,,,40.92,-79.28
GAS,42,045,5247995,186.61,10.71,39.81,-75.42
SOLAR,42,029,1365,,,39.88,-75.83
SOLAR,42,071,1536,,,40.11,-76.06
OIL,42,095,355764,204.03,18.65,40.8,-75.11
SOLAR,42,107,1030,,,40.64,-76.61
WIND,42,131,381512,,,41.42,-76.05
SOLAR,42,091,0,,,40.22,-75.28
GAS,42,091,293260.5,34.06,0.45,40.22,-75.3
OTHF,42,111,-4380,,,39.79,-79
WIND,42,111,48440,,,39.79,-79
SOLAR,42,017,3568,,,40.15,-74.78
SOLAR,42,095,4537,,,40.74,-75.28
GAS,42,015,37694,461.62,0.55,41.89,-76.58
WIND,42,111,15050,,,39.91,-79.39
COAL,42,093,1260335,648.86,2048.95,41.07,-76.67
BIOMASS,42,011,5478,0,0.9,40.17,-75.91
SOLAR,42,011,1766,,,40.15,-75.87
OIL,42,091,2683,17.61,6.07,40.24,-75.62
GAS,42,071,0,,,40.11,-76.48
OIL,42,041,3710,24.41,3.57,40.12,-77.17
BIOMASS,42,055,32260.99,0,6.22,39.8,-77.79
GAS,42,079,7252858,144.83,14.44,41.11,-76.16
COAL,42,097,2072,0.67,4.07,40.81,-76.45
HYDRO,42,071,-521656,,,39.81,-76.3
GAS,42,101,5491,68.48,0.08,39.89,-75.19
GAS,42,073,297629,125.84,1.1,40.94,-80.37
GAS,42,101,11813,5.36,0.1,40.01,-75.05
WIND,42,013,142983,,,40.44,-78.54
OIL,42,091,,,,40.2,-75.32
COAL,42,095,62055,47.11,40.49,40.69,-75.48
BIOMASS,42,015,10045,0,1.9,41.78,-76.63
GAS,42,011,4424890,98.3,9.28,40.42,-75.94
GAS,42,055,11795,143.21,0.17,39.91,-77.67
OIL,42,001,35,1.84,0.63,39.84,-77.35
GAS,42,131,42742,505.35,0.6,41.61,-75.87
SOLAR,42,025,12335,,,40.86,-75.85
SOLAR,42,025,12333,,,40.86,-75.85
COAL,42,025,127227,106.35,101.97,40.86,-75.88
WIND,42,021,76671,,,40.63,-78.7
GAS,42,043,5010,52.26,0.06,40.27,-76.88
NUCLEAR,42,133,22268244,,,39.76,-76.27
GAS,42,069,168068,0,0,41.49,-75.54
BIOMASS,42,017,,,,40.15,-74.77
SOLAR,42,003,1877,,,40.48,-80.25
