Fuel,st_id,cnt_id,Annual_generation,Nox_emissions,SO2_emissions,Latitude,Longitude
COAL,19,179,4175485,1458.66,1506.66,41.1,-92.56
HYDRO,19,179,8397,,,41.02,-92.41
WIND,19,147,1417956,,,43.21,-94.55
OIL,19,077,41,0.63,0.06,41.69,-94.37
OIL,19,125,528,9.13,0.83,41.41,-92.94
WIND,19,131,783812,,,43.48,-92.61
GAS,19,153,12869,21.32,2.52,41.56,-93.52
WIND,19,151,183891,,,42.57,-94.66
GAS,19,187,21436.03,10.93,0.22,42.32,-94.29
GAS,19,079,22089,10.91,0.21,42.33,-93.66
GAS,19,003,20711,10.67,0.21,40.97,-94.8
GAS,19,195,14538,7.3,0.14,43.29,-93.39
WIND,19,151,940299,,,42.58,-94.75
COAL,19,113,82885,158.77,273.32,41.94,-91.64
WIND,19,123,592367,,,41.44,-92.7
GAS,19,097,22,1,0.03,42.05,-90.39
OIL,19,141,0,,,43.09,-95.63
HYDRO,19,125,33878,,,41.37,-92.98
WIND,19,161,480546,,,42.36,-95.23
WIND,19,073,124561,,,42.01,-94.24
GAS,19,153,261,4.14,0.04,41.59,-93.62
GAS,19,163,0,0,0,41.54,-90.45
OIL,19,119,214,3.44,0.31,43.43,-96.17
OIL,19,067,12,0.17,0.02,43.05,-92.95
WIND,19,195,4978,,,43.3,-93.28
WIND,19,029,1095296,,,41.2,-94.77
OIL,19,111,120847,76.82,5.99,40.39,-91.39
WIND,19,029,6258,,,41.37,-94.75
WIND,19,161,13905,,,42.42,-95
WIND,19,089,265076,,,43.45,-92.28
OIL,19,145,308,5.43,0.48,40.77,-95.38
OIL,19,143,67,0.75,0.07,43.4,-95.75
OIL,19,143,98,0.89,0.08,43.41,-95.73
WIND,19,001,4316,,,41.29,-94.49
OIL,19,017,52,0.83,0.08,42.73,-92.47
OIL,19,043,42,0.68,0.06,42.71,-91.55
WIND,19,175,607522,,,41.11,-94.47
OIL,19,041,0,,,43.14,-95.14
GAS,19,127,467,18.01,0.58,42.02,-93.16
WIND,19,021,98349,,,42.69,-95.41
WIND,19,021,153814,,,42.84,-95.41
OIL,19,169,893,14.78,1.27,42.19,-93.6
WIND,19,169,5235,,,42.21,-93.6
SOLAR,19,043,2143,,,42.68,-91.55
COAL,19,013,14544,38.55,25.57,42.53,-92.44
OIL,19,077,2,0.07,0.01,41.5,-94.32
GAS,19,175,56313,1.85,0,41.11,-94.35
OIL,19,017,498,8.31,0.8,42.85,-92.1
GAS,19,153,8935,27.12,0.06,41.67,-93.68
OIL,19,031,350,5.65,0.51,41.77,-91.13
WIND,19,195,40004,,,43.36,-93.32
OIL,19,171,103,3.79,0.34,42.18,-92.47
OIL,19,171,58,2.92,0.26,42.19,-92.46
OIL,19,171,-104,0.01,0,42.19,-92.47
WIND,19,171,5510,,,42.16,-92.44
WIND,19,131,634319,,,43.43,-92.84
COAL,19,103,4123.68,2,1.42,41.66,-91.54
GAS,19,013,15829,4.89,0.09,42.51,-92.46
WIND,19,041,869137,,,43.21,-95.35
WIND,19,157,10748,,,41.74,-92.67
WIND,19,027,384086,,,42.12,-95.13
WIND,19,127,488854,,,42.16,-92.78
OIL,19,137,27,0.47,0.04,40.93,-94.99
GAS,19,011,701,24.33,1.15,42.17,-92.02
WIND,19,155,532182,,,41.45,-95.24
COAL,19,155,6362848,5044.21,7629.87,41.18,-95.84
SOLAR,19,115,199819,,,41.15,-91.18
OIL,19,019,0,,,42.48,-91.89
OIL,19,013,444,7.25,0.64,42.51,-92.35
WIND,19,017,5664,,,42.73,-92.47
OIL,19,017,617,9.8,0.81,42.73,-92.47
OIL,19,079,3372,19.4,6.64,42.47,-93.81
WIND,19,075,473983,,,42.39,-92.97
OIL,19,147,345,7.54,0.73,42.96,-94.45
OIL,19,151,0,,,42.73,-94.66
SOLAR,19,061,5200,,,42.49,-90.79
OIL,19,139,628,4.17,1.24,41.57,-91.26
OIL,19,047,149,2.25,0.21,42.02,-95.36
WIND,19,069,820051,,,42.77,-93.42
WIND,19,069,393082,,,42.63,-93.21
OIL,19,139,83.3,1.24,0.11,41.59,-91.02
WIND,19,001,4584,,,41.47,-94.34
WIND,19,195,4107,,,43.38,-93.22
WIND,19,189,59042,,,43.32,-93.77
OIL,19,121,83,1.16,0.1,41.34,-94.01
WIND,19,029,5472,,,41.39,-94.88
WIND,19,001,4770,,,41.39,-94.44
HYDRO,16,017,193122,,,48.18,-117
GAS,16,027,48875.39,22.43,0.44,43.61,-116.58
GAS,16,083,37797.41,29.7,27.47,42.53,-114.43
HYDRO,16,077,251488,,,42.78,-112.88
SOLAR,16,077,45392,,,42.82,-112.75
SOLAR,16,077,46786,,,42.82,-112.75
HYDRO,16,039,99503,,,43.36,-115.45
HYDRO,16,039,38201,,,43.6,-115.92
HYDRO,16,043,29846,,,44.08,-111.5
BIOMASS,16,005,12191,0,2.04,42.79,-112.37
HYDRO,16,001,4064,,,43.56,-116.12
WIND,16,039,41265,,,43.05,-115.48
GAS,16,039,354344,151.11,1.16,43.15,-115.67
BIOMASS,16,047,9758,233.24,0.33,42.87,-114.79
HYDRO,16,033,12336,,,44.03,-112.72
HYDRO,16,045,58943,,,43.93,-116.44
HYDRO,16,047,4481,,,42.7,-114.82
HYDRO,16,047,302895,,,42.91,-115.07
HYDRO,16,001,4409,,,43.54,-116.09
HYDRO,16,087,1543109,,,44.84,-116.9
WIND,16,031,64325,,,42.49,-113.93
HYDRO,16,053,28075,,,42.56,-114.06
GAS,16,065,38682,30.96,0.32,43.82,-111.79
HYDRO,16,073,363276,,,42.94,-115.98
HYDRO,16,017,1002923,,,48.08,-116.05
WIND,16,039,71031,,,42.81,-115.05
BIOMASS,16,047,7117,151.6,0.21,42.72,-114.62
HYDRO,16,085,26262,,,44.53,-116.05
WIND,16,083,41338,,,42.87,-115.02
WIND,16,083,18982,,,42.84,-115.04
HYDRO,16,043,6197,,,44.02,-111.58
HYDRO,16,019,40101,,,43.49,-112.05
HYDRO,16,047,17030,,,42.67,-114.78
BIOMASS,16,069,398671,209.89,439.78,46.42,-116.98
SOLAR,16,083,2600,,,42.54,-114.41
WIND,16,039,52699,,,43.03,-115.4
HYDRO,16,083,9442,,,42.62,-114.5
WIND,16,039,60714,,,43.06,-115.45
HYDRO,16,063,14224,,,42.84,-114.27
HYDRO,16,023,3335,,,44.03,-112.72
HYDRO,16,035,1482062,,,46.51,-116.3
HYDRO,16,049,2545,,,45.22,-116.32
GAS,16,039,484314,112.11,1.6,43.18,-115.73
HYDRO,16,043,37295,,,44.06,-111.35
HYDRO,16,027,3040,,,43.63,-116.9
HYDRO,16,081,22418,,,43.91,-111.28
BIOMASS,16,055,13736,0,3,47.53,-116.93
HYDRO,16,035,3276,,,46.38,-115.95
WIND,16,047,26569,,,42.86,-114.95
HYDRO,16,019,110764,,,43.42,-112.1
WIND,16,031,35057,,,42.44,-113.93
WIND,16,019,371528,,,43.47,-111.84
HYDRO,16,029,63239,,,42.54,-111.79
SOLAR,16,039,189660,,,42.99,-116.09
WIND,16,039,59701,,,43.01,-115.46
HYDRO,16,053,24136,,,42.61,-114.09
HYDRO,16,053,4460,,,42.76,-114.4
BIOMASS,16,001,25314,0,4.06,43.7,-116.27
WIND,16,083,93650,,,42.88,-115.04
WIND,16,019,175122,,,43.39,-111.73
HYDRO,16,015,37741,,,43.9,-116.24
SOLAR,16,001,94415,,,43.44,-116.33
HYDRO,16,043,12372,,,44.42,-111.4
BIOMASS,16,051,0,,,43.63,-112.28
HYDRO,16,047,2936,,,42.95,-114.8
GAS,16,075,1927107,44.84,4.02,43.9,-116.82
HYDRO,16,029,3992,,,42.6,-111.71
HYDRO,16,083,4967,,,42.65,-114.89
HYDRO,16,083,4972,,,42.63,-114.66
HYDRO,16,013,125,,,43.43,-114.03
HYDRO,16,083,3065,,,42.48,-114.38
HYDRO,16,047,92940,,,42.87,-114.91
HYDRO,16,019,30058,,,43.47,-112.06
HYDRO,16,019,10326,,,43.47,-112.06
HYDRO,16,047,200329,,,42.84,-114.9
HYDRO,16,001,221668,,,43.53,-116.06
HYDRO,16,013,0,,,43.25,-114.36
WIND,16,039,58038,,,43.05,-115.41
HYDRO,16,053,2570,,,42.64,-114.56
HYDRO,16,005,3981,,,42.63,-112.15
HYDRO,16,001,5770,,,43.49,-116.36
WIND,16,019,305296,,,43.52,-111.8
HYDRO,16,053,5388,,,42.74,-114.16
BIOMASS,16,031,18334,0,2.67,42.47,-114
WIND,16,031,58962,,,42.46,-114.02
HYDRO,16,031,34722,,,42.53,-114.04
HYDRO,16,067,92641,,,42.67,-113.48
HYDRO,16,041,5630,,,42.26,-111.67
HYDRO,16,001,3966,,,43.46,-116.47
WIND,16,039,34615,,,43.03,-115.47
HYDRO,16,021,24612,,,48.73,-116.18
SOLAR,16,039,47447,,,43.13,-115.75
SOLAR,16,073,43897,,,43.21,-116.44
HYDRO,16,047,4016,,,43.05,-114.56
HYDRO,16,063,2989,,,42.95,-114.46
HYDRO,16,041,27399,,,42.27,-111.75
SOLAR,16,001,46297,,,43.47,-116.29
WIND,16,083,41189,,,42.84,-114.99
HYDRO,16,019,595897,,,43.33,-111.21
WIND,16,083,67718,,,42.83,-115.01
WIND,16,083,35397,,,42.8,-115
BIOMASS,16,009,35127,12.31,2.46,47.33,-116.89
HYDRO,16,055,65021,,,47.7,-116.95
WIND,16,077,66127,,,42.74,-112.75
WIND,16,077,60838,,,42.7,-112.76
GEOTHERMAL,16,031,92941,0,0,42.1,-113.38
GAS,16,055,182100,44.01,0.57,47.8,-116.87
GAS,16,055,1822638,75.55,3.86,47.79,-116.92
BIOMASS,16,083,9614,255.74,0.37,42.5,-114.62
HYDRO,16,083,9136,,,42.63,-114.54
HYDRO,16,083,2346,,,42.62,-114.53
WIND,16,077,276092,,,42.67,-112.9
WIND,16,039,54992,,,43.04,-115.44
HYDRO,16,053,24908,,,42.59,-114.07
OIL,16,059,26,0.49,0.05,45.18,-113.89
WIND,16,083,66230,,,42.68,-114.99
WIND,16,039,54175,,,42.98,-115.39
HYDRO,16,053,53470,,,42.6,-114.4
SOLAR,16,039,48375,,,43.29,-115.96
OTHF,16,005,61911,,,42.91,-112.53
HYDRO,16,021,86367,,,48.96,-116.56
HYDRO,16,029,15498,,,42.64,-111.7
HYDRO,16,083,26273,,,42.49,-114.31
HYDRO,16,001,107811,,,43.24,-116.38
BIOMASS,16,003,13510,9.3,0.99,44.95,-116.39
HYDRO,16,047,53195,,,42.74,-114.84
WIND,16,083,34327,,,42.87,-114.97
WIND,16,083,32392,,,42.84,-114.97
WIND,16,083,33159,,,42.89,-115.02
HYDRO,16,083,43071,,,42.59,-114.36
WIND,16,039,61349,,,43.03,-115.48
HYDRO,16,047,54057,,,42.86,-114.89
HYDRO,16,019,42194,,,43.55,-112.05
HYDRO,16,083,78586,,,42.77,-114.92
HYDRO,16,083,64880,,,42.77,-114.91
HYDRO,16,053,26835,,,42.63,-114.17
WIND,16,019,168800,,,43.42,-111.83
WIND,16,083,58529,,,42.77,-114.99
GAS,17,141,203,0.59,0.01,41.91,-89.05
SOLAR,17,177,3811,,,42.34,-89.63
GAS,17,177,39185,25.66,0.33,42.36,-89.8
SOLAR,17,163,0,,,38.49,-90.01
SOLAR,17,091,3860,,,41.19,-87.67
WIND,17,011,14008,,,41.3,-89.62
SOLAR,17,031,162,,,41.92,-87.86
SOLAR,17,111,,,,42.4,-88.5
GAS,17,171,55749,29.76,0.25,39.57,-90.44
OIL,17,049,235,3.83,0.34,39.07,-88.76
SOLAR,17,197,0,,,41.67,-88.12
SOLAR,17,183,0,,,40.1,-87.65
SOLAR,17,085,3350,,,42.44,-90.18
COAL,17,115,1085111,298.68,16199.95,39.87,-88.89
GAS,17,043,32051,55.44,0.58,41.72,-87.97
GAS,17,043,774176,220.77,2.35,41.82,-88.23
OIL,17,195,215,3.5,0.31,41.78,-89.69
COAL,17,157,6885339,2557.26,2226.63,38.21,-89.85
BIOMASS,17,197,5515,0,1.92,41.38,-87.64
WIND,17,123,64008,,,40.96,-89.09
WIND,17,011,309392,,,41.6,-89.46
GAS,17,143,50554,4.38,0.54,40.68,-89.6
WIND,17,073,611289,,,41.22,-90.12
WIND,17,073,283161,,,41.23,-90.17
WIND,17,073,434331,,,41.21,-90.28
WIND,17,105,522403,,,41.14,-88.53
WIND,17,105,247226,,,41.15,-88.62
WIND,17,105,910809,,,40.66,-88.4
SOLAR,17,195,3984,,,41.77,-89.84
NUCLEAR,17,197,19474347,,,41.24,-88.23
OIL,17,027,791,14.25,1.38,38.61,-89.52
WIND,17,113,702191,,,40.7,-88.7
WIND,17,009,2871,,,39.97,-90.7
OIL,17,109,41,0.65,0.06,40.55,-90.51
NUCLEAR,17,141,19969652,,,42.07,-89.28
WIND,17,183,781336,,,40.21,-87.88
GAS,17,031,19348,15.53,0.12,41.68,-87.56
WIND,17,175,408648,,,41.09,-89.64
WIND,17,109,580725,,,40.59,-90.75
OIL,17,027,504,8.3,0.75,38.61,-89.36
OIL,17,193,196,3.06,0.27,38.1,-88.16
OIL,17,023,251,3.73,0.34,39.31,-87.99
SOLAR,17,197,,,,41.33,-87.61
SOLAR,17,019,2977,,,40.14,-88.29
SOLAR,17,201,,,,42.34,-89.2
SOLAR,17,143,2435,,,40.58,-89.7
SOLAR,17,091,,,,41.11,-87.73
SOLAR,17,177,3966,,,42.37,-89.81
GAS,17,111,5584,116.67,0.19,42.29,-88.41
SOLAR,17,111,3976,,,42.29,-88.41
GAS,17,031,0,,,41.87,-87.68
BIOMASS,17,031,19059,0,5.92,41.66,-87.58
SOLAR,17,199,1285,,,37.83,-89.01
BIOMASS,17,039,17166,0,3.02,40.12,-88.96
NUCLEAR,17,039,8348706,,,40.17,-88.83
SOLAR,17,027,3689,,,38.6,-89.28
WIND,17,103,7640,,,41.66,-89.25
SOLAR,17,051,3100,,,39.01,-88.84
GAS,17,161,2230323,96.54,4.57,41.71,-90.28
SOLAR,17,037,2531,,,41.92,-88.69
WIND,17,011,86899,,,41.25,-89.57
GAS,17,197,27150,6.4,0.12,41.43,-87.62
SOLAR,17,141,2989,,,42.07,-89.43
GAS,17,091,26658,57.33,0.6,41.16,-87.85
COAL,17,167,1225024,447.21,717.89,39.75,-89.6
HYDRO,17,099,10588,,,41.39,-88.79
HYDRO,17,103,13468,,,41.85,-89.48
SOLAR,17,177,861,,,42.38,-89.84
NUCLEAR,17,063,14956680,,,41.39,-88.27
SOLAR,17,051,71979,,,39.19,-89.03
COAL,17,143,2713868,2372.98,5982.48,40.6,-89.66
WIND,17,177,241427,,,42.45,-89.88
SOLAR,17,119,1413,,,38.81,-90
GAS,17,031,496717,163.53,1.73,42,-88.24
GAS,17,197,836575,163.31,2.82,41.44,-88.12
OTHF,17,043,-869,,,41.9,-88.22
SOLAR,17,031,1528,,,41.82,-87.74
SOLAR,17,031,2288,,,41.85,-87.67
GAS,17,031,0,,,42.04,-87.7
SOLAR,17,031,13176,,,41.68,-87.65
OTHF,17,197,186182.03,12.71,1.33,41.42,-88.18
OIL,17,167,110,1.44,0.6,39.83,-89.64
GAS,17,039,46,0.52,0.05,40.25,-88.64
SOLAR,17,031,1910,,,41.75,-87.79
OIL,17,031,-590,13.46,5.61,41.85,-87.65
BIOMASS,17,021,21044,0,4.44,39.57,-89.37
OIL,17,025,117,2.12,0.19,38.67,-88.46
OIL,17,025,120,2.18,0.2,38.67,-88.49
WIND,17,037,672017,,,41.77,-88.89
OIL,17,163,586,9.12,0.82,38.43,-89.91
GAS,17,051,1695,0.84,0.01,39.1,-88.86
OIL,17,115,0,,,39.78,-88.9
SOLAR,17,177,1585,,,42.36,-89.84
SOLAR,17,071,2870,,,40.92,-90.95
SOLAR,17,063,,,,41.38,-88.27
WIND,17,073,8796,9.08,0.8,41.45,-90.15
GAS,17,089,4355,53.25,0.06,41.89,-88.27
GAS,17,053,153845,67.72,0.59,40.47,-88.4
WIND,17,125,101097,,,40.26,-89.7
GAS,17,147,42904,6.36,0.18,40.11,-88.6
OTHF,17,099,-6751,,,41.23,-88.68
SOLAR,17,099,29658,,,41.14,-88.76
WIND,17,099,492263,,,41.23,-88.68
GAS,17,077,0,,,37.66,-89.51
OFSL,17,119,528017,50.84,5.81,38.7,-90.13
WIND,17,103,543835,,,41.62,-89.56
BIOMASS,17,043,29868,0,10.38,41.73,-88.08
WIND,17,103,102214,,,41.64,-89.17
SOLAR,17,111,3051,,,42.16,-88.46
WIND,17,041,693353,,,39.83,-88.07
WIND,17,113,4653,,,40.54,-89.02
WIND,17,113,540612,,,40.48,-88.8
OIL,17,119,708,11.18,1.01,38.74,-89.68
WIND,17,107,559814,,,39.95,-89.31
GAS,17,089,7549,124.36,0.14,42,-88.3
GAS,17,173,1682994,87.07,3.83,39.22,-88.76
WIND,17,183,325287,,,40.4,-87.8
SOLAR,17,199,1560,,,37.79,-89.06
SOLAR,17,197,3406,,,41.47,-88.04
SOLAR,17,031,1538,,,41.5,-87.79
SOLAR,17,085,3581,,,42.35,-90.01
SOLAR,17,197,0,,,41.48,-88.07
SOLAR,17,057,3809,,,40.7,-89.97
OIL,17,025,156,2.47,0.22,38.67,-88.46
OIL,17,119,0,,,38.74,-89.68
OIL,17,195,721,11.66,1.04,41.77,-89.67
GAS,17,043,75370,62.63,0.66,41.81,-88.15
GAS,17,031,253819,43.39,1.79,41.78,-87.82
GAS,17,167,1152,1.48,0.01,39.82,-89.59
SOLAR,17,075,3977,,,40.77,-87.75
GAS,17,031,134,0.31,0,41.83,-87.63
OTHF,17,197,-293,,,41.49,-88.11
SOLAR,17,001,360,,,39.86,-91.4
SOLAR,17,199,2512,,,37.75,-89.09
GAS,17,197,701799,352.04,2.27,41.49,-88.12
GAS,17,197,-78000,2.06,0.02,41.49,-88.12
COAL,17,127,5066616,3341.36,13230.82,37.21,-88.86
HYDRO,17,091,822,,,41.11,-87.87
SOLAR,17,091,3752,,,41.12,-87.83
SOLAR,17,197,1327,,,41.26,-88.22
WIND,17,053,620199,,,40.97,-88.2
GAS,17,093,5966561,342.32,13.74,41.48,-88.26
SOLAR,17,177,4109,,,42.31,-89.9
SOLAR,17,055,1656,,,37.9,-88.95
COAL,17,021,3933111,812.38,1891.37,39.59,-89.5
GAS,17,121,17656,8.17,0.07,38.76,-89.01
SOLAR,17,007,1231,,,42.22,-88.92
BIOMASS,17,201,5090,58.41,0.08,42.22,-89.09
SOLAR,17,091,4090,,,41.1,-87.87
SOLAR,17,111,4185,,,42.25,-88.6
SOLAR,17,111,3616,,,42.21,-88.49
GAS,17,097,367,5.51,0.01,42.25,-87.86
BIOMASS,17,031,14154,0,4.8,42.11,-87.81
OIL,17,167,0,,,39.76,-89.6
NUCLEAR,17,099,18504745,,,41.25,-88.67
GAS,17,103,328567,72.32,1.34,41.83,-89.41
SOLAR,17,177,2468,,,42.36,-89.88
GAS,17,197,16637,2.93,0.07,41.39,-87.94
WIND,17,167,212114,,,39.82,-89.96
SOLAR,17,197,2581,,,41.46,-87.75
BIOMASS,17,105,64532,0,19.57,40.93,-88.65
HYDRO,17,197,32470,,,41.57,-88.08
WIND,17,011,307894,,,41.2,-89.6
SOLAR,17,037,2101,,,41.69,-88.65
GAS,17,031,2660,3.62,0.04,41.86,-87.84
GAS,17,197,841111,72.69,2.7,41.44,-87.75
SOLAR,17,199,1265,,,37.84,-89.04
OTHF,17,111,-4423,,,42.25,-88.64
SOLAR,17,111,3492,,,42.26,-88.64
COAL,17,199,669385,501.67,1657.83,37.62,-88.95
SOLAR,17,081,3996,,,38.32,-88.76
GAS,17,031,,,,41.92,-87.79
OIL,17,023,485,7.48,0.67,39.39,-87.69
SOLAR,17,109,4093,,,40.56,-90.85
OTHF,17,111,0,,,42.33,-88.27
OIL,17,065,32,0.56,0.05,38.09,-88.54
SOLAR,17,099,3020,,,41.55,-89.16
WIND,17,103,268967,,,41.72,-89.05
GAS,17,127,61403,52.64,0.29,37.22,-88.87
GAS,17,163,19565,290.47,0.34,38.66,-90.13
WIND,17,203,622030,,,40.89,-89
HYDRO,17,161,18309,3.07,0.03,41.51,-90.53
GAS,17,201,,,,42.32,-89.04
GAS,17,089,0,,,41.82,-88.33
SOLAR,17,089,3394,,,41.82,-88.34
SOLAR,17,113,154,,,40.38,-88.84
SOLAR,17,137,1340,,,39.82,-90.56
SOLAR,17,137,1380,,,39.82,-90.55
SOLAR,17,137,3931,,,39.61,-90.23
SOLAR,17,137,4003,,,39.61,-90.22
GAS,17,063,615510,78.54,1.3,41.41,-88.33
OIL,17,031,12.74,0.25,0.02,41.85,-87.62
SOLAR,17,141,3319,,,42.06,-89.5
GAS,17,031,0,,,42,-87.85
GAS,17,031,0,,,41.79,-87.58
GAS,17,043,14065,12.27,0.12,41.8,-88.2
GAS,17,103,2235299,152.2,4.76,41.77,-89.61
COAL,17,079,3254366,2454.86,6452.98,38.94,-88.28
GAS,17,097,36284,32.93,0.33,42.31,-87.85
GAS,17,141,2831,46.07,0.81,41.91,-89.05
GAS,17,031,9.8,0.05,0,41.98,-87.72
SOLAR,17,019,17640,,,40.07,-88.24
SOLAR,17,031,1408,,,42.1,-88.03
GAS,17,031,1196,16.76,0.02,42.07,-87.99
SOLAR,17,091,1580,,,41.21,-87.84
WIND,17,113,559823,,,40.48,-88.8
SOLAR,17,177,2094,,,42.37,-89.8
SOLAR,17,159,1641,,,38.72,-88.13
BIOMASS,17,141,77789,0,13.8,42.14,-89.08
WIND,17,099,467565,,,41.06,-88.99
OIL,17,149,1216,8.72,3.03,39.45,-90.61
HYDRO,17,099,40210,20.11,1.62,41.32,-89.11
SOLAR,17,091,1912,,,41.07,-87.79
SOLAR,17,019,7211,,,40.08,-88.24
WIND,17,149,2081,,,39.62,-90.85
WIND,17,091,605348,,,41,-88.06
GAS,17,145,110537,52.11,0.35,38.11,-89.35
SOLAR,17,037,3280,,,41.67,-88.66
WIND,17,075,447598,,,40.46,-88.02
SOLAR,17,105,3673,,,40.92,-88.63
COAL,17,179,2701322,1709.38,1831.58,40.54,-89.68
COAL,17,163,12685744,4121.61,10537.32,38.28,-89.67
SOLAR,17,145,94871,,,38.21,-89.58
BIOMASS,17,197,36375,0,6.65,41.34,-88.1
SOLAR,17,029,31360,,,39.54,-87.97
OIL,17,031,10,0.46,0.03,41.9,-87.68
GAS,17,011,1357,2866.26,3.48,41.38,-89.46
SOLAR,17,195,1597,,,41.72,-89.8
WIND,17,011,173526,,,41.23,-89.56
NUCLEAR,17,161,15740328,,,41.73,-90.31
GAS,17,025,20566,2.88,0.08,38.7,-88.54
WIND,17,039,1075083,,,40.01,-89.05
WIND,17,179,272535,,,40.37,-89.4
OIL,17,019,842,13.16,1.19,40.31,-88.16
SOLAR,17,019,2444,,,40.29,-88.13
OIL,17,157,943,17.16,1.54,38.22,-90
SOLAR,17,111,2043,,,42.11,-88.24
OIL,17,167,238,2.15,0.75,39.81,-89.64
SOLAR,17,183,3906,,,39.89,-87.69
BIOMASS,17,141,18026,0,3.39,41.92,-89
SOLAR,17,201,2540,,,42.18,-89.08
SOLAR,17,201,2582,,,42.18,-89.08
SOLAR,17,201,0,,,42.17,-89.04
GAS,17,201,264296,62.75,0.86,42.24,-89.1
GAS,17,201,167822,48.87,0.51,42.24,-89.1
SOLAR,17,201,2720,,,42.18,-89.09
HYDRO,17,201,4546,,,42.45,-89.08
GAS,17,089,140188,78.03,0.5,42.09,-88.24
SOLAR,17,007,4001,,,42.42,-88.85
GAS,17,031,,,,42.02,-87.68
SOLAR,17,027,3738,,,38.59,-89.15
WIND,17,039,0,,,40.29,-88.58
SOLAR,17,123,3613,,,41.03,-89.41
SOLAR,17,163,2794,,,38.59,-90.18
SOLAR,17,195,1648,,,41.77,-89.67
SOLAR,17,019,869,,,40.32,-89.18
SOLAR,17,143,63,,,40.77,-89.57
SOLAR,17,043,1471,,,41.7,-88.17
SOLAR,17,183,1294,,,40.14,-87.65
HYDRO,17,161,0,,,41.46,-90.58
SOLAR,17,099,122,,,41.12,-88.86
BIOMASS,17,089,27797,0,9.7,41.87,-88.29
WIND,17,075,371025,,,40.69,-87.57
WIND,17,103,319311,,,41.67,-89.06
GAS,17,173,316248,197.64,1.06,39.28,-88.48
COAL,17,077,7259,11.53,131.38,37.71,-89.22
SOLAR,17,037,3365,,,41.76,-88.66
GAS,17,141,1335,21.34,1.91,41.91,-89.05
GAS,17,031,,,,41.72,-87.54
SOLAR,17,111,2022,,,42.16,-88.38
OIL,17,113,21,0.65,0.06,40.45,-88.96
WIND,17,105,739038,,,41,-88.49
WIND,17,107,426349,,,40.07,-89.29
OIL,17,139,150,2.35,0.21,39.6,-88.61
SOLAR,17,109,3664,,,40.47,-90.64
SOLAR,17,089,3857,,,41.95,-88.48
SOLAR,17,063,447,,,41.2,-88.3
SOLAR,17,019,394,1.06,0,40.09,-88.24
COAL,17,115,327541,36.84,2627.37,39.85,-88.93
BIOMASS,17,179,15994,0,3.41,40.68,-89.52
SOLAR,17,021,1836,,,39.51,-89.04
GAS,17,031,0,,,41.62,-87.6
GAS,17,031,0,,,41.58,-87.6
GAS,17,183,145954,86.08,0.47,40.11,-87.65
SOLAR,17,037,2634,,,41.81,-88.93
GAS,17,031,75,0.39,0,41.92,-87.85
GAS,17,041,28664.96,7.02,0.26,39.8,-88.35
GAS,17,019,236255.68,140.11,19.45,40.11,-88.24
GAS,17,031,123684,236.09,1.06,41.87,-87.65
GAS,17,197,226635,284.78,0.77,41.44,-87.75
HYDRO,17,195,9891,,,41.79,-89.68
SOLAR,17,117,2223,,,39.35,-89.79
GAS,17,119,106894,23.67,0.32,38.66,-90.18
SOLAR,17,183,3808,,,40.12,-87.63
SOLAR,17,117,1716,,,39.41,-90
SOLAR,17,091,2152,,,41.1,-87.97
WIND,17,011,773256,,,41.5,-89.58
GAS,17,133,1088,8.35,0.69,38.33,-90.16
COAL,17,097,2083299,1437.07,1264.25,42.38,-87.81
GAS,17,089,18,0.26,0,41.77,-88.28
WIND,17,113,410549,,,40.59,-89.05
SOLAR,17,195,4152,,,41.86,-90.16
WIND,17,107,204931,,,39.95,-89.31
COAL,17,197,694080,397.22,481.82,41.63,-88.06
GAS,17,031,3889,10.43,0.56,42.12,-87.73
SOLAR,17,037,148,,,41.95,-88.83
BIOMASS,17,089,12315,0,2.29,41.98,-88.27
SOLAR,17,197,1782,,,41.39,-87.59
SOLAR,17,197,1782,,,41.39,-87.59
GAS,17,097,638453,121.91,2.64,42.48,-87.9
BIOMASS,17,097,0,,,42.48,-87.89
COAL,18,129,2751582,2024.57,3903.59,37.91,-87.72
OTHF,18,183,0,,,41.23,-85.31
COAL,18,173,4722229,7650.83,4250.42,37.92,-87.33
GAS,18,095,18031,9.1,0.1,40.05,-85.74
SOLAR,18,095,87,,,40.08,-85.64
SOLAR,18,095,4763,,,40.08,-85.64
SOLAR,18,095,1479,,,40.09,-85.63
COAL,18,127,939207,182.44,1.62,41.64,-87.14
SOLAR,18,097,5850,,,39.72,-86.19
WIND,18,007,333521,,,40.7,-87.49
BIOMASS,18,181,34272,771.18,1.17,40.77,-86.88
WIND,18,075,376854,,,40.36,-85.11
WIND,18,075,380584,,,40.32,-84.98
GAS,18,073,7668,125.65,0.15,41.12,-87.23
OTHF,18,089,409413,341.21,5.34,41.67,-87.48
GAS,18,001,13411,6.32,0.12,40.85,-84.93
GAS,18,097,15187.29,7.01,0.15,39.76,-86.17
SOLAR,18,081,2727,,,39.36,-86.03
GAS,18,157,23328,302.07,0.89,40.42,-86.84
COAL,18,165,4584763,4106.31,2232.1,39.92,-87.42
SOLAR,18,177,2049,,,39.83,-85
COAL,18,077,5034223,4299.06,2906.51,38.74,-85.42
SOLAR,18,183,5696,,,41.18,-85.51
BIOMASS,18,097,41938,56.1,19.08,39.73,-86.19
