Plant FIPS state code,Plant FIPS county code,Plant primary fuel category,Plant annual net generation (MWh),Plant annual NOx emissions (tons),Plant annual SO2 emissions (tons),Plant annual CO2 emissions (tons),Plant annual CH4 emissions (lbs),Plant annual N2O emissions (lbs)
6.00,29.00,BIOMASS,7565.00,196.00,0.00,0.00,244.00,24.00
6.00,29.00,BIOMASS,6906.00,159.00,0.00,0.00,198.00,20.00
6.00,29.00,BIOMASS,7901.00,186.00,0.00,0.00,232.00,23.00
6.00,29.00,BIOMASS,13126.00,362.00,1.00,0.00,446.00,45.00
6.00,111.00,OTHF,,,,,,
6.00,21.00,SOLAR,3223.00,,,,,
6.00,71.00,SOLAR,17315.00,,,,,
6.00,71.00,SOLAR,8715.00,,,,,
6.00,71.00,SOLAR,56248.00,,,,,
6.00,39.00,SOLAR,27107.00,,,,,
6.00,85.00,GAS,,,,,,
6.00,29.00,SOLAR,46875.00,,,,,
6.00,65.00,SOLAR,,,,,,
6.00,53.00,GAS,7062.00,6.00,0.00,2328.00,88.00,9.00
6.00,67.00,SOLAR,5916.00,,,,,
6.00,67.00,SOLAR,4042.00,,,,,
6.00,37.00,SOLAR,1896.00,,,,,
6.00,37.00,GAS,536845.00,82.00,8.00,1659249.00,15693.00,1569.00
6.00,37.00,GAS,2930114.00,3163.00,33.00,1195258.00,45087.00,4509.00
6.00,37.00,OTHF,-17622.00,,,,,
6.00,59.00,GAS,83905.00,95.00,8.00,1647683.00,2189.00,219.00
6.00,59.00,GAS,3841745.00,4045.00,42.00,1533466.00,57845.00,5784.00
6.00,37.00,GAS,237432.00,17.00,1.00,212118.00,7325.00,732.00
6.00,85.00,GAS,18702.00,28.00,0.00,10728.00,405.00,40.00
6.00,85.00,GAS,16898.00,,,,,
6.00,71.00,GAS,12714.00,1.00,0.00,8526.00,31.00,3.00
6.00,97.00,GEOTHERMAL,99324.00,0.00,0.00,11430.00,,
6.00,1.00,GAS,7355.00,18.00,0.00,6741.00,254.00,25.00
6.00,37.00,HYDRO,13172.00,,,,,
6.00,71.00,SOLAR,47255.00,,,,,
6.00,19.00,GAS,172212.00,9.00,0.00,73518.00,2665.00,266.00
6.00,29.00,SOLAR,19783.00,,,,,
6.00,29.00,SOLAR,46522.00,,,,,
6.00,59.00,OTHF,,,,,,
6.00,99.00,GAS,409276.00,20.00,1.00,251575.00,9603.00,960.00
6.00,107.00,SOLAR,112266.00,,,,,
6.00,107.00,SOLAR,43595.00,,,,,
6.00,37.00,SOLAR,163655.00,,,,,
6.00,65.00,WIND,,,,,,
6.00,61.00,HYDRO,3807.00,,,,,
6.00,29.00,WIND,415045.00,,,,,
6.00,29.00,WIND,352140.00,,,,,
6.00,29.00,WIND,362991.00,,,,,
6.00,29.00,WIND,177821.00,,,,,
6.00,29.00,WIND,274243.00,,,,,
6.00,29.00,WIND,188556.00,,,,,
6.00,29.00,WIND,395425.00,,,,,
6.00,29.00,WIND,276079.00,,,,,
6.00,77.00,GAS,4329.00,7.00,0.00,2621.00,99.00,10.00
6.00,1.00,BIOMASS,34440.00,0.00,11.00,0.00,0.00,0.00
6.00,59.00,SOLAR,1622.00,,,,,
6.00,99.00,SOLAR,2683.00,,,,,
6.00,65.00,SOLAR,1521.00,,,,,
6.00,71.00,GAS,6969.00,,,,,
6.00,35.00,GEOTHERMAL,0.00,,,,,
6.00,7.00,BIOMASS,13682.00,0.00,2.00,0.00,0.00,0.00
6.00,37.00,BIOMASS,29819.00,0.00,9.00,0.00,0.00,0.00
6.00,77.00,BIOMASS,31834.00,0.00,6.00,0.00,0.00,0.00
6.00,53.00,BIOMASS,9428.00,0.00,2.00,0.00,0.00,0.00
6.00,13.00,BIOMASS,29414.00,0.00,5.00,0.00,0.00,0.00
6.00,81.00,BIOMASS,86713.00,0.00,15.00,0.00,0.00,0.00
6.00,77.00,BIOMASS,27677.00,0.00,5.00,0.00,0.00,0.00
6.00,87.00,BIOMASS,18546.00,0.00,4.00,0.00,0.00,0.00
6.00,1.00,BIOMASS,33795.00,0.00,6.00,0.00,0.00,0.00
6.00,55.00,SOLAR,7165.00,,,,,
6.00,31.00,SOLAR,310329.00,,,,,
6.00,39.00,BIOMASS,60166.00,39.00,0.00,50.00,94890.00,12454.00
6.00,59.00,SOLAR,3193.00,,,,,
6.00,9.00,HYDRO,3507.00,,,,,
6.00,95.00,WIND,4539.00,,,,,
6.00,37.00,SOLAR,51042.00,,,,,
6.00,37.00,SOLAR,131210.00,,,,,
6.00,37.00,SOLAR,14213.00,,,,,
6.00,37.00,SOLAR,59016.00,,,,,
6.00,37.00,SOLAR,254647.00,,,,,
6.00,37.00,SOLAR,22028.00,,,,,
6.00,37.00,SOLAR,7392.00,,,,,
6.00,13.00,SOLAR,2230.00,,,,,
6.00,65.00,SOLAR,32265.00,,,,,
6.00,85.00,GAS,14934.00,,,,,
6.00,85.00,BIOMASS,14934.00,,,,,
6.00,85.00,SOLAR,15401.00,,,,,
6.00,31.00,SOLAR,91987.00,,,,,
6.00,71.00,COAL,304525.00,178.00,2.00,174952.00,39765.00,5778.00
6.00,37.00,SOLAR,2055.00,,,,,
6.00,37.00,SOLAR,2038.00,,,,,
6.00,37.00,SOLAR,3280.00,,,,,
6.00,19.00,SOLAR,22327.00,,,,,
6.00,97.00,SOLAR,1545.00,,,,,
6.00,37.00,GAS,7574.00,,,,,
6.00,37.00,GAS,6437.00,,,,,
6.00,1.00,GAS,7191.00,,,,,
6.00,81.00,GAS,6654.00,,,,,
6.00,73.00,GAS,5809.00,,,,,
6.00,59.00,GAS,8688.00,,,,,
6.00,85.00,GAS,8349.00,,,,,
6.00,73.00,GAS,5500.00,,,,,
6.00,79.00,SOLAR,2010.00,,,,,
6.00,59.00,GAS,7160.00,,,,,
6.00,95.00,GAS,8686.00,,,,,
6.00,37.00,GAS,5788.00,,,,,
6.00,37.00,GAS,6253.00,,,,,
6.00,107.00,SOLAR,35526.00,,,,,
6.00,107.00,SOLAR,37005.00,,,,,
6.00,37.00,SOLAR,593687.00,,,,,
6.00,31.00,SOLAR,11002.00,,,,,
6.00,37.00,SOLAR,8416.00,,,,,
6.00,99.00,SOLAR,62259.00,,,,,
6.00,37.00,HYDRO,0.00,,,,,
6.00,59.00,GAS,35153.00,30.00,0.00,11225.00,423.00,42.00
6.00,29.00,GAS,22196.00,1.00,0.00,6358.00,349.00,35.00
6.00,59.00,OTHF,,,,,,
6.00,23.00,HYDRO,1837.00,,,,,
6.00,29.00,SOLAR,2753.00,,,,,
6.00,29.00,SOLAR,2140.00,,,,,
6.00,29.00,SOLAR,2128.00,,,,,
6.00,29.00,SOLAR,10104.00,,,,,
6.00,19.00,HYDRO,36687.00,,,,,
6.00,19.00,HYDRO,120507.00,,,,,
6.00,59.00,GAS,28003.00,1.00,0.00,16968.00,629.00,63.00
6.00,37.00,SOLAR,55505.00,,,,,
6.00,37.00,SOLAR,54027.00,,,,,
6.00,37.00,SOLAR,53454.00,,,,,
6.00,71.00,SOLAR,29.00,,,,,
6.00,29.00,OTHF,-1326.00,,,,,
6.00,29.00,SOLAR,126600.00,,,,,
6.00,29.00,SOLAR,99699.00,,,,,
6.00,89.00,HYDRO,467.00,,,,,
6.00,77.00,SOLAR,3824.00,,,,,
6.00,29.00,GAS,53042.00,3.00,0.00,22046.00,873.00,87.00
6.00,73.00,HYDRO,494.00,,,,,
6.00,71.00,GAS,1906.00,23.00,0.00,1024.00,39.00,4.00
6.00,109.00,HYDRO,25135.00,,,,,
6.00,85.00,GAS,7136.00,,,,,
6.00,63.00,HYDRO,145216.00,,,,,
6.00,97.00,SOLAR,1569.00,,,,,
6.00,29.00,GAS,282691.00,241.00,2.00,89563.00,3378.00,338.00
6.00,29.00,GAS,138465.00,120.00,1.00,44521.00,1679.00,168.00
6.00,29.00,GAS,61479.00,99.00,1.00,37124.00,1400.00,140.00
6.00,37.00,GAS,195746.00,166.00,2.00,62849.00,2371.00,237.00
6.00,89.00,HYDRO,11343.00,,,,,
6.00,37.00,SOLAR,8514.00,,,,,
6.00,19.00,HYDRO,165701.00,,,,,
6.00,19.00,HYDRO,100850.00,,,,,
6.00,19.00,HYDRO,243825.00,,,,,
6.00,19.00,HYDRO,336277.00,,,,,
6.00,39.00,HYDRO,155216.00,,,,,
6.00,19.00,HYDRO,67191.00,,,,,
6.00,105.00,HYDRO,4203.00,,,,,
6.00,27.00,HYDRO,9417.00,,,,,
6.00,35.00,BIOMASS,,,,,,
6.00,37.00,GAS,7871.00,55.00,0.00,2389.00,90.00,9.00
6.00,13.00,SOLAR,535.00,,,,,
6.00,27.00,HYDRO,18037.00,,,,,
6.00,27.00,HYDRO,19001.00,,,,,
6.00,27.00,HYDRO,32547.00,,,,,
6.00,27.00,HYDRO,8733.00,,,,,
6.00,27.00,HYDRO,7322.00,,,,,
6.00,103.00,HYDRO,1949.00,,,,,
6.00,59.00,GAS,41560.00,107.00,1.00,43981.00,1659.00,166.00
6.00,29.00,SOLAR,46891.00,,,,,
6.00,23.00,GAS,0.00,,0.00,0.00,0.00,0.00
6.00,17.00,SOLAR,1491.00,,,,,
6.00,65.00,GAS,2153772.00,62.00,5.00,974292.00,35160.00,3516.00
6.00,65.00,SOLAR,289872.00,,,,,
6.00,65.00,SOLAR,301860.00,,,,,
6.00,65.00,SOLAR,325512.00,,,,,
6.00,65.00,SOLAR,374072.00,,,,,
6.00,97.00,SOLAR,4560.00,,,,,
6.00,37.00,SOLAR,1548.00,,,,,
6.00,39.00,SOLAR,120415.00,,,,,
6.00,73.00,OTHF,-26.00,,,,,
6.00,33.00,GEOTHERMAL,,,,,,
6.00,59.00,BIOMASS,151099.00,0.00,27.00,0.00,0.00,0.00
6.00,57.00,HYDRO,4870.00,,,,,
6.00,93.00,HYDRO,5122.00,,,,,
6.00,37.00,GAS,0.00,,,,,
6.00,59.00,BIOMASS,247253.00,0.00,39.00,0.00,0.00,0.00
6.00,17.00,GAS,12200.00,156.00,0.00,6775.00,256.00,26.00
6.00,65.00,SOLAR,5064.00,,,,,
6.00,47.00,SOLAR,1023.00,,,,,
6.00,83.00,SOLAR,3287.00,,,,,
6.00,29.00,SOLAR,3289.00,,,,,
6.00,29.00,WIND,274372.00,,,,,
6.00,63.00,HYDRO,18425.00,,,,,
6.00,13.00,WIND,102214.00,,,,,
6.00,37.00,SOLAR,1527.00,,,,,
6.00,37.00,SOLAR,1959.00,,,,,
6.00,37.00,SOLAR,2332.00,,,,,
6.00,89.00,HYDRO,453.00,,,,,
6.00,89.00,BIOMASS,198545.00,106.00,25.00,6493.00,142192.00,18655.00
6.00,63.00,HYDRO,19146.00,,,,,
6.00,7.00,SOLAR,5927.00,,,,,
6.00,73.00,GAS,78204.00,70.00,1.00,25733.00,971.00,97.00
6.00,13.00,OTHF,47131.00,,,,,
6.00,13.00,SOLAR,4320.00,,,,,
6.00,79.00,SOLAR,343907.00,,,,,
6.00,79.00,SOLAR,381601.00,,,,,
6.00,71.00,SOLAR,2614.00,,,,,
6.00,65.00,WIND,113452.00,,,,,
6.00,73.00,GAS,394864.00,16.00,1.00,265775.00,9711.00,971.00
6.00,53.00,OTHF,3676.00,,,,,
6.00,71.00,GAS,6555.00,,,,,
6.00,37.00,BIOMASS,31274.00,0.00,9.00,0.00,0.00,0.00
6.00,29.00,SOLAR,7838.00,,,,,
6.00,29.00,SOLAR,5414.00,,,,,
6.00,37.00,GAS,82603.00,69.00,1.00,25897.00,977.00,98.00
6.00,13.00,SOLAR,1298.00,,,,,
6.00,111.00,SOLAR,0.00,,,,,
6.00,79.00,SOLAR,690646.00,,,,,
6.00,25.00,SOLAR,42081.00,,,,,
6.00,25.00,SOLAR,17222.00,,,,,
6.00,33.00,GEOTHERMAL,432941.00,1.00,0.00,49820.00,,
6.00,73.00,GAS,28022.00,2.00,0.00,17867.00,669.00,67.00
6.00,73.00,GAS,21791.00,2.00,0.00,13714.00,516.00,52.00
6.00,19.00,GAS,19724.00,1.00,0.00,10693.00,109.00,11.00
6.00,95.00,GAS,20769.00,1.00,0.00,12974.00,491.00,49.00
6.00,85.00,GAS,100667.00,11.00,0.00,40812.00,1632.00,163.00
6.00,101.00,GAS,1838616.00,57.00,4.00,808594.00,30901.00,3090.00
6.00,19.00,SOLAR,5268.00,,,,,
6.00,37.00,GAS,8581.00,,,,,
6.00,37.00,GAS,7716.00,,,,,
6.00,37.00,GAS,,,,,,
6.00,37.00,GAS,7166.00,,,,,
6.00,77.00,HYDRO,8629.00,,,,,
6.00,29.00,WIND,171680.00,,,,,
6.00,17.00,HYDRO,107687.00,,,,,
6.00,61.00,HYDRO,1925.00,,,,,
6.00,67.00,GAS,631222.00,25.00,2.00,299710.00,10974.00,1097.00
6.00,25.00,SOLAR,345627.00,,,,,
6.00,31.00,SOLAR,0.00,,,,,
6.00,19.00,SOLAR,40360.00,,,,,
6.00,73.00,OTHF,-25.00,,,,,
6.00,59.00,GAS,67679.00,3.00,0.00,42572.00,1537.00,154.00
6.00,63.00,HYDRO,35589.00,,,,,
6.00,63.00,HYDRO,158880.00,,,,,
6.00,37.00,GAS,15775.00,4.00,0.00,8692.00,339.00,34.00
6.00,67.00,GAS,236915.00,7.00,1.00,104131.00,3956.00,396.00
6.00,71.00,SOLAR,51674.00,,,,,
6.00,37.00,HYDRO,118774.00,,,,,
6.00,37.00,SOLAR,7928.00,,,,,
6.00,107.00,SOLAR,887.00,,,,,
6.00,29.00,SOLAR,3121.00,,,,,
6.00,37.00,SOLAR,1833.00,,,,,
6.00,29.00,SOLAR,48205.00,,,,,
6.00,29.00,SOLAR,250127.00,,,,,
6.00,37.00,GAS,5594.00,,,,,
6.00,37.00,GAS,6411.00,,,,,
6.00,13.00,GAS,22185.00,20.00,0.00,7689.00,290.00,29.00
6.00,31.00,SOLAR,7460.00,,,,,
6.00,19.00,SOLAR,2897.00,,,,,
6.00,95.00,SOLAR,2129.00,,,,,
6.00,29.00,SOLAR,3143.00,,,,,
6.00,25.00,GEOTHERMAL,338975.00,0.00,0.00,39007.00,,
6.00,25.00,GEOTHERMAL,55589.00,0.00,0.00,6397.00,,
6.00,31.00,SOLAR,44880.00,,,,,
6.00,107.00,SOLAR,48284.00,,,,,
6.00,107.00,SOLAR,48195.00,,,,,
6.00,107.00,SOLAR,35935.00,,,,,
6.00,107.00,SOLAR,47964.00,,,,,
6.00,37.00,GAS,22631.00,2.00,0.00,15117.00,563.00,56.00
6.00,7.00,HYDRO,,,,,,
6.00,25.00,SOLAR,501645.00,,,,,
6.00,25.00,SOLAR,17953.00,,,,,
6.00,99.00,SOLAR,94995.00,,,,,
6.00,37.00,SOLAR,8370.00,,,,,
6.00,37.00,SOLAR,34915.00,,,,,
6.00,107.00,GAS,20682.00,,,,,
6.00,37.00,GAS,37573.00,29.00,0.00,11142.00,420.00,42.00
6.00,99.00,BIOMASS,0.00,,,,,
6.00,71.00,GAS,614.00,1.00,0.00,496.00,19.00,2.00
6.00,37.00,GAS,,,,,,
6.00,37.00,SOLAR,3156.00,,,,,
6.00,71.00,SOLAR,7577.00,,,,,
6.00,29.00,GAS,17975.00,20.00,0.00,7721.00,291.00,29.00
6.00,65.00,SOLAR,1813.00,,,,,
6.00,65.00,SOLAR,2913.00,,,,,
6.00,71.00,SOLAR,2406.00,,,,,
6.00,71.00,SOLAR,2814.00,,,,,
6.00,65.00,SOLAR,2913.00,,,,,
6.00,67.00,SOLAR,2912.00,,,,,
6.00,71.00,SOLAR,2453.00,,,,,
6.00,29.00,SOLAR,75024.00,,,,,
6.00,57.00,HYDRO,66756.00,,,,,
6.00,73.00,GAS,26257.00,30.00,0.00,11120.00,420.00,42.00
6.00,17.00,HYDRO,7188.00,,,,,
6.00,39.00,GAS,45075.00,623.00,1.00,26845.00,1013.00,101.00
6.00,65.00,SOLAR,6743.00,,,,,
6.00,65.00,SOLAR,1479.00,,,,,
6.00,73.00,GAS,4800.00,15.00,0.00,4406.00,30.00,3.00
6.00,31.00,SOLAR,4254.00,,,,,
6.00,31.00,SOLAR,49218.00,,,,,
6.00,19.00,SOLAR,5032.00,,,,,
6.00,25.00,SOLAR,76787.00,,,,,
6.00,1.00,BIOMASS,10944.00,149.00,0.00,393.00,176.00,18.00
6.00,39.00,SOLAR,1388.00,,,,,
6.00,85.00,GAS,0.00,,,,,
6.00,53.00,WIND,4176.00,,,,,
6.00,107.00,BIOMASS,24519.00,,,,0.00,0.00
6.00,37.00,GAS,0.00,0.00,0.00,0.00,0.00,0.00
6.00,33.00,HYDRO,,,,,,
6.00,65.00,GAS,13862.00,15.00,0.00,5703.00,215.00,22.00
6.00,97.00,SOLAR,2326.00,,,,,
6.00,97.00,SOLAR,740.00,,,,,
6.00,65.00,GAS,3948.00,10.00,0.00,4694.00,250.00,36.00
6.00,65.00,WIND,159858.00,,,,,
6.00,19.00,GAS,67026.00,53.00,1.00,20233.00,763.00,76.00
6.00,19.00,GAS,,,,,,
6.00,19.00,GAS,0.00,,,,,
6.00,19.00,GAS,41628.00,35.00,0.00,13149.00,496.00,50.00
6.00,79.00,BIOMASS,11037.00,0.00,2.00,0.00,0.00,0.00
6.00,89.00,HYDRO,26724.00,,,,,
6.00,115.00,HYDRO,518171.00,,,,,
6.00,65.00,SOLAR,182341.00,,,,,
6.00,9.00,HYDRO,186609.00,,,,,
6.00,63.00,BIOMASS,1845.00,1.00,0.00,0.00,755.00,99.00
6.00,37.00,SOLAR,2019.00,,,,,
6.00,71.00,SOLAR,4747.00,,,,,
6.00,71.00,SOLAR,1819.00,,,,,
6.00,13.00,SOLAR,32565.00,,,,,
6.00,11.00,GAS,2193033.00,31.00,5.00,951995.00,35220.00,3522.00
6.00,57.00,HYDRO,2373.00,,,,,
6.00,37.00,GAS,2106.00,,,,,
6.00,25.00,SOLAR,13631.00,,,,,
6.00,27.00,HYDRO,29264.00,,,,,
6.00,93.00,HYDRO,62388.00,,,,,
6.00,93.00,HYDRO,78903.00,,,,,
6.00,29.00,WIND,6952.00,,,,,
6.00,29.00,WIND,19184.00,,,,,
6.00,29.00,WIND,7895.00,,,,,
6.00,31.00,SOLAR,2045.00,,,,,
6.00,31.00,SOLAR,48544.00,,,,,
6.00,31.00,SOLAR,49964.00,,,,,
6.00,31.00,SOLAR,50222.00,,,,,
6.00,85.00,OIL,0.00,,,,,
6.00,85.00,OIL,0.00,,,,,
6.00,85.00,OIL,0.00,,,,,
6.00,85.00,OIL,0.00,,,,,
6.00,85.00,OIL,0.00,,,,,
6.00,65.00,HYDRO,6647.00,,,,,
6.00,29.00,SOLAR,51321.00,,,,,
6.00,71.00,SOLAR,3321.00,,,,,
6.00,71.00,SOLAR,3272.00,,,,,
6.00,27.00,GEOTHERMAL,308113.00,0.00,0.00,35456.00,,
6.00,27.00,GEOTHERMAL,454163.00,1.00,0.00,52262.00,,
6.00,27.00,GEOTHERMAL,364493.00,0.00,0.00,41943.00,,
6.00,67.00,GAS,4013073.00,79.00,9.00,1671054.00,58986.00,5899.00
6.00,27.00,HYDRO,877.00,,,,,
6.00,31.00,SOLAR,26804.00,,,,,
6.00,29.00,SOLAR,33232.00,,,,,
6.00,41.00,SOLAR,1529.00,,,,,
6.00,73.00,SOLAR,2855.00,,,,,
6.00,73.00,SOLAR,2356.00,,,,,
6.00,29.00,GAS,0.00,0.00,0.00,0.00,0.00,0.00
6.00,19.00,BIOMASS,,,,,,
6.00,99.00,BIOMASS,131183.00,252.00,9.00,155442.00,196130.00,25757.00
6.00,89.00,HYDRO,2565.00,,,,,
6.00,89.00,HYDRO,3769.00,,,,,
6.00,59.00,HYDRO,9.00,,,,,
6.00,71.00,SOLAR,1053.00,,,,,
6.00,95.00,GAS,14389.00,1.00,0.00,9697.00,359.00,36.00
6.00,7.00,HYDRO,124158.00,,,,,
6.00,13.00,GAS,1306681.00,1207.00,13.00,459110.00,17318.00,1732.00
6.00,25.00,SOLAR,796.00,,,,,
6.00,13.00,SOLAR,1812.00,,,,,
6.00,13.00,SOLAR,1347.00,,,,,
6.00,85.00,GAS,9568.00,,,,,
6.00,1.00,GAS,1307.00,,,,,
6.00,19.00,SOLAR,1059.00,,,,,
6.00,37.00,OTHF,,,,,,
6.00,37.00,SOLAR,7288.00,,,,,
6.00,37.00,SOLAR,999.00,,,,,
6.00,85.00,SOLAR,0.00,,,,,
6.00,111.00,GAS,4563.00,5.00,0.00,1851.00,70.00,7.00
6.00,59.00,SOLAR,3373.00,,,,,
6.00,59.00,SOLAR,1696.00,,,,,
6.00,59.00,GAS,36130.00,26.00,0.00,9960.00,376.00,38.00
6.00,29.00,WIND,6832.00,,,,,
6.00,83.00,SOLAR,77635.00,,,,,
6.00,73.00,GAS,8182.00,1.00,0.00,5495.00,209.00,21.00
6.00,29.00,GAS,41848.00,34.00,0.00,12651.00,477.00,48.00
6.00,29.00,GAS,57943.00,47.00,0.00,17757.00,670.00,67.00
6.00,29.00,GAS,43309.00,35.00,0.00,13029.00,491.00,49.00
6.00,31.00,SOLAR,1045.00,,,,,
6.00,53.00,SOLAR,3084.00,,,,,
6.00,59.00,OTHF,,,,,,
6.00,7.00,HYDRO,37475.00,,,,,
6.00,115.00,HYDRO,181.00,,,,,
6.00,37.00,SOLAR,,,,,,
6.00,17.00,SOLAR,353.00,,,,,
6.00,57.00,HYDRO,18173.00,,,,,
6.00,25.00,GEOTHERMAL,278273.00,0.00,0.00,32022.00,,
6.00,107.00,GAS,11143.00,1.00,0.00,7128.00,266.00,27.00
6.00,29.00,SOLAR,1790.00,,,,,
6.00,13.00,GAS,4465081.00,127.00,10.00,1890944.00,72093.00,7209.00
6.00,67.00,SOLAR,4053.00,,,,,
6.00,67.00,SOLAR,4319.00,,,,,
6.00,67.00,SOLAR,5098.00,,,,,
6.00,73.00,SOLAR,12074.00,,,,,
6.00,65.00,SOLAR,185765.00,,,,,
6.00,65.00,SOLAR,245676.00,,,,,
6.00,65.00,SOLAR,5695.00,,,,,
6.00,65.00,SOLAR,587991.00,,,,,
6.00,65.00,SOLAR,696347.00,,,,,
6.00,65.00,BIOMASS,308328.00,227.00,62.00,2347.00,350267.00,45970.00
6.00,71.00,HYDRO,190609.00,,,,,
6.00,39.00,SOLAR,3777.00,,,,,
6.00,67.00,OIL,0.00,,,,,
6.00,39.00,SOLAR,3795.00,,,,,
6.00,29.00,SOLAR,4798.00,,,,,
6.00,79.00,NUCLEAR,16477366.00,,,,,
6.00,1.00,WIND,49607.00,,,,,
6.00,39.00,BIOMASS,2518.00,48.00,0.00,0.00,55.00,6.00
6.00,65.00,HYDRO,4405.00,,,,,
6.00,65.00,SOLAR,2591.00,,,,,
6.00,29.00,WIND,27921.00,,,,,
6.00,65.00,WIND,147943.00,,,,,
6.00,47.00,WIND,14693.00,,,,,
6.00,107.00,BIOMASS,0.00,0.00,0.00,0.00,0.00,0.00
6.00,107.00,SOLAR,1473.00,,,,,
6.00,109.00,HYDRO,346441.00,,,,,
6.00,37.00,GAS,6852.00,,,,,
6.00,37.00,GAS,7150.00,,,,,
6.00,97.00,SOLAR,6159.00,,,,,
6.00,37.00,SOLAR,1879.00,,,,,
6.00,37.00,SOLAR,1599.00,,,,,
6.00,37.00,SOLAR,1599.00,,,,,
6.00,29.00,GAS,46508.00,45.00,0.00,17172.00,648.00,65.00
6.00,37.00,OTHF,12240.00,,,,0.00,0.00
6.00,109.00,HYDRO,175452.00,,,,,
6.00,77.00,SOLAR,334.00,,,,,
6.00,85.00,GAS,777781.00,19.00,2.00,374924.00,14145.00,1415.00
6.00,109.00,HYDRO,158087.00,,,,,
6.00,47.00,SOLAR,241.00,,,,,
6.00,29.00,GAS,18373.00,31.00,0.00,11668.00,440.00,44.00
6.00,37.00,OTHF,,,,,,
6.00,71.00,GAS,268.00,1.00,0.00,204.00,8.00,1.00
6.00,25.00,HYDRO,10448.00,,,,,
6.00,25.00,HYDRO,43014.00,,,,,
6.00,25.00,HYDRO,40420.00,,,,,
6.00,25.00,HYDRO,97817.00,,,,,
6.00,25.00,HYDRO,11617.00,,,,,
6.00,61.00,HYDRO,43384.00,,,,,
6.00,61.00,HYDRO,163533.00,,,,,
6.00,19.00,SOLAR,2484.00,,,,,
6.00,77.00,BIOMASS,372410.00,42.00,0.00,0.00,172959.00,22696.00
6.00,65.00,SOLAR,2943.00,,,,,
6.00,61.00,HYDRO,64161.00,,,,,
6.00,57.00,HYDRO,22877.00,,,,,
6.00,1.00,OIL,8109.00,56.00,0.00,9973.00,829.00,166.00
6.00,29.00,SOLAR,0.00,,,,,
6.00,111.00,GAS,2062.00,,,,49.00,5.00
6.00,29.00,SOLAR,2373.00,,,,,
6.00,29.00,SOLAR,2204.00,,,,,
6.00,29.00,SOLAR,8219.00,,,,,
6.00,25.00,HYDRO,3081.00,,,,,
6.00,37.00,HYDRO,3041.00,,,,,
6.00,65.00,WIND,5949.00,,,,,
6.00,95.00,WIND,24288.00,,,,,
6.00,65.00,WIND,25666.00,,,,,
6.00,7.00,HYDRO,288724.00,,,,,
6.00,29.00,SOLAR,1688.00,,,,,
6.00,29.00,SOLAR,4527.00,,,,,
6.00,29.00,SOLAR,1172.00,,,,,
6.00,73.00,GAS,6659.00,1.00,0.00,4297.00,160.00,16.00
6.00,73.00,OTHF,-783.00,,,,,
6.00,25.00,GAS,952727.00,87.00,3.00,499164.00,18396.00,1840.00
6.00,17.00,HYDRO,28753.00,,,,,
6.00,17.00,SOLAR,2280.00,,,,,
6.00,17.00,SOLAR,649.00,,,,,
6.00,47.00,BIOMASS,54001.00,34.00,0.00,122.00,77728.00,10203.00
6.00,37.00,GAS,202972.00,5.00,1.00,107073.00,4083.00,408.00
6.00,37.00,GAS,1055859.00,1660.00,17.00,655034.00,24709.00,2471.00
6.00,37.00,SOLAR,0.00,,,,,
6.00,5.00,HYDRO,171176.00,,,,,
6.00,37.00,SOLAR,109280.00,,,,,
6.00,29.00,GAS,7449.00,9.00,0.00,3241.00,122.00,12.00
6.00,29.00,GAS,3778136.00,61.00,7.00,1362601.00,54721.00,5472.00
6.00,83.00,GAS,1876.00,4.00,0.00,1619.00,61.00,6.00
6.00,25.00,GEOTHERMAL,372382.00,1.00,0.00,42851.00,,
6.00,65.00,SOLAR,890.00,,,,,
6.00,65.00,SOLAR,1610.00,,,,,
6.00,65.00,SOLAR,489.00,,,,,
6.00,65.00,SOLAR,961.00,,,,,
6.00,73.00,BIOMASS,14499.00,312.00,0.00,1055.00,365.00,37.00
6.00,71.00,GAS,6474.00,8.00,0.00,3404.00,128.00,13.00
6.00,69.00,SOLAR,3260.00,,,,,
6.00,7.00,GAS,7522.00,,,,,
6.00,37.00,OTHF,412760.00,170.00,1.00,136445.00,5148.00,514.00
6.00,85.00,GAS,36991.00,,,,,
6.00,37.00,GAS,15066.00,,,,,
6.00,85.00,GAS,32778.00,,,,,
6.00,85.00,GAS,24975.00,,,,,
6.00,37.00,GAS,7471.00,,,,,
6.00,85.00,GAS,6654.00,,,,,
6.00,85.00,GAS,7804.00,,,,,
6.00,85.00,GAS,20403.00,,,,,
6.00,85.00,GAS,33692.00,,,,,
6.00,85.00,GAS,28488.00,,,,,
6.00,71.00,SOLAR,559.00,,,,,
6.00,73.00,GAS,8675.00,1.00,0.00,5219.00,194.00,19.00
6.00,73.00,OTHF,-3875.00,,,,,
6.00,71.00,HYDRO,0.00,,,,,
6.00,43.00,HYDRO,134450.00,,,,,
6.00,107.00,SOLAR,6192.00,,,,,
6.00,71.00,SOLAR,4926.00,,,,,
6.00,71.00,SOLAR,3875.00,,,,,
6.00,71.00,SOLAR,2528.00,,,,,
6.00,85.00,GAS,7595.00,,,,,
6.00,85.00,GAS,9689.00,,,,,
6.00,83.00,GAS,,,,,,
6.00,67.00,SOLAR,1275.00,,,,,
6.00,23.00,GAS,0.00,0.00,0.00,0.00,0.00,0.00
