Regulatory Class,Vehicle Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
"Truck","All Truck","2011","5069","0.421775","23.85419","19.09259","16.23742","22.01257","465.77588","547.67607","403.99153","4824.309","54.41651","235.5604","271.0024","8.4176","1.171129","0.055655","46.13095","0.177","0.650","0.173","0.013","0.000","0.914","0.004","0.000","0.000","0.113","0.881","0.000","0.000","0.005","0.000","0.000","0.000","0.000","0.004","0.991","0.049","undefined","0.206","0.752","0.907","0.039","5.5","0.069"
"Truck","All Truck","2012","4790","0.356180","24.09867","19.27687","16.35979","22.27286","461.44382","543.72082","399.37521","4809.062","54.52088","234.1712","275.6382","8.2890","1.197842","0.056908","46.43899","0.209","0.643","0.148","0.014","0.000","0.924","0.003","0.000","0.000","0.135","0.858","0.000","0.000","0.007","0.000","0.000","0.000","0.000","0.004","0.989","0.061","0.002","0.196","0.806","0.949","0.044","5.6","0.059"
"Truck","All Truck","2013","5458","0.359114","24.75271","19.75404","16.77686","22.80728","450.16838","530.06009","389.89920","4823.903","54.74191","227.5604","277.3308","8.2482","1.249735","0.056908","47.76265","0.181","0.675","0.145","0.011","0.000","0.902","0.004","0.000","0.000","0.184","0.811","0.000","0.000","0.005","0.000","0.000","0.000","0.000","0.004","0.991","0.117","0.011","0.180","0.835","0.969","0.060","5.7","0.084"
"Truck","All Truck","2014","6307","0.406572","25.52393","20.33351","17.26636","23.48000","437.38578","515.08702","378.76905","4789.934","55.04374","227.4089","277.0384","8.1414","1.248615","0.057231","48.81557","0.175","0.683","0.142","0.009","0.000","0.889","0.003","0.000","0.000","0.297","0.696","0.000","0.000","0.006","0.000","0.000","0.000","0.000","0.004","0.990","0.099","0.025","0.229","0.769","0.980","0.166","6.1","0.098"
"Truck","All Truck","2015","7138","0.426427","26.53049","21.05063","17.92452","24.23982","422.76600","496.49705","367.14433","4680.477","53.86946","218.2713","271.2166","8.1648","1.274672","0.057269","49.48468","0.160","0.714","0.126","0.009","0.002","0.836","0.003","0.000","0.000","0.390","0.599","0.000","0.000","0.011","0.000","0.000","0.000","0.000","0.003","0.986","0.126","0.056","0.217","0.827","0.967","0.178","6.0","0.150"
"Truck","All Truck","2016","7277","0.447063","26.76785","21.19859","18.08914","24.35923","419.67547","491.79026","365.24147","4655.460","53.68459","212.2665","271.5793","8.0859","1.318618","0.057689","49.62109","0.159","0.720","0.122","0.008","0.002","0.846","0.007","0.000","0.000","0.461","0.530","0.000","0.000","0.009","0.000","0.001","0.000","0.000","0.008","0.982","0.153","0.103","0.207","0.857","0.969","0.212","6.2","0.137"
"Truck","All Truck","2017","8061","0.473772","26.92588","21.34748","18.16428","24.59961","416.47665","489.43949","361.43450","4689.360","53.81745","212.2107","277.3262","7.9349","1.356716","0.058459","50.38100","0.161","0.728","0.111","0.007","0.004","0.842","0.010","0.000","0.000","0.467","0.528","0.000","0.000","0.005","0.000","0.002","0.000","0.000","0.011","0.983","0.173","0.200","0.218","0.857","0.978","0.336","6.4","0.138"
"Truck","All Truck","2018","8459","0.520266","27.72569","21.87867","18.73352","25.05150","406.31743","474.50873","354.87488","4647.477","53.89797","204.8210","276.5302","7.8512","1.415828","0.058649","51.31797","0.134","0.756","0.109","0.006","0.005","0.842","0.011","0.000","0.000","0.481","0.512","0.000","0.001","0.007","0.001","0.003","0.000","0.000","0.018","0.972","0.241","0.371","0.209","0.865","0.960","0.466","6.8","0.137"
"Truck","All Truck","2019","8969","0.555710","27.88657","21.97225","18.78717","25.19449","404.28032","472.83600","352.56287","4627.726","54.22052","205.1817","280.1282","7.6800","1.438578","0.059721","51.54379","0.144","0.754","0.102","0.003","0.003","0.842","0.014","0.000","0.000","0.528","0.468","0.000","0.002","0.002","0.002","0.002","0.000","0.000","0.032","0.962","0.258","0.463","0.240","0.855","0.971","0.572","7.0","0.138"
"Truck","All Truck","Prelim. 2020","-","0.571723","29.02785","22.59266","19.64241","25.47968","393.78708","452.84333","349.23588","4598.515","53.06803","192.0526","272.9226","7.6441","1.508164","0.058491","52.77868","0.146","0.753","0.102","0.005","0.004","0.836","0.024","0.000","0.000","0.593","0.389","0.000","0.001","0.017","0.001","0.006","0.000","0.000","0.077","0.899","0.365","0.566","0.209","0.883","0.958","0.662","7.3","0.130"
"Truck","Minivan/Van","1975","457","0.044700","13.07367","11.10606","10.55642","11.86084","800.19398","841.85725","749.27220","4195.690","-","317.5113","143.2245","-","0.447872","0.034073","23.84776","0.000","0.000","1.000","0.233","0.767","0.000","0.000","0.000","0.998","undefined","0.000","0.002","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Minivan/Van","1976","502","0.040716","13.85687","11.78392","11.05859","12.81092","754.16317","803.62893","693.70503","4199.864","-","323.6584","145.6272","-","0.447397","0.034712","25.24372","0.000","0.000","1.000","0.205","0.795","0.000","0.000","0.000","0.997","undefined","0.000","0.003","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Minivan/Van","1977","514","0.036422","14.73635","12.51297","11.94984","13.27770","710.22334","743.69176","669.31749","4252.284","-","331.8240","152.3661","-","0.458032","0.035884","26.93295","0.000","0.000","1.000","0.143","0.857","0.000","0.000","0.000","0.996","undefined","0.000","0.004","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Minivan/Van","1978","625","0.043273","14.23762","12.08009","11.63892","12.66691","735.67345","763.55852","701.59170","4249.551","-","329.2424","149.1321","13.3634","0.453043","0.035108","26.09701","0.000","0.000","1.000","0.130","0.870","0.000","0.000","0.000","0.996","undefined","0.000","0.004","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Minivan/Van","1979","481","0.034615","13.53516","11.48461","11.05875","12.05184","773.81839","803.61714","737.39769","4540.969","-","321.9446","144.2939","15.4545","0.450914","0.031731","26.53529","0.000","0.000","1.000","0.148","0.784","0.068","0.000","0.000","0.982","undefined","0.000","0.018","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","0.000","3.1","0.000"
"Truck","Minivan/Van","1980","242","0.021373","16.62519","14.13642","13.26730","15.36678","628.65990","669.84255","578.32554","4352.742","-","287.8520","130.5904","16.5199","0.459200","0.029911","30.98887","0.000","0.000","1.000","0.260","0.350","0.390","0.000","0.000","0.935","undefined","0.000","0.065","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","0.000","3.1","0.000"
"Truck","Minivan/Van","1981","245","0.023204","17.46016","14.84219","13.98387","16.04595","598.76601","635.51792","553.84701","4323.985","-","284.0573","129.0355","16.5318","0.458036","0.029761","32.28894","0.003","0.000","0.997","0.219","0.314","0.466","0.000","0.000","0.954","undefined","0.000","0.046","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","0.000","3.1","0.000"
"Truck","Minivan/Van","1982","311","0.031904","17.32255","14.72404","13.89743","15.87836","604.50911","640.35993","560.69145","4342.080","-","286.8610","132.2636","17.5964","0.463170","0.030319","32.28871","0.000","0.000","1.000","0.157","0.385","0.458","0.000","0.000","0.952","undefined","0.000","0.030","0.000","0.018","0.000","0.000","0.000","0.000","0.000","0.982","undefined","undefined","0.000","-","undefined","0.000","3.1","0.000"
"Truck","Minivan/Van","1983","383","0.037141","17.71196","15.06647","14.06695","16.49935","592.64477","634.80734","541.11276","4414.280","-","294.4090","136.1429","15.6505","0.465713","0.030735","33.74208","0.002","0.000","0.998","0.120","0.286","0.593","0.000","0.000","0.920","undefined","0.000","0.035","0.000","0.045","0.000","0.000","0.000","0.000","0.000","0.955","undefined","undefined","0.000","-","undefined","0.000","3.6","0.000"
"Truck","Minivan/Van","1984","676","0.048234","18.93636","16.11388","14.98634","17.74573","552.24250","593.78972","501.46256","4074.744","-","249.2648","126.0343","15.8726","0.537806","0.030695","33.44821","0.223","0.000","0.777","0.155","0.390","0.456","0.000","0.000","0.890","undefined","0.066","0.031","0.000","0.012","0.000","0.000","0.000","0.000","0.000","0.988","undefined","undefined","0.000","-","undefined","0.000","3.5","0.000"
"Truck","Minivan/Van","1985","855","0.059159","19.45141","16.54583","15.45961","18.10020","537.31517","575.07565","491.16347","3975.166","-","236.0527","129.0611","15.3213","0.578410","0.032249","33.41436","0.304","0.003","0.693","0.100","0.427","0.474","0.000","0.000","0.904","undefined","0.063","0.029","0.000","0.003","0.000","0.000","0.000","0.000","0.000","0.997","undefined","undefined","0.000","-","undefined","0.000","3.4","0.000"
"Truck","Minivan/Van","1986","1044","0.067977","20.58845","17.46989","16.13264","19.38228","508.95915","551.13757","458.75336","3997.909","-","227.7583","127.4910","14.7281","0.588205","0.031744","35.19823","0.244","0.013","0.743","0.085","0.314","0.601","0.000","0.000","0.615","undefined","0.218","0.163","0.000","0.004","0.000","0.000","0.000","0.000","0.000","0.996","undefined","undefined","0.000","0.000","undefined","0.000","3.6","0.000"
"Truck","Minivan/Van","1987","1114","0.074941","20.86540","17.65937","16.16028","19.78938","503.29963","549.98832","449.12644","3972.056","-","225.9223","141.7261","13.9292","0.657058","0.035593","35.32829","0.275","0.019","0.705","0.064","0.257","0.676","0.000","0.002","0.239","undefined","0.458","0.302","0.000","0.001","0.000","0.000","0.000","0.000","0.000","0.999","undefined","undefined","0.000","0.000","undefined","0.000","3.6","0.000"
"Truck","Minivan/Van","1988","1133","0.074067","21.16973","17.87781","16.15447","20.33366","497.17367","550.21327","437.12417","4052.761","-","228.7961","146.9449","13.8585","0.671031","0.036302","36.44501","0.363","0.008","0.630","0.037","0.176","0.787","0.000","0.000","0.002","undefined","0.569","0.428","0.000","0.001","0.000","0.000","0.000","0.000","0.000","0.999","undefined","undefined","0.000","0.000","undefined","0.000","3.5","0.000"
"Truck","Minivan/Van","1989","1278","0.088398","21.14254","17.79679","16.05678","20.21530","499.40914","553.52836","439.66043","4057.266","-","225.4039","146.0862","13.3943","0.679550","0.035972","36.38223","0.344","0.007","0.649","0.029","0.205","0.765","0.000","0.000","0.000","undefined","0.581","0.418","0.000","0.001","0.000","0.000","0.000","0.000","0.000","0.999","undefined","undefined","0.000","0.000","undefined","0.000","3.7","0.000"
"Truck","Minivan/Van","1990","1262","0.100071","21.24849","17.84376","15.96497","20.43541","498.09174","556.70915","434.92221","4094.990","-","225.3985","148.8218","12.4758","0.681810","0.036347","36.81012","0.468","0.066","0.467","0.018","0.047","0.935","0.000","0.000","0.000","undefined","0.581","0.419","0.000","0.001","0.000","0.000","0.000","0.000","0.000","0.999","undefined","undefined","0.000","0.000","undefined","0.000","3.7","0.000"
"Truck","Minivan/Van","1991","1034","0.082203","21.40258","17.91037","16.01590","20.45351","496.24510","554.94474","434.54250","4132.591","-","219.5758","148.5607","12.6888","0.700794","0.035907","37.24773","0.382","0.109","0.509","0.014","0.021","0.965","0.000","0.000","0.000","undefined","0.633","0.366","0.000","0.001","0.000","0.000","0.000","0.000","0.000","0.999","undefined","undefined","0.000","0.000","undefined","0.000","3.8","0.000"
"Truck","Minivan/Van","1992","1221","0.100328","21.47469","17.92191","15.94818","20.52874","495.91014","557.28442","432.93642","4151.208","-","222.3151","151.9530","12.2324","0.705372","0.036566","37.40547","0.454","0.055","0.491","0.016","0.020","0.964","0.000","0.000","0.000","undefined","0.719","0.281","0.000","0.001","0.000","0.000","0.000","0.000","0.000","0.999","undefined","undefined","0.000","0.000","undefined","0.000","3.8","0.000"
"Truck","Minivan/Van","1993","1441","0.109102","21.85725","18.20216","16.03783","21.04927","488.23886","554.12725","422.19997","4105.496","-","217.7538","155.0834","11.2051","0.730482","0.037794","37.45649","0.498","0.045","0.456","0.012","0.017","0.972","0.000","0.000","0.000","undefined","0.790","0.210","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.000","undefined","0.000","3.8","0.000"
"Truck","Minivan/Van","1994","1418","0.100378","21.48940","17.83757","15.71845","20.54695","498.21818","565.38668","432.52155","4156.485","-","225.9904","159.4923","11.0199","0.721344","0.038350","37.23132","0.523","0.064","0.413","0.005","0.021","0.974","0.000","0.000","0.000","undefined","0.812","0.188","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.035","undefined","0.000","3.8","0.000"
"Truck","Minivan/Van","1995","1662","0.109724","21.82196","18.07800","15.77474","21.00924","491.59189","563.36889","423.00428","4109.512","-","230.9609","158.8926","11.1799","0.708354","0.038686","37.26642","0.613","0.091","0.296","0.001","0.016","0.982","0.000","0.000","0.000","undefined","0.874","0.126","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","0.045","undefined","0.000","3.8","0.000"
"Truck","Minivan/Van","1996","1409","0.107208","22.20071","18.33961","15.91797","21.37399","484.57944","558.29971","415.78567","4195.450","-","220.3267","170.5941","11.2864","0.790397","0.040773","38.63830","0.738","0.023","0.239","0.000","0.016","0.984","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.057","undefined","0.000","3.8","0.000"
"Truck","Minivan/Van","1997","1265","0.087520","22.06738","18.17550","15.73749","21.16269","488.95485","564.70255","419.93723","4240.090","-","220.1298","174.0118","11.2080","0.801967","0.040995","38.62348","0.648","0.047","0.306","0.000","0.004","0.996","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.063","undefined","0.000","3.8","0.000"
"Truck","Minivan/Van","1998","1489","0.102995","22.74614","18.69673","16.02041","21.96325","475.32365","554.73004","404.63049","4182.655","-","217.1624","180.0408","11.1196","0.839818","0.043097","39.16481","0.783","0.032","0.184","0.000","0.000","1.000","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.104","undefined","0.000","3.9","0.000"
"Truck","Minivan/Van","1999","1463","0.096163","22.28440","18.27843","15.59755","21.48991","486.20154","569.76915","413.54283","4306.442","-","222.6911","182.7340","11.1321","0.831783","0.042397","39.46537","0.760","0.027","0.213","0.000","0.000","1.000","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.125","undefined","0.000","3.9","0.000"
"Truck","Minivan/Van","2000","1691","0.102045","22.77666","18.60865","15.85311","21.83005","477.57348","560.58389","407.09943","4275.636","-","216.5319","182.8401","10.6108","0.857547","0.042758","39.91498","0.806","0.027","0.167","0.000","0.000","1.000","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.216","0.150","0.000","4.0","0.000"
"Truck","Minivan/Van","2001","1232","0.078973","22.13831","18.04383","15.34620","21.12216","492.52304","579.10106","420.74300","4518.412","-","229.0475","201.6780","10.0971","0.897162","0.044688","40.99101","0.693","0.087","0.221","0.000","0.000","1.000","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.226","0.170","0.000","4.0","0.000"
"Truck","Minivan/Van","2002","1243","0.077147","23.05062","18.69997","15.87208","21.85229","475.24129","559.91414","406.68509","4393.857","-","217.5486","199.4496","10.1310","0.928647","0.045491","41.32578","0.843","0.030","0.126","0.000","0.000","1.000","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.284","0.209","0.000","4.1","0.000"
"Truck","Minivan/Van","2003","1232","0.078106","23.47400","18.98231","16.03164","22.21587","468.17267","554.34124","400.02930","4393.361","-","219.1095","201.5338","9.9551","0.928623","0.045937","41.83650","0.835","0.050","0.114","0.000","0.000","1.000","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.258","0.196","0.000","4.2","0.000"
"Truck","Minivan/Van","2004","953","0.060673","23.70526","19.16282","15.96249","22.67460","463.76265","556.74287","391.93637","4486.746","-","218.6333","213.6638","9.6513","0.987831","0.047680","43.12221","0.866","0.049","0.085","0.000","0.000","1.000","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.523","0.461","0.000","4.5","0.000"
"Truck","Minivan/Van","2005","1481","0.093181","23.98177","19.30215","16.07195","22.75175","460.41503","552.95091","390.60726","4429.968","-","215.5830","208.8673","9.6906","0.976083","0.047171","42.84894","0.892","0.055","0.054","0.000","0.000","0.949","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.000","0.380","0.250","0.000","4.3","0.051"
"Truck","Minivan/Van","2006","1166","0.077199","24.25471","19.52993","16.21207","23.09562","455.04508","548.17191","384.79150","4475.457","-","216.1988","211.1533","9.7382","0.983584","0.047185","43.81479","0.898","0.045","0.057","0.000","0.000","0.953","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.120","0.468","0.364","0.000","4.4","0.047"
"Truck","Minivan/Van","2007","847","0.055462","24.19281","19.49807","16.14297","23.12361","455.78861","550.51837","384.32581","4479.337","-","218.9955","225.3215","9.4270","1.034356","0.050286","43.73565","0.938","0.029","0.033","0.000","0.000","0.955","0.000","0.000","0.000","undefined","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.177","0.531","0.487","0.000","4.5","0.045"
"Truck","Minivan/Van","2008","790","0.056834","24.62053","19.81953","16.42873","23.47455","448.39610","540.94270","378.58024","4527.106","54.14838","219.9712","220.9599","9.6207","1.010231","0.048788","44.95434","0.929","0.040","0.031","0.001","0.000","0.999","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.120","0.528","0.481","0.000","5.0","0.000"
"Truck","Minivan/Van","2009","368","0.039511","24.96129","20.06585","16.67391","23.70344","442.89188","532.98828","374.92443","4572.033","54.49287","215.1557","220.4829","9.4307","1.033067","0.048158","45.98121","0.941","0.025","0.034","0.003","0.000","0.997","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.134","0.589","0.471","0.000","5.1","0.000"
"Truck","Minivan/Van","2010","559","0.050298","25.03884","20.11859","16.73587","23.73819","441.73066","531.01527","374.37560","4533.047","54.17514","214.2419","212.4705","9.6760","1.001264","0.046681","45.64569","0.963","0.016","0.021","0.002","0.000","0.998","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.203","0.518","0.377","0.000","5.2","0.000"
"Truck","Minivan/Van","2011","521","0.043347","26.25690","20.94922","17.56974","24.50498","424.21625","505.81271","362.66103","4502.072","55.44647","211.8622","258.7179","8.3973","1.223811","0.057376","47.24174","0.914","0.056","0.029","0.000","0.000","0.969","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","undefined","0.199","0.966","0.925","0.000","5.7","0.031"
"Truck","Minivan/Van","2012","662","0.049244","26.64545","21.26883","17.72060","25.05315","417.84159","501.50662","354.72587","4441.761","54.75999","209.8694","254.1958","8.5039","1.210545","0.056976","47.28322","0.934","0.031","0.035","0.002","0.000","0.966","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.001","0.000","0.999","0.000","0.000","0.221","0.960","0.917","0.000","5.6","0.032"
"Truck","Minivan/Van","2013","571","0.037577","26.33028","21.05797","17.52555","24.83404","422.02553","507.08809","357.85552","4542.733","54.75788","209.0825","257.0599","8.5479","1.227733","0.056277","47.83155","0.931","0.041","0.028","0.001","0.000","0.969","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.000","0.000","0.159","0.966","0.903","0.000","5.6","0.030"
"Truck","Minivan/Van","2014","672","0.043297","26.63438","21.26902","17.73591","25.03059","417.83774","501.07390","355.04554","4488.559","55.08304","212.8851","260.3062","8.2770","1.223787","0.057883","47.86744","0.933","0.038","0.029","0.001","0.000","0.971","0.000","0.000","0.000","0.003","0.997","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.003","0.000","0.206","0.965","0.978","0.000","5.9","0.028"
"Truck","Minivan/Van","2015","655","0.039126","27.43383","21.78246","18.29355","25.44309","407.98875","485.79962","349.28932","4415.510","54.64930","202.5902","250.1297","8.4605","1.229121","0.056287","48.10125","0.941","0.046","0.013","0.000","0.000","0.919","0.000","0.000","0.000","0.049","0.951","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.006","0.000","0.198","0.996","1.000","0.016","6.0","0.081"
"Truck","Minivan/Van","2016","630","0.038700","27.17964","21.66192","18.07589","25.47444","410.25907","491.64926","348.85944","4459.328","55.16716","205.8538","256.3589","8.2913","1.245609","0.057332","48.35647","0.948","0.024","0.028","0.000","0.000","0.971","0.000","0.000","0.000","0.099","0.901","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","0.019","0.014","0.267","0.999","1.000","0.036","6.1","0.029"
"Truck","Minivan/Van","2017","617","0.036237","27.99854","22.23448","18.40065","26.38102","399.38706","482.55590","336.64567","4503.103","55.66431","205.4320","267.5649","7.8870","1.296084","0.059097","50.32030","0.925","0.054","0.021","0.000","0.000","0.937","0.000","0.000","0.000","0.069","0.931","0.000","0.000","0.000","0.000","0.005","0.000","0.000","0.000","0.995","0.010","0.111","0.044","0.998","1.000","0.533","7.4","0.063"
"Truck","Minivan/Van","2018","508","0.031229","28.53612","22.75932","18.84621","26.98635","388.97187","469.51539","328.21097","4523.587","55.50305","205.1504","268.5461","7.7129","1.308501","0.059231","52.56899","0.931","0.039","0.030","0.000","0.000","0.946","0.000","0.000","0.000","0.284","0.716","0.000","0.000","0.000","0.000","0.026","0.000","0.000","0.000","0.974","0.026","0.290","0.220","1.000","1.000","0.625","7.9","0.054"
"Truck","Minivan/Van","2019","555","0.034381","28.21721","22.42918","18.62580","26.51345","395.85951","476.64236","334.91807","4497.203","55.11702","204.0939","266.7527","7.8122","1.304770","0.059059","50.73559","0.951","0.026","0.023","0.000","0.000","0.957","0.000","0.000","0.000","0.350","0.650","0.000","0.000","0.000","0.000","0.006","0.000","0.000","0.000","0.994","0.009","0.261","0.248","1.000","0.931","0.615","7.8","0.043"
"Truck","Minivan/Van","Prelim. 2020","-","0.026337","29.46000","23.02828","19.70052","26.39129","382.75165","446.84756","334.39859","4644.827","55.34265","197.5662","261.4910","7.8622","1.314198","0.056128","55.00375","0.856","0.097","0.047","0.000","0.000","0.906","0.000","0.000","0.000","0.304","0.696","0.000","0.000","0.000","0.000","0.054","0.000","0.000","0.000","0.946","0.022","0.379","0.166","1.000","0.935","0.813","8.4","0.094"
"Truck","Pickup","1975","1343","0.131322","13.99937","11.91476","11.07827","13.12613","745.88139","802.20090","677.04643","4011.977","-","306.0773","140.9365","-","0.490606","0.035092","24.48035","0.000","0.135","0.865","0.411","0.589","0.000","0.000","0.000","1.000","undefined","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Pickup","1976","1866","0.151303","14.63902","12.44161","11.74027","13.42155","714.29673","756.96715","662.14399","4121.843","-","316.2347","139.4000","-","0.465673","0.033858","26.25036","0.000","0.209","0.791","0.388","0.612","0.000","0.000","0.000","1.000","undefined","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Pickup","1977","2026","0.143450","15.96147","13.55757","12.89811","14.46125","655.50112","689.01573","614.53882","4091.847","-","312.5503","146.3648","-","0.495582","0.035695","28.40545","0.000","0.214","0.786","0.359","0.641","0.000","0.000","0.000","1.000","undefined","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","1.000","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Pickup","1978","2268","0.156942","15.70141","13.32817","12.77741","14.06939","667.61907","696.38001","632.46682","4104.366","-","306.2537","144.1520","13.3834","0.495752","0.035040","28.13194","0.000","0.270","0.730","0.374","0.626","0.000","0.000","0.000","0.988","undefined","0.000","0.000","0.000","0.012","0.000","0.000","0.000","0.000","0.000","0.988","undefined","undefined","0.000","-","undefined","-","-","0.000"
"Truck","Pickup","1979","2207","0.158977","15.51822","13.21499","12.71707","13.87917","674.27896","700.68356","642.00666","4142.085","-","287.0489","135.6823","14.9015","0.502021","0.032657","28.02704","0.000","0.126","0.874","0.399","0.588","0.013","0.000","0.000","0.975","undefined","0.000","0.000","0.000","0.025","0.000","0.000","0.000","0.000","0.000","0.975","undefined","undefined","0.000","-","undefined","0.000","3.4","0.000"
"Truck","Pickup","1980","1437","0.127076","19.42850","16.51884","15.51081","17.94417","540.59043","575.71912","497.65538","3739.957","-","235.7915","118.0136","15.5542","0.548745","0.031546","31.20675","0.018","0.211","0.771","0.588","0.193","0.219","0.000","0.000","0.948","undefined","0.000","0.010","0.000","0.042","0.000","0.000","0.000","0.000","0.000","0.958","undefined","undefined","0.000","-","undefined","0.000","3.5","0.000"
"Truck","Pickup","1981","1440","0.136419","21.02278","17.88228","16.71899","19.54434","500.35941","535.11618","457.87891","3679.450","-","236.6416","115.4839","15.5938","0.521236","0.031264","33.40469","0.023","0.168","0.808","0.577","0.148","0.275","0.000","0.000","0.923","undefined","0.000","0.006","0.000","0.071","0.000","0.000","0.000","0.000","0.000","0.929","undefined","undefined","0.000","-","undefined","0.000","3.6","0.000"
"Truck","Pickup","1982","1441","0.148038","21.72825","18.48502","17.24861","20.26003","486.37369","521.16934","443.84567","3628.863","-","228.2530","116.5468","16.3908","0.545145","0.032190","34.08615","0.022","0.177","0.801","0.539","0.166","0.295","0.000","0.000","0.895","undefined","0.000","0.002","0.000","0.103","0.000","0.000","0.000","0.000","0.000","0.897","undefined","undefined","0.000","-","undefined","0.000","3.8","0.000"
